t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,13.85,3.71
0.04,0.92,0.0,14.84,3.7
0.08,1.84,0.0,15.84,3.7
0.12,2.77,0.0,16.84,3.69
0.16,3.69,0.0,17.84,3.69
0.2,4.62,0.0,18.83,3.69
0.24,5.55,0.0,19.82,3.69
0.28,6.48,0.0,20.81,3.68
0.32,7.41,-0.01,21.81,3.68
0.36,8.35,-0.01,22.81,3.68
0.4,9.27,-0.01,23.81,3.67
0.44,10.2,-0.01,24.81,3.67
0.48,11.12,-0.01,25.82,3.67
0.52,12.05,-0.01,26.81,3.66
0.56,12.97,-0.01,27.81,3.66
0.6,13.88,-0.01,28.8,3.66
0.64,14.79,-0.01,29.8,3.65
0.68,15.72,-0.01,30.79,3.65
0.72,16.65,-0.01,31.8,3.65
0.76,17.58,-0.01,32.8,3.64
0.8,18.51,-0.01,33.79,3.64
0.84,19.43,-0.02,34.8,3.64
0.88,20.37,-0.02,35.8,3.63
0.92,21.3,-0.02,36.8,3.63
0.96,22.22,-0.02,37.8,3.63
1.0,23.16,-0.02,38.81,3.62
1.04,24.08,-0.02,39.81,3.62
1.08,25.0,-0.02,40.81,3.62
1.12,25.93,-0.03,41.81,3.61
1.16,26.87,-0.03,42.81,3.61
1.2,27.79,-0.03,43.82,3.6
1.24,28.72,-0.03,44.82,3.6
1.28,29.65,-0.04,45.82,3.6
1.32,30.58,-0.04,46.82,3.59
1.36,31.51,-0.04,47.82,3.59
1.4,32.43,-0.04,48.82,3.58
1.44,33.35,-0.04,49.81,3.58
1.48,34.28,-0.05,50.8,3.57
1.52,35.21,-0.05,51.8,3.57
1.56,36.14,-0.05,52.79,3.56
1.6,37.08,-0.05,53.79,3.56
1.64,38.01,-0.06,54.79,3.55
1.68,38.95,-0.06,55.8,3.55
1.72,39.88,-0.06,56.8,3.54
1.76,40.81,-0.06,57.81,3.53
1.8,41.74,-0.07,58.81,3.53
1.84,42.66,-0.07,59.81,3.52
1.88,43.59,-0.07,60.81,3.52
