t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,7.93,3.85
0.04,1.52,0.0,9.64,3.84
0.08,3.03,0.0,11.35,3.84
0.12,4.56,0.0,13.05,3.84
0.16,6.08,0.0,14.76,3.84
0.2,7.61,0.01,16.48,3.84
0.24,9.13,0.01,18.18,3.83
0.28,10.65,0.01,19.87,3.83
0.32,12.17,0.01,21.57,3.83
0.36,13.69,0.02,23.27,3.82
0.4,15.21,0.02,24.97,3.82
0.44,16.72,0.02,26.67,3.81
0.48,18.23,0.03,28.37,3.81
0.52,19.75,0.03,30.08,3.8
0.56,21.27,0.03,31.79,3.8
0.6,22.77,0.04,33.49,3.79
0.64,24.29,0.04,35.19,3.79
0.68,25.81,0.04,36.9,3.78
0.72,27.33,0.04,38.61,3.77
0.76,28.84,0.05,40.32,3.77
0.8,30.37,0.05,42.03,3.76
0.84,31.9,0.05,43.73,3.75
0.88,33.43,0.06,45.43,3.74
0.92,34.95,0.06,47.13,3.74
0.96,36.47,0.06,48.82,3.73
1.0,37.98,0.07,50.51,3.72
1.04,39.49,0.07,52.21,3.71
1.08,41.01,0.07,53.92,3.7
1.12,42.53,0.08,55.63,3.69
1.16,44.04,0.08,57.33,3.68
1.2,45.55,0.08,59.04,3.67
1.24,47.06,0.08,60.74,3.66
1.28,48.57,0.09,62.45,3.65
1.32,50.08,0.09,64.15,3.64
1.36,51.59,0.09,65.86,3.63
1.4,53.1,0.1,67.56,3.62
1.44,54.61,0.1,69.26,3.61
1.48,56.12,0.1,70.96,3.6
1.52,57.63,0.11,72.67,3.59
1.56,59.14,0.11,74.37,3.57
1.6,60.65,0.11,76.08,3.56
1.64,62.17,0.11,77.78,3.55
1.68,63.68,0.11,79.48,3.53
1.72,65.19,0.12,81.18,3.52
1.76,66.7,0.12,82.87,3.51
1.8,68.21,0.12,84.56,3.49
1.84,69.71,0.12,86.26,3.48
1.88,71.22,0.12,87.95,3.46
1.92,72.73,0.12,89.64,3.45
