t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,24.91,4.6
0.04,0.89,0.0,25.86,4.59
0.08,1.77,0.01,26.8,4.59
0.12,2.64,0.01,27.75,4.59
0.16,3.52,0.01,28.7,4.58
0.2,4.39,0.01,29.65,4.58
0.24,5.27,0.01,30.61,4.57
0.28,6.15,0.01,31.57,4.57
0.32,7.02,0.01,32.52,4.56
0.36,7.89,0.01,33.47,4.56
0.4,8.77,0.01,34.42,4.55
0.44,9.65,0.01,35.36,4.55
0.48,10.53,0.01,36.29,4.54
0.52,11.41,0.01,37.23,4.53
0.56,12.29,0.02,38.17,4.52
0.6,13.16,0.02,39.1,4.52
0.64,14.04,0.02,40.04,4.51
0.68,14.92,0.02,40.99,4.5
0.72,15.79,0.02,41.94,4.49
0.76,16.67,0.02,42.88,4.48
0.8,17.54,0.02,43.83,4.47
0.84,18.41,0.02,44.77,4.46
0.88,19.29,0.03,45.71,4.45
0.92,20.16,0.03,46.65,4.44
0.96,21.04,0.03,47.59,4.43
1.0,21.92,0.03,48.52,4.42
1.04,22.8,0.03,49.45,4.41
1.08,23.67,0.03,50.38,4.4
1.12,24.56,0.04,51.31,4.38
1.16,25.43,0.04,52.24,4.37
1.2,26.31,0.04,53.17,4.36
1.24,27.18,0.04,54.1,4.34
1.28,28.04,0.04,55.03,4.33
1.32,28.91,0.05,55.96,4.31
1.36,29.79,0.05,56.89,4.3
1.4,30.66,0.05,57.82,4.28
1.44,31.53,0.05,58.75,4.26
1.48,32.41,0.05,59.68,4.24
1.52,33.29,0.05,60.61,4.23
1.56,34.17,0.06,61.54,4.21
1.6,35.05,0.06,62.47,4.19
1.64,35.92,0.06,63.41,4.17
1.68,36.79,0.06,64.34,4.15
1.72,37.66,0.06,65.27,4.12
1.76,38.53,0.07,66.2,4.1
1.8,39.4,0.07,67.14,4.08
1.84,40.27,0.07,68.07,4.06
1.88,41.14,0.07,69.0,4.03
1.92,42.01,0.07,69.93,4.01
1.96,42.89,0.07,70.87,3.98
2.0,43.77,0.08,71.8,3.95
2.04,44.64,0.08,72.87,3.93
2.08,45.52,0.08,73.89,3.9
2.12,46.38,0.08,74.89,3.87
2.16,47.25,0.08,75.86,3.84
2.2,48.12,0.08,76.82,3.81
2.24,48.98,0.09,77.78,3.78
2.28,49.85,0.09,78.73,3.75
2.32,50.71,0.09,79.68,3.71
2.36,51.58,0.09,80.62,3.68
2.4,52.45,0.1,81.58,3.64
2.44,53.32,0.1,82.55,3.61
2.48,54.19,0.1,83.51,3.57
2.52,55.07,0.11,84.45,3.53
2.56,55.94,0.11,85.4,3.49
2.6,56.82,0.11,86.34,3.45
2.64,57.69,0.11,87.26,3.41
2.68,58.56,0.11,88.19,3.37
2.72,59.43,0.12,89.13,3.33
2.76,60.29,0.12,90.07,3.28
2.8,61.17,0.12,91.01,3.24
2.84,62.04,0.12,91.95,3.2
2.88,62.91,0.13,92.9,3.15
2.92,63.78,0.13,93.85,3.11
2.96,64.66,0.13,94.8,3.06
3.0,65.54,0.13,95.75,3.02
3.04,66.4,0.13,96.69,2.97
3.08,67.25,0.13,97.64,2.92
3.12,68.11,0.14,98.58,2.87
3.16,68.97,0.14,99.52,2.82
3.2,69.83,0.14,100.46,2.77
3.24,70.7,0.14,101.4,2.72
3.28,71.56,0.14,102.34,2.67
3.32,72.41,0.14,103.28,2.62
3.36,73.27,0.15,104.22,2.56
3.4,74.15,0.15,105.16,2.51
3.44,75.03,0.15,106.11,2.46
