t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,-18.3,3.52
0.04,1.16,0.0,-16.93,3.51
0.08,2.31,0.0,-15.55,3.51
0.12,3.48,0.0,-14.17,3.51
0.16,4.64,0.0,-12.8,3.51
0.2,5.8,0.0,-11.42,3.51
0.24,6.96,0.01,-10.05,3.51
0.28,8.11,0.01,-8.67,3.51
0.32,9.27,0.01,-7.29,3.51
0.36,10.42,0.01,-5.9,3.51
0.4,11.59,0.02,-4.53,3.51
0.44,12.74,0.02,-3.15,3.51
0.48,13.9,0.02,-1.77,3.51
0.52,15.05,0.03,-0.39,3.51
0.56,16.2,0.03,0.99,3.51
0.6,17.37,0.03,2.37,3.5
0.64,18.53,0.03,3.76,3.5
0.68,19.69,0.04,5.14,3.5
0.72,20.85,0.04,6.53,3.5
0.76,22.01,0.04,7.92,3.5
0.8,23.16,0.04,9.31,3.5
0.84,24.32,0.05,10.7,3.5
0.88,25.47,0.05,12.09,3.49
0.92,26.62,0.05,13.47,3.49
0.96,27.78,0.05,14.86,3.49
1.0,28.94,0.05,16.24,3.49
1.04,30.09,0.06,17.63,3.49
1.08,31.24,0.06,19.02,3.48
1.12,32.39,0.06,20.4,3.48
1.16,33.54,0.06,21.78,3.48
1.2,34.68,0.06,23.16,3.47
1.24,35.83,0.06,24.53,3.47
1.28,36.98,0.06,25.91,3.47
1.32,38.13,0.06,27.29,3.47
1.36,39.28,0.06,28.67,3.46
1.4,40.44,0.07,30.05,3.46
1.44,41.6,0.07,31.44,3.46
1.48,42.75,0.07,32.82,3.46
1.52,43.91,0.07,34.21,3.45
1.56,45.07,0.07,35.59,3.45
1.6,46.23,0.07,36.97,3.45
1.64,47.38,0.07,38.35,3.44
1.68,48.53,0.07,39.73,3.44
1.72,49.68,0.07,41.11,3.44
1.76,50.83,0.07,42.49,3.44
1.8,51.98,0.07,43.87,3.43
1.84,53.13,0.06,45.25,3.43
1.88,54.27,0.06,46.63,3.43
1.92,55.41,0.06,48.01,3.43
1.96,56.56,0.06,49.39,3.43
2.0,57.71,0.06,50.77,3.42
2.04,58.86,0.06,52.16,3.42
2.08,60.01,0.05,53.54,3.42
2.12,61.17,0.05,54.93,3.42
2.16,62.33,0.05,56.31,3.42
2.2,63.48,0.04,57.71,3.42
2.24,64.62,0.04,59.1,3.42
2.28,65.76,0.03,60.49,3.42
2.32,66.92,0.03,61.87,3.42
2.36,68.06,0.02,63.26,3.42
2.4,69.21,0.02,64.65,3.42
2.44,70.35,0.01,66.04,3.41
2.48,71.49,0.01,67.42,3.41
2.52,72.64,0.0,68.81,3.41
2.56,73.79,0.0,70.19,3.41
2.6,74.94,-0.01,71.59,3.41
2.64,76.09,-0.01,72.98,3.41
2.68,77.22,-0.02,74.37,3.41
2.72,78.37,-0.03,75.76,3.41
2.76,79.52,-0.03,77.15,3.41
2.8,80.66,-0.04,78.54,3.41
2.84,81.8,-0.05,79.94,3.41
2.88,82.94,-0.06,81.33,3.41
2.92,84.08,-0.06,82.72,3.41
2.96,85.23,-0.07,84.11,3.41
3.0,86.38,-0.08,85.51,3.4
3.04,87.53,-0.09,86.9,3.4
3.08,88.67,-0.09,88.29,3.4
3.12,89.81,-0.1,89.68,3.4
3.16,90.96,-0.11,91.08,3.4
3.2,92.09,-0.12,92.47,3.4
3.24,93.24,-0.12,93.86,3.39
3.28,94.38,-0.13,95.26,3.39
3.32,95.52,-0.14,96.64,3.39
3.36,96.66,-0.15,98.03,3.39
3.4,97.8,-0.15,99.43,3.38
3.44,98.93,-0.16,100.82,3.38
3.48,100.07,-0.17,102.22,3.38
