t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,28.44,3.81
0.04,0.89,0.0,29.77,3.79
0.08,1.78,-0.01,31.1,3.76
0.12,2.68,-0.01,32.43,3.74
0.16,3.56,-0.02,33.76,3.71
0.2,4.46,-0.03,35.09,3.69
0.24,5.36,-0.03,36.42,3.67
0.28,6.26,-0.04,37.76,3.64
0.32,7.15,-0.04,39.1,3.62
0.36,8.05,-0.05,40.43,3.59
0.4,8.95,-0.05,41.77,3.57
0.44,9.85,-0.05,43.11,3.54
0.48,10.75,-0.06,44.44,3.52
0.52,11.65,-0.06,45.78,3.49
0.56,12.55,-0.07,47.13,3.47
0.6,13.44,-0.07,48.46,3.45
0.64,14.33,-0.07,49.8,3.42
0.68,15.23,-0.08,51.13,3.4
0.72,16.14,-0.08,52.48,3.37
0.76,17.04,-0.08,53.81,3.35
0.8,17.93,-0.09,55.16,3.32
0.84,18.83,-0.09,56.5,3.3
0.88,19.73,-0.09,57.84,3.27
0.92,20.63,-0.09,59.18,3.25
0.96,21.53,-0.09,60.53,3.22
1.0,22.44,-0.1,61.87,3.2
1.04,23.33,-0.1,63.21,3.18
1.08,24.22,-0.1,64.56,3.15
1.12,25.11,-0.1,65.92,3.13
1.16,26.01,-0.1,67.27,3.1
1.2,26.9,-0.1,68.62,3.08
1.24,27.81,-0.1,69.97,3.05
1.28,28.71,-0.1,71.32,3.03
1.32,29.62,-0.1,72.66,3.0
1.36,30.51,-0.1,74.01,2.98
1.4,31.41,-0.1,75.37,2.95
1.44,32.3,-0.1,76.72,2.93
1.48,33.21,-0.1,78.07,2.9
1.52,34.12,-0.1,79.43,2.88
1.56,35.03,-0.1,80.79,2.85
1.6,35.94,-0.1,82.15,2.83
1.64,36.85,-0.1,83.5,2.8
1.68,37.75,-0.1,84.86,2.78
1.72,38.66,-0.1,86.22,2.75
1.76,39.56,-0.1,87.57,2.73
1.8,40.47,-0.11,88.92,2.7
1.84,41.37,-0.11,90.26,2.68
1.88,42.28,-0.11,91.62,2.65
1.92,43.18,-0.11,92.97,2.63
1.96,44.08,-0.11,94.34,2.6
2.0,44.98,-0.11,95.71,2.58
2.04,45.88,-0.11,97.08,2.55
2.08,46.79,-0.11,98.45,2.53
2.12,47.7,-0.12,99.82,2.5
2.16,48.6,-0.12,101.19,2.48
2.2,49.51,-0.12,102.56,2.46
2.24,50.41,-0.12,103.93,2.43
2.28,51.31,-0.12,105.29,2.41
2.32,52.2,-0.13,106.65,2.38
2.36,53.1,-0.13,108.02,2.36
2.4,53.99,-0.13,109.39,2.34
2.44,54.89,-0.13,110.77,2.31
2.48,55.8,-0.13,112.14,2.29
2.52,56.7,-0.14,113.51,2.27
2.56,57.6,-0.14,114.88,2.24
2.6,58.5,-0.14,116.25,2.22
2.64,59.41,-0.14,117.62,2.2
2.68,60.32,-0.14,118.98,2.17
2.72,61.23,-0.15,120.36,2.15
2.76,62.13,-0.15,121.72,2.13
2.8,63.03,-0.15,123.08,2.11
2.84,63.93,-0.15,124.45,2.09
2.88,64.83,-0.15,125.82,2.07
2.92,65.73,-0.15,127.18,2.05
2.96,66.64,-0.15,128.54,2.03
3.0,67.55,-0.15,129.95,2.01
3.04,68.46,-0.15,131.34,1.99
3.08,69.37,-0.16,132.73,1.97
3.12,70.28,-0.16,134.11,1.95
3.16,71.18,-0.16,135.48,1.93
3.2,72.09,-0.16,136.86,1.91
3.24,73.0,-0.16,138.24,1.89
3.28,73.9,-0.16,139.63,1.87
3.32,74.8,-0.16,141.01,1.86
3.36,75.71,-0.16,142.38,1.84
3.4,76.62,-0.17,143.76,1.82
3.44,77.52,-0.17,145.14,1.8
3.48,78.42,-0.17,146.52,1.78
3.52,79.33,-0.17,147.9,1.77
3.56,80.24,-0.17,149.3,1.75
3.6,81.15,-0.18,150.69,1.73
3.64,82.05,-0.18,152.08,1.71
3.68,82.95,-0.18,153.46,1.69
3.72,83.85,-0.19,154.84,1.67
3.76,84.74,-0.19,156.23,1.66
3.8,85.64,-0.19,157.62,1.64
3.84,86.55,-0.19,159.02,1.62
3.88,87.47,-0.2,160.41,1.6
3.92,88.37,-0.2,161.79,1.58
3.96,89.28,-0.2,163.16,1.56
4.0,90.19,-0.21,164.54,1.54
4.04,91.1,-0.21,165.92,1.53
4.08,92.0,-0.21,167.31,1.51
4.12,92.91,-0.22,168.71,1.49
4.16,93.82,-0.22,170.1,1.47
4.2,94.72,-0.23,171.49,1.45
4.24,95.63,-0.23,172.86,1.44
4.28,96.53,-0.23,174.25,1.42
4.32,97.44,-0.24,175.64,1.4
4.36,98.35,-0.24,177.03,1.39
4.4,99.26,-0.25,178.44,1.37
4.44,100.17,-0.25,179.84,1.35
4.48,101.08,-0.25,181.26,1.34
4.52,102.0,-0.26,182.63,1.32
4.56,102.9,-0.26,184.01,1.31
4.6,103.81,-0.26,185.4,1.29
4.64,104.72,-0.27,186.79,1.28
4.68,105.63,-0.27,188.18,1.27
4.72,106.54,-0.27,189.57,1.25
4.76,107.45,-0.27,190.98,1.24
4.8,108.37,-0.28,192.38,1.23
4.84,109.28,-0.28,193.77,1.21
4.88,110.19,-0.28,195.18,1.2
4.92,111.1,-0.28,196.58,1.19
4.96,112.01,-0.28,197.97,1.17
5.0,112.91,-0.29,199.36,1.16
5.04,113.82,-0.29,200.75,1.15
5.08,114.72,-0.29,202.14,1.14
5.12,115.63,-0.29,203.53,1.12
5.16,116.54,-0.29,204.92,1.11
5.2,117.46,-0.29,206.3,1.1
5.24,118.38,-0.29,207.72,1.08
5.28,119.29,-0.3,209.12,1.07
5.32,120.2,-0.3,210.53,1.06
5.36,121.1,-0.3,211.94,1.05
5.4,122.01,-0.3,213.35,1.03
5.44,122.92,-0.3,214.75,1.02
5.48,123.82,-0.3,216.14,1.01
