t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,47.35,4.54
0.04,0.96,0.0,48.51,4.53
0.08,1.91,0.0,49.69,4.53
0.12,2.86,0.0,50.86,4.53
0.16,3.81,0.0,52.04,4.52
0.2,4.77,0.0,53.22,4.52
0.24,5.72,-0.01,54.39,4.51
0.28,6.67,-0.01,55.55,4.51
0.32,7.62,-0.01,56.71,4.5
0.36,8.57,-0.01,57.88,4.49
0.4,9.52,-0.01,59.04,4.49
0.44,10.47,-0.01,60.22,4.48
0.48,11.42,-0.02,61.39,4.47
0.52,12.38,-0.02,62.55,4.47
0.56,13.34,-0.02,63.72,4.46
0.6,14.3,-0.02,64.89,4.45
0.64,15.27,-0.02,66.06,4.44
0.68,16.23,-0.02,67.23,4.43
0.72,17.19,-0.02,68.4,4.43
0.76,18.14,-0.03,69.58,4.42
0.8,19.1,-0.03,70.75,4.41
0.84,20.06,-0.03,71.91,4.4
0.88,21.02,-0.03,73.07,4.39
0.92,21.97,-0.03,74.23,4.38
0.96,22.93,-0.03,75.4,4.36
1.0,23.89,-0.04,76.57,4.35
1.04,24.85,-0.04,77.74,4.34
1.08,25.8,-0.04,78.91,4.33
1.12,26.76,-0.04,80.07,4.32
1.16,27.72,-0.05,81.24,4.3
1.2,28.68,-0.05,82.42,4.29
1.24,29.63,-0.05,83.58,4.27
1.28,30.59,-0.06,84.74,4.26
1.32,31.53,-0.06,85.91,4.24
1.36,32.49,-0.06,87.07,4.23
1.4,33.44,-0.06,88.22,4.21
1.44,34.41,-0.07,89.39,4.19
1.48,35.38,-0.07,90.55,4.18
1.52,36.34,-0.07,91.72,4.16
1.56,37.31,-0.07,92.89,4.14
1.6,38.27,-0.07,94.06,4.12
1.64,39.23,-0.08,95.24,4.1
1.68,40.19,-0.08,96.41,4.08
1.72,41.15,-0.08,97.57,4.06
1.76,42.11,-0.08,98.74,4.04
1.8,43.08,-0.08,99.9,4.02
1.84,44.05,-0.09,101.06,4.0
1.88,45.02,-0.09,102.24,3.98
1.92,45.98,-0.09,103.4,3.95
1.96,46.95,-0.09,104.58,3.93
