t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,7.09,4.08
0.04,1.23,0.0,8.74,4.07
0.08,2.47,0.01,10.39,4.06
0.12,3.7,0.01,12.03,4.06
0.16,4.93,0.02,13.67,4.05
0.2,6.17,0.02,15.31,4.04
0.24,7.4,0.02,16.96,4.03
0.28,8.63,0.03,18.59,4.02
0.32,9.86,0.03,20.23,4.0
0.36,11.1,0.04,21.86,3.99
0.4,12.33,0.04,23.5,3.98
0.44,13.56,0.05,25.14,3.96
0.48,14.79,0.05,26.78,3.94
0.52,16.02,0.05,28.42,3.92
0.56,17.24,0.06,30.05,3.91
0.6,18.47,0.06,31.69,3.89
0.64,19.68,0.07,33.34,3.86
0.68,20.9,0.07,34.97,3.84
0.72,22.12,0.08,36.61,3.82
0.76,23.34,0.08,38.25,3.8
0.8,24.57,0.09,39.89,3.77
0.84,25.8,0.09,41.53,3.75
0.88,27.03,0.1,43.18,3.72
0.92,28.25,0.1,44.82,3.69
0.96,29.47,0.11,46.46,3.66
1.0,30.68,0.11,48.1,3.63
1.04,31.9,0.12,49.73,3.6
1.08,33.12,0.12,51.37,3.57
1.12,34.34,0.13,53.0,3.54
1.16,35.57,0.13,54.64,3.51
1.2,36.78,0.14,56.28,3.48
1.24,38.0,0.14,57.92,3.44
1.28,39.21,0.15,59.56,3.41
1.32,40.42,0.15,61.2,3.38
1.36,41.64,0.16,62.84,3.34
1.4,42.86,0.16,64.47,3.31
1.44,44.08,0.16,66.1,3.27
1.48,45.3,0.17,67.74,3.24
1.52,46.51,0.17,69.37,3.2
1.56,47.73,0.17,71.01,3.17
1.6,48.94,0.17,72.65,3.13
1.64,50.14,0.18,74.28,3.09
1.68,51.35,0.18,75.92,3.06
1.72,52.55,0.18,77.55,3.02
1.76,53.77,0.18,79.18,2.98
1.8,54.98,0.19,80.81,2.94
1.84,56.19,0.19,82.44,2.91
1.88,57.41,0.19,84.08,2.87
1.92,58.63,0.19,85.71,2.83
1.96,59.84,0.2,87.34,2.79
2.0,61.05,0.2,88.97,2.75
2.04,62.26,0.2,90.61,2.72
2.08,63.46,0.2,92.25,2.68
2.12,64.67,0.2,93.88,2.64
2.16,65.88,0.21,95.51,2.6
2.2,67.1,0.21,97.14,2.56
2.24,68.32,0.21,98.77,2.53
2.28,69.53,0.21,100.41,2.49
2.32,70.74,0.22,102.05,2.45
2.36,71.95,0.22,103.68,2.42
2.4,73.16,0.22,105.32,2.38
2.44,74.36,0.22,106.95,2.34
2.48,75.57,0.23,108.58,2.31
2.52,76.79,0.23,110.22,2.27
2.56,77.99,0.23,111.84,2.24
2.6,79.2,0.23,113.47,2.2
2.64,80.39,0.24,115.09,2.17
2.68,81.58,0.24,116.73,2.13
2.72,82.8,0.24,118.37,2.1
2.76,84.01,0.25,120.01,2.06
2.8,85.21,0.25,121.65,2.03
2.84,86.42,0.25,123.28,2.0
2.88,87.63,0.26,124.91,1.96
2.92,88.84,0.26,126.53,1.93
2.96,90.05,0.26,128.16,1.9
3.0,91.26,0.26,129.78,1.87
3.04,92.46,0.27,131.4,1.83
3.08,93.67,0.27,133.03,1.8
3.12,94.88,0.27,134.66,1.77
3.16,96.09,0.27,136.29,1.74
3.2,97.3,0.28,137.92,1.71
3.24,98.51,0.28,139.55,1.68
3.28,99.72,0.28,141.17,1.65
3.32,100.92,0.28,142.79,1.62
3.36,102.12,0.29,144.4,1.59
3.4,103.32,0.29,146.02,1.56
3.44,104.53,0.29,147.65,1.53
3.48,105.74,0.29,149.28,1.5
3.52,106.96,0.29,150.92,1.47
3.56,108.18,0.29,152.55,1.44
3.6,109.4,0.29,154.19,1.41
3.64,110.63,0.29,155.83,1.38
3.68,111.8,0.3,157.46,1.35
3.72,112.99,0.3,159.09,1.32
3.76,114.19,0.3,160.72,1.3
3.8,115.39,0.3,162.34,1.27
3.84,116.59,0.3,163.95,1.24
3.88,117.79,0.3,165.57,1.21
3.92,118.99,0.3,167.2,1.18
3.96,120.2,0.3,168.84,1.16
4.0,121.4,0.3,170.47,1.13
4.04,122.6,0.3,172.11,1.1
4.08,123.81,0.3,173.73,1.08
4.12,125.02,0.31,175.35,1.05
4.16,126.23,0.31,176.96,1.02
4.2,127.43,0.31,178.57,1.0
4.24,128.63,0.31,180.18,0.97
4.28,129.82,0.31,181.79,0.95
4.32,131.01,0.31,183.41,0.92
4.36,132.21,0.31,185.04,0.9
4.4,133.42,0.31,186.68,0.87
4.44,134.62,0.31,188.31,0.85
4.48,135.82,0.31,189.93,0.82
4.52,137.02,0.31,191.56,0.8
4.56,138.22,0.31,193.18,0.77
4.6,139.4,0.31,194.79,0.75
4.64,140.59,0.31,196.41,0.73
4.68,141.8,0.32,198.03,0.7
4.72,143.01,0.32,199.65,0.68
4.76,144.22,0.32,201.27,0.66
