t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,21.64,3.87
0.04,0.97,0.01,22.8,3.84
0.08,1.94,0.01,23.97,3.81
0.12,2.9,0.02,25.14,3.79
0.16,3.87,0.02,26.31,3.76
0.2,4.84,0.03,27.48,3.73
0.24,5.81,0.03,28.64,3.7
0.28,6.76,0.04,29.81,3.67
0.32,7.72,0.04,30.99,3.64
0.36,8.68,0.05,32.17,3.61
0.4,9.64,0.05,33.34,3.58
0.44,10.59,0.06,34.51,3.55
0.48,11.54,0.06,35.68,3.52
0.52,12.48,0.07,36.85,3.49
0.56,13.42,0.07,38.01,3.46
0.6,14.39,0.08,39.18,3.43
0.64,15.36,0.08,40.36,3.4
0.68,16.3,0.09,41.54,3.37
0.72,17.23,0.09,42.71,3.34
0.76,18.18,0.1,43.89,3.31
0.8,19.15,0.1,45.07,3.28
0.84,20.12,0.11,46.24,3.25
0.88,21.1,0.11,47.41,3.22
0.92,22.08,0.12,48.58,3.19
0.96,23.05,0.13,49.75,3.16
1.0,24.0,0.13,50.92,3.13
1.04,24.96,0.14,52.1,3.1
1.08,25.92,0.15,53.28,3.07
1.12,26.88,0.16,54.45,3.04
1.16,27.85,0.17,55.63,3.01
1.2,28.82,0.18,56.8,2.98
1.24,29.78,0.19,57.98,2.95
1.28,30.75,0.2,59.16,2.92
1.32,31.72,0.21,60.35,2.89
1.36,32.69,0.22,61.54,2.86
1.4,33.66,0.23,62.73,2.83
1.44,34.63,0.24,63.88,2.8
1.48,35.59,0.25,65.05,2.77
1.52,36.56,0.26,66.22,2.74
1.56,37.52,0.26,67.39,2.71
1.6,38.49,0.27,68.56,2.68
1.64,39.46,0.28,69.74,2.65
1.68,40.44,0.29,70.92,2.62
1.72,41.42,0.29,72.09,2.59
1.76,42.41,0.3,73.26,2.56
1.8,43.39,0.3,74.44,2.54
1.84,44.38,0.3,75.61,2.51
1.88,45.35,0.31,76.79,2.48
1.92,46.32,0.31,77.96,2.45
1.96,47.3,0.31,79.14,2.42
2.0,48.29,0.31,80.32,2.39
2.04,49.28,0.31,81.51,2.36
2.08,50.26,0.31,82.69,2.33
2.12,51.24,0.31,83.88,2.31
2.16,52.22,0.3,85.06,2.28
2.2,53.2,0.3,86.25,2.25
2.24,54.18,0.3,87.44,2.22
2.28,55.16,0.3,88.62,2.2
2.32,56.14,0.29,89.81,2.17
2.36,57.12,0.29,91.0,2.15
2.4,58.1,0.29,92.19,2.12
2.44,59.08,0.28,93.38,2.1
2.48,60.05,0.28,94.57,2.07
2.52,61.03,0.27,95.75,2.05
2.56,62.0,0.26,96.93,2.03
2.6,62.97,0.26,98.11,2.0
2.64,63.94,0.25,99.3,1.98
2.68,64.91,0.24,100.49,1.96
2.72,65.88,0.23,101.67,1.93
2.76,66.86,0.22,102.86,1.91
2.8,67.85,0.22,104.05,1.89
2.84,68.83,0.21,105.24,1.87
2.88,69.83,0.2,106.43,1.85
2.92,70.81,0.19,107.62,1.83
2.96,71.79,0.18,108.82,1.81
3.0,72.77,0.17,110.01,1.79
3.04,73.75,0.16,111.2,1.77
3.08,74.72,0.15,112.4,1.75
3.12,75.7,0.15,113.6,1.73
3.16,76.68,0.14,114.78,1.71
3.2,77.65,0.13,115.97,1.69
3.24,78.63,0.12,117.16,1.67
3.28,79.62,0.12,118.35,1.65
3.32,80.6,0.11,119.54,1.63
3.36,81.58,0.11,120.74,1.61
3.4,82.57,0.1,121.94,1.6
3.44,83.55,0.09,123.13,1.58
3.48,84.52,0.09,124.32,1.56
3.52,85.5,0.08,125.5,1.54
3.56,86.48,0.08,126.69,1.53
3.6,87.45,0.07,127.88,1.51
3.64,88.44,0.07,129.08,1.5
3.68,89.43,0.06,130.28,1.48
3.72,90.42,0.06,131.48,1.47
3.76,91.42,0.05,132.68,1.45
3.8,92.41,0.05,133.88,1.44
3.84,93.4,0.04,135.07,1.42
3.88,94.38,0.04,136.28,1.41
3.92,95.36,0.03,137.48,1.39
3.96,96.35,0.03,138.69,1.38
4.0,97.34,0.03,139.89,1.37
4.04,98.33,0.02,141.1,1.35
4.08,99.32,0.02,142.3,1.34
4.12,100.32,0.02,143.5,1.33
4.16,101.3,0.02,144.69,1.31
4.2,102.29,0.01,145.89,1.3
4.24,103.28,0.01,147.09,1.29
4.28,104.26,0.01,148.29,1.28
4.32,105.24,0.01,149.49,1.26
4.36,106.22,0.01,150.69,1.25
4.4,107.2,0.0,151.9,1.24
4.44,108.17,0.0,153.1,1.22
4.48,109.15,0.0,154.3,1.21
4.52,110.13,0.0,155.49,1.2
4.56,111.13,0.0,156.69,1.18
4.6,112.13,0.0,157.9,1.17
4.64,113.12,0.0,159.1,1.16
4.68,114.11,0.0,160.3,1.15
4.72,115.09,-0.01,161.51,1.13
4.76,116.08,-0.01,162.71,1.12
4.8,117.06,-0.01,163.91,1.11
4.84,118.05,-0.01,165.1,1.09
4.88,119.03,-0.01,166.3,1.08
4.92,120.01,-0.01,167.5,1.07
4.96,121.0,-0.01,168.7,1.05
5.0,121.98,-0.01,169.9,1.04
5.04,122.97,-0.01,171.1,1.03
5.08,123.96,-0.01,172.3,1.01
5.12,124.94,-0.01,173.51,1.0
5.16,125.93,-0.01,174.71,0.99
5.2,126.92,-0.01,175.9,0.97
5.24,127.9,-0.01,177.1,0.96
5.28,128.88,-0.02,178.31,0.94
5.32,129.85,-0.02,179.53,0.93
5.36,130.82,-0.02,180.73,0.91
5.4,131.8,-0.02,181.94,0.9
5.44,132.78,-0.02,183.15,0.88
5.48,133.76,-0.02,184.35,0.86
5.52,134.75,-0.02,185.55,0.85
5.56,135.73,-0.02,186.75,0.83
5.6,136.73,-0.03,187.95,0.82
5.64,137.72,-0.03,189.16,0.8
5.68,138.72,-0.03,190.37,0.79
5.72,139.71,-0.03,191.58,0.77
5.76,140.71,-0.04,192.78,0.75
5.8,141.71,-0.04,193.99,0.74
5.84,142.71,-0.04,195.19,0.72
5.88,143.72,-0.04,196.39,0.71
5.92,144.71,-0.05,197.59,0.69
5.96,145.69,-0.05,198.79,0.68
6.0,146.69,-0.05,200.01,0.66
6.04,147.68,-0.06,201.22,0.65
6.08,148.67,-0.06,202.44,0.63
6.12,149.66,-0.07,203.66,0.62
6.16,150.65,-0.07,204.87,0.6
6.2,151.64,-0.07,206.07,0.59
6.24,152.64,-0.08,207.28,0.57
6.28,153.63,-0.08,208.49,0.56
6.32,154.63,-0.08,209.7,0.55
6.36,155.61,-0.09,210.92,0.53
6.4,156.61,-0.09,212.15,0.52
6.44,157.61,-0.09,213.37,0.51
6.48,158.61,-0.1,214.58,0.5
6.52,159.61,-0.1,215.8,0.48
6.56,160.61,-0.1,217.01,0.47
6.6,161.59,-0.11,218.23,0.46
6.64,162.59,-0.11,219.44,0.45
6.68,163.58,-0.11,220.66,0.44
6.72,164.58,-0.11,221.87,0.43
6.76,165.57,-0.11,223.09,0.42
6.8,166.57,-0.11,224.31,0.41
6.84,167.58,-0.12,225.52,0.4
6.88,168.59,-0.12,226.73,0.39
6.92,169.59,-0.12,227.95,0.38
6.96,170.6,-0.12,229.18,0.37
7.0,171.61,-0.12,230.41,0.36
7.04,172.61,-0.12,231.64,0.35
7.08,173.6,-0.12,232.87,0.34
7.12,174.59,-0.12,234.09,0.33
7.16,175.57,-0.12,235.31,0.33
7.2,176.56,-0.12,236.52,0.32
7.24,177.55,-0.12,237.73,0.31
7.28,178.54,-0.12,238.95,0.3
7.32,179.54,-0.12,240.17,0.3
7.36,180.55,-0.12,241.39,0.29
7.4,181.55,-0.12,242.61,0.29
7.44,182.56,-0.12,243.85,0.28
7.48,183.57,-0.11,245.07,0.27
7.52,184.56,-0.11,246.3,0.27
7.56,185.56,-0.11,247.52,0.26
7.6,186.55,-0.11,248.75,0.26
7.64,187.54,-0.11,249.99,0.26
7.68,188.55,-0.11,251.23,0.25
7.72,189.54,-0.1,252.46,0.25
7.76,190.55,-0.1,253.69,0.24
7.8,191.55,-0.1,254.93,0.24
7.84,192.55,-0.1,256.15,0.24
7.88,193.55,-0.09,257.38,0.23
7.92,194.54,-0.09,258.61,0.23
7.96,195.53,-0.09,259.84,0.23
8.0,196.52,-0.09,261.08,0.22
