t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,22.91,4.54
0.04,0.92,0.0,24.27,4.53
0.08,1.85,0.0,25.64,4.51
0.12,2.77,0.0,27.0,4.49
0.16,3.7,0.01,28.36,4.48
0.2,4.61,0.01,29.72,4.46
0.24,5.52,0.01,31.08,4.44
0.28,6.43,0.01,32.45,4.42
0.32,7.35,0.01,33.82,4.39
0.36,8.27,0.02,35.18,4.37
0.4,9.19,0.02,36.53,4.35
0.44,10.12,0.02,37.89,4.33
0.48,11.04,0.03,39.25,4.3
0.52,11.95,0.03,40.6,4.28
0.56,12.87,0.03,41.95,4.25
0.6,13.8,0.04,43.3,4.23
0.64,14.73,0.04,44.65,4.2
0.68,15.65,0.04,46.01,4.17
0.72,16.58,0.05,47.36,4.14
0.76,17.5,0.05,48.72,4.11
0.8,18.41,0.06,50.07,4.08
0.84,19.32,0.06,51.43,4.05
0.88,20.23,0.06,52.79,4.02
0.92,21.14,0.07,54.15,3.99
0.96,22.06,0.07,55.5,3.96
1.0,22.98,0.07,56.86,3.93
1.04,23.91,0.08,58.22,3.9
1.08,24.84,0.08,59.59,3.86
1.12,25.76,0.09,60.95,3.83
1.16,26.68,0.09,62.3,3.8
1.2,27.6,0.09,63.65,3.76
1.24,28.52,0.1,65.01,3.73
1.28,29.44,0.1,66.36,3.69
1.32,30.36,0.11,67.71,3.66
1.36,31.28,0.11,69.06,3.62
1.4,32.2,0.11,70.41,3.58
1.44,33.12,0.12,71.76,3.55
1.48,34.04,0.12,73.11,3.51
1.52,34.95,0.12,74.47,3.47
1.56,35.87,0.12,75.81,3.43
1.6,36.79,0.13,77.16,3.39
1.64,37.71,0.13,78.5,3.35
1.68,38.62,0.13,79.84,3.31
1.72,39.54,0.13,81.19,3.27
1.76,40.46,0.14,82.53,3.23
1.8,41.37,0.14,83.88,3.19
1.84,42.28,0.14,85.23,3.15
1.88,43.2,0.14,86.57,3.11
1.92,44.13,0.15,87.92,3.07
1.96,45.05,0.15,89.27,3.03
2.0,45.96,0.15,90.62,2.99
2.04,46.88,0.15,91.97,2.95
2.08,47.8,0.15,93.33,2.91
2.12,48.71,0.15,94.69,2.87
2.16,49.63,0.16,96.07,2.83
2.2,50.54,0.16,97.46,2.79
2.24,51.46,0.16,98.79,2.75
2.28,52.38,0.16,100.14,2.71
2.32,53.31,0.16,101.48,2.67
2.36,54.23,0.16,102.83,2.62
2.4,55.14,0.16,104.18,2.58
2.44,56.06,0.16,105.52,2.54
2.48,56.98,0.16,106.87,2.5
2.52,57.9,0.16,108.21,2.46
2.56,58.81,0.16,109.56,2.42
2.6,59.72,0.16,110.91,2.38
2.64,60.63,0.17,112.26,2.34
2.68,61.55,0.17,113.62,2.3
2.72,62.47,0.17,114.99,2.27
2.76,63.38,0.17,116.33,2.23
2.8,64.29,0.17,117.68,2.19
2.84,65.2,0.16,119.02,2.16
2.88,66.12,0.16,120.37,2.12
2.92,67.03,0.16,121.72,2.08
2.96,67.94,0.16,123.07,2.05
3.0,68.87,0.16,124.42,2.01
3.04,69.79,0.16,125.77,1.98
3.08,70.71,0.16,127.11,1.95
3.12,71.63,0.16,128.45,1.91
3.16,72.55,0.16,129.79,1.88
3.2,73.47,0.16,131.14,1.85
3.24,74.39,0.16,132.49,1.82
3.28,75.32,0.16,133.85,1.79
3.32,76.24,0.16,135.19,1.76
3.36,77.15,0.16,136.54,1.73
3.4,78.07,0.16,137.89,1.7
3.44,78.98,0.16,139.23,1.67
3.48,79.9,0.16,140.58,1.64
3.52,80.82,0.16,141.91,1.61
3.56,81.74,0.16,143.26,1.59
3.6,82.64,0.16,144.6,1.56
3.64,83.54,0.16,145.94,1.53
3.68,84.45,0.16,147.29,1.51
3.72,85.36,0.16,148.64,1.48
3.76,86.27,0.16,149.99,1.46
3.8,87.17,0.16,151.34,1.44
3.84,88.09,0.16,152.69,1.41
3.88,89.0,0.16,154.04,1.39
3.92,89.91,0.15,155.39,1.37
3.96,90.83,0.15,156.74,1.35
4.0,91.75,0.15,158.09,1.33
4.04,92.66,0.15,159.44,1.31
4.08,93.58,0.15,160.79,1.29
4.12,94.51,0.15,162.15,1.27
4.16,95.42,0.15,163.5,1.25
4.2,96.32,0.15,164.85,1.23
4.24,97.22,0.15,166.2,1.22
4.28,98.12,0.15,167.54,1.2
4.32,99.0,0.15,168.89,1.18
4.36,99.9,0.15,170.23,1.16
4.4,100.82,0.15,171.57,1.15
4.44,101.75,0.15,172.91,1.13
4.48,102.65,0.15,174.25,1.11
4.52,103.57,0.15,175.6,1.1
4.56,104.49,0.15,176.94,1.08
4.6,105.4,0.14,178.29,1.07
4.64,106.3,0.14,179.64,1.05
4.68,107.21,0.14,180.98,1.04
4.72,108.13,0.14,182.32,1.03
4.76,109.04,0.14,183.67,1.01
4.8,109.95,0.14,185.02,1.0
4.84,110.86,0.14,186.37,0.99
4.88,111.77,0.14,187.72,0.98
4.92,112.69,0.14,189.07,0.96
4.96,113.61,0.14,190.42,0.95
5.0,114.54,0.14,191.77,0.94
5.04,115.46,0.14,193.12,0.93
5.08,116.38,0.13,194.47,0.92
5.12,117.3,0.13,195.82,0.91
5.16,118.22,0.13,197.16,0.9
5.2,119.13,0.13,198.5,0.89
