t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,8.8,3.78
0.04,1.24,0.01,10.21,3.78
0.08,2.48,0.02,11.6,3.77
0.12,3.75,0.02,12.99,3.76
0.16,4.99,0.03,14.37,3.75
0.2,6.24,0.03,15.75,3.74
0.24,7.51,0.04,17.14,3.73
0.28,8.77,0.05,18.52,3.72
0.32,10.03,0.05,19.91,3.71
0.36,11.27,0.06,21.29,3.7
0.4,12.51,0.06,22.67,3.69
0.44,13.75,0.07,24.05,3.68
0.48,14.99,0.07,25.45,3.67
0.52,16.23,0.08,26.84,3.66
0.56,17.47,0.08,28.22,3.65
0.6,18.71,0.09,29.6,3.64
0.64,19.95,0.1,30.97,3.63
0.68,21.2,0.1,32.35,3.62
0.72,22.44,0.11,33.73,3.61
0.76,23.68,0.11,35.11,3.6
0.8,24.92,0.12,36.49,3.59
0.84,26.17,0.12,37.86,3.57
0.88,27.41,0.13,39.26,3.56
0.92,28.65,0.13,40.64,3.55
0.96,29.89,0.14,42.03,3.54
1.0,31.14,0.14,43.41,3.53
1.04,32.36,0.15,44.79,3.51
1.08,33.57,0.15,46.17,3.5
1.12,34.77,0.16,47.54,3.49
1.16,36.02,0.16,48.92,3.48
1.2,37.28,0.17,50.28,3.47
1.24,38.53,0.17,51.64,3.45
1.28,39.78,0.18,53.0,3.44
1.32,41.01,0.18,54.36,3.43
1.36,42.25,0.19,55.76,3.41
1.4,43.49,0.19,57.15,3.4
1.44,44.72,0.2,58.54,3.39
1.48,45.96,0.2,59.92,3.38
1.52,47.19,0.21,61.3,3.36
1.56,48.43,0.21,62.67,3.35
1.6,49.66,0.22,64.04,3.33
1.64,50.9,0.22,65.42,3.32
1.68,52.14,0.23,66.79,3.31
1.72,53.36,0.23,68.16,3.29
1.76,54.59,0.24,69.53,3.28
1.8,55.84,0.24,70.9,3.26
1.84,57.08,0.25,72.26,3.25
1.88,58.33,0.26,73.61,3.23
1.92,59.57,0.26,75.01,3.21
1.96,60.8,0.27,76.39,3.2
2.0,62.04,0.28,77.76,3.18
2.04,63.28,0.28,79.14,3.17
2.08,64.52,0.29,80.51,3.15
2.12,65.76,0.3,81.88,3.13
2.16,67.0,0.31,83.25,3.11
2.2,68.24,0.31,84.62,3.1
2.24,69.47,0.32,85.98,3.08
2.28,70.71,0.33,87.34,3.06
2.32,71.95,0.34,88.7,3.04
2.36,73.19,0.34,90.04,3.02
2.4,74.42,0.35,91.42,3.0
2.44,75.65,0.36,92.79,2.98
2.48,76.88,0.37,94.16,2.96
2.52,78.11,0.37,95.53,2.94
2.56,79.32,0.38,96.89,2.92
2.6,80.54,0.39,98.24,2.9
2.64,81.77,0.39,99.59,2.87
2.68,83.0,0.4,100.95,2.85
2.72,84.22,0.41,102.3,2.83
2.76,85.46,0.42,103.66,2.8
2.8,86.68,0.42,105.03,2.78
2.84,87.91,0.43,106.4,2.76
2.88,89.14,0.43,107.76,2.73
2.92,90.36,0.44,109.11,2.71
2.96,91.6,0.45,110.44,2.68
3.0,92.83,0.45,111.78,2.66
3.04,94.06,0.46,113.11,2.63
3.08,95.3,0.46,114.46,2.61
3.12,96.53,0.47,115.81,2.58
3.16,97.76,0.47,117.16,2.56
3.2,99.0,0.48,118.51,2.53
3.24,100.24,0.48,119.85,2.51
3.28,101.47,0.49,121.19,2.48
3.32,102.7,0.49,122.54,2.45
3.36,103.93,0.5,123.89,2.43
3.4,105.16,0.5,125.24,2.4
3.44,106.39,0.51,126.59,2.37
3.48,107.62,0.51,127.93,2.35
3.52,108.84,0.52,129.26,2.32
3.56,110.07,0.52,130.6,2.29
3.6,111.3,0.52,131.95,2.27
3.64,112.53,0.52,133.29,2.24
3.68,113.77,0.52,134.64,2.21
3.72,114.99,0.53,135.97,2.19
3.76,116.21,0.53,137.3,2.16
3.8,117.44,0.53,138.63,2.13
3.84,118.67,0.53,139.98,2.11
