t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,24.59,4.15
0.04,0.94,0.0,25.62,4.14
0.08,1.86,0.0,26.65,4.13
0.12,2.8,0.0,27.68,4.13
0.16,3.74,0.0,28.71,4.12
0.2,4.67,-0.01,29.73,4.11
0.24,5.61,-0.01,30.74,4.1
0.28,6.55,-0.01,31.77,4.09
0.32,7.5,-0.01,32.81,4.08
0.36,8.45,-0.01,33.86,4.08
0.4,9.39,-0.01,34.9,4.07
0.44,10.34,-0.01,35.94,4.06
0.48,11.28,-0.02,36.98,4.05
0.52,12.22,-0.02,38.02,4.04
0.56,13.17,-0.02,39.05,4.03
0.6,14.11,-0.02,40.06,4.02
0.64,15.05,-0.02,41.08,4.01
0.68,15.99,-0.02,42.11,4.0
0.72,16.94,-0.03,43.14,3.99
0.76,17.88,-0.03,44.17,3.98
0.8,18.81,-0.03,45.2,3.96
0.84,19.74,-0.03,46.24,3.95
0.88,20.69,-0.03,47.29,3.93
0.92,21.64,-0.03,48.33,3.91
0.96,22.57,-0.03,49.35,3.9
1.0,23.51,-0.04,50.38,3.88
1.04,24.45,-0.04,51.42,3.86
1.08,25.4,-0.04,52.46,3.84
1.12,26.34,-0.04,53.5,3.81
1.16,27.28,-0.04,54.53,3.79
1.2,28.22,-0.04,55.55,3.76
1.24,29.16,-0.04,56.57,3.74
1.28,30.09,-0.04,57.57,3.71
1.32,31.03,-0.04,58.59,3.68
1.36,31.97,-0.04,59.61,3.65
1.4,32.91,-0.04,60.64,3.62
1.44,33.86,-0.04,61.67,3.58
1.48,34.81,-0.04,62.71,3.55
1.52,35.76,-0.04,63.75,3.51
1.56,36.71,-0.03,64.8,3.47
1.6,37.65,-0.03,65.82,3.43
1.64,38.59,-0.03,66.85,3.39
1.68,39.53,-0.03,67.89,3.35
1.72,40.47,-0.03,68.94,3.31
1.76,41.43,-0.03,69.98,3.26
1.8,42.38,-0.03,71.02,3.22
1.84,43.33,-0.03,72.06,3.18
1.88,44.28,-0.02,73.09,3.13
1.92,45.22,-0.02,74.12,3.08
1.96,46.17,-0.02,75.16,3.03
2.0,47.13,-0.02,76.2,2.99
2.04,48.08,-0.02,77.23,2.94
2.08,49.04,-0.02,78.27,2.89
2.12,49.97,-0.02,79.28,2.84
2.16,50.91,-0.02,80.3,2.79
2.2,51.85,-0.02,81.32,2.74
2.24,52.8,-0.02,82.36,2.69
2.28,53.75,-0.02,83.4,2.64
2.32,54.69,-0.02,84.44,2.59
2.36,55.62,-0.02,85.47,2.54
2.4,56.56,-0.02,86.5,2.49
2.44,57.51,-0.02,87.53,2.43
2.48,58.45,-0.02,88.55,2.38
2.52,59.4,-0.02,89.59,2.33
2.56,60.34,-0.02,90.61,2.28
2.6,61.28,-0.02,91.65,2.24
2.64,62.24,-0.02,92.7,2.19
2.68,63.18,-0.02,93.73,2.14
2.72,64.12,-0.02,94.76,2.09
2.76,65.06,-0.02,95.8,2.04
2.8,66.01,-0.02,96.84,2.0
2.84,66.96,-0.02,97.87,1.95
2.88,67.89,-0.02,98.9,1.91
2.92,68.83,-0.02,99.92,1.86
2.96,69.76,-0.02,100.95,1.82
3.0,70.7,-0.02,101.98,1.78
3.04,71.64,-0.02,103.02,1.73
3.08,72.58,-0.02,104.05,1.69
3.12,73.54,-0.02,105.09,1.65
3.16,74.5,-0.02,106.13,1.61
3.2,75.44,-0.02,107.17,1.57
3.24,76.39,-0.02,108.2,1.54
3.28,77.34,-0.02,109.23,1.5
3.32,78.31,-0.02,110.28,1.46
3.36,79.23,-0.02,111.29,1.43
3.4,80.16,-0.02,112.32,1.39
3.44,81.1,-0.02,113.37,1.36
3.48,82.04,-0.02,114.41,1.33
3.52,82.98,-0.02,115.45,1.3
3.56,83.93,-0.02,116.49,1.27
3.6,84.87,-0.02,117.52,1.24
3.64,85.81,-0.02,118.55,1.21
3.68,86.76,-0.02,119.59,1.18
3.72,87.7,-0.03,120.62,1.16
3.76,88.65,-0.03,121.65,1.14
3.8,89.59,-0.03,122.68,1.11
3.84,90.54,-0.03,123.71,1.09
3.88,91.49,-0.03,124.76,1.07
3.92,92.46,-0.03,125.82,1.05
3.96,93.42,-0.03,126.86,1.03
4.0,94.36,-0.04,127.88,1.01
4.04,95.3,-0.04,128.92,0.99
4.08,96.25,-0.04,129.96,0.97
4.12,97.21,-0.04,131.0,0.95
4.16,98.17,-0.04,132.05,0.94
4.2,99.11,-0.04,133.09,0.92
4.24,100.04,-0.04,134.13,0.91
4.28,100.97,-0.05,135.16,0.9
4.32,101.91,-0.05,136.18,0.88
4.36,102.84,-0.05,137.21,0.87
4.4,103.77,-0.05,138.24,0.86
4.44,104.71,-0.06,139.27,0.85
4.48,105.65,-0.06,140.3,0.84
4.52,106.6,-0.06,141.33,0.83
4.56,107.54,-0.06,142.35,0.82
4.6,108.49,-0.07,143.39,0.82
4.64,109.43,-0.07,144.42,0.81
4.68,110.37,-0.07,145.45,0.8
4.72,111.34,-0.07,146.49,0.8
4.76,112.31,-0.08,147.52,0.79
4.8,113.29,-0.08,148.55,0.79
4.84,114.25,-0.08,149.59,0.79
4.88,115.2,-0.08,150.62,0.79
4.92,116.15,-0.09,151.66,0.78
