t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,10.4,3.96
0.04,0.89,0.01,11.8,3.93
0.08,1.8,0.01,13.21,3.9
0.12,2.71,0.01,14.61,3.88
0.16,3.63,0.01,16.03,3.85
0.2,4.55,0.01,17.44,3.82
0.24,5.48,0.01,18.86,3.8
0.28,6.4,0.02,20.27,3.77
0.32,7.33,0.02,21.69,3.74
0.36,8.25,0.02,23.11,3.72
0.4,9.18,0.02,24.53,3.69
0.44,10.1,0.02,25.94,3.66
0.48,11.02,0.02,27.36,3.63
0.52,11.93,0.01,28.77,3.6
0.56,12.85,0.01,30.18,3.58
0.6,13.77,0.01,31.59,3.55
0.64,14.69,0.01,33.0,3.52
0.68,15.62,0.01,34.41,3.49
0.72,16.54,0.01,35.83,3.46
0.76,17.46,0.01,37.25,3.43
0.8,18.38,0.01,38.66,3.4
0.84,19.29,0.0,40.08,3.36
0.88,20.21,0.0,41.49,3.33
0.92,21.14,0.0,42.91,3.3
0.96,22.07,0.0,44.32,3.27
1.0,22.99,0.0,45.73,3.24
1.04,23.9,0.0,47.14,3.2
1.08,24.82,0.0,48.55,3.17
1.12,25.74,-0.01,49.95,3.14
1.16,26.67,-0.01,51.36,3.1
1.2,27.59,-0.01,52.77,3.07
1.24,28.51,-0.01,54.18,3.03
1.28,29.42,-0.01,55.59,3.0
1.32,30.33,-0.01,57.0,2.96
1.36,31.25,-0.02,58.42,2.92
1.4,32.18,-0.02,59.83,2.89
1.44,33.09,-0.02,61.23,2.85
1.48,34.01,-0.02,62.64,2.81
1.52,34.94,-0.03,64.03,2.77
1.56,35.86,-0.03,65.43,2.74
1.6,36.78,-0.03,66.82,2.7
1.64,37.69,-0.03,68.21,2.66
1.68,38.61,-0.04,69.61,2.62
1.72,39.53,-0.04,71.0,2.58
1.76,40.44,-0.04,72.41,2.54
1.8,41.36,-0.05,73.81,2.5
1.84,42.27,-0.05,75.22,2.46
1.88,43.19,-0.05,76.61,2.42
1.92,44.11,-0.06,78.0,2.38
1.96,45.03,-0.06,79.4,2.34
2.0,45.95,-0.06,80.8,2.29
2.04,46.87,-0.07,82.2,2.25
2.08,47.79,-0.07,83.6,2.21
2.12,48.7,-0.07,85.01,2.17
2.16,49.61,-0.08,86.4,2.13
2.2,50.51,-0.08,87.79,2.08
2.24,51.42,-0.08,89.19,2.04
2.28,52.33,-0.09,90.58,2.0
2.32,53.25,-0.09,91.98,1.95
