t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,13.47,3.94
0.04,1.11,0.0,14.95,3.92
0.08,2.22,0.0,16.43,3.9
0.12,3.33,0.01,17.91,3.88
0.16,4.44,0.01,19.39,3.86
0.2,5.55,0.02,20.87,3.85
0.24,6.66,0.02,22.35,3.83
0.28,7.78,0.02,23.83,3.81
0.32,8.89,0.03,25.31,3.79
0.36,10.0,0.03,26.78,3.77
0.4,11.11,0.04,28.26,3.74
0.44,12.22,0.04,29.74,3.72
0.48,13.33,0.05,31.22,3.7
0.52,14.44,0.05,32.7,3.68
0.56,15.55,0.06,34.18,3.66
0.6,16.66,0.06,35.65,3.64
0.64,17.76,0.06,37.12,3.62
0.68,18.87,0.07,38.58,3.59
0.72,19.97,0.07,40.05,3.57
0.76,21.08,0.07,41.55,3.55
0.8,22.2,0.07,43.05,3.52
0.84,23.3,0.08,44.54,3.5
0.88,24.42,0.08,46.02,3.47
0.92,25.52,0.08,47.52,3.45
0.96,26.63,0.08,49.0,3.42
1.0,27.73,0.08,50.48,3.4
1.04,28.84,0.08,51.94,3.37
1.08,29.95,0.08,53.42,3.35
1.12,31.05,0.08,54.91,3.32
1.16,32.16,0.08,56.39,3.3
1.2,33.27,0.08,57.87,3.27
1.24,34.38,0.08,59.35,3.24
1.28,35.49,0.08,60.85,3.22
1.32,36.6,0.08,62.34,3.19
1.36,37.71,0.08,63.83,3.16
1.4,38.82,0.08,65.31,3.14
1.44,39.93,0.07,66.79,3.11
1.48,41.04,0.07,68.25,3.08
1.52,42.15,0.07,69.72,3.05
1.56,43.26,0.07,71.2,3.02
1.6,44.36,0.06,72.67,3.0
1.64,45.47,0.06,74.15,2.97
1.68,46.57,0.06,75.62,2.94
1.72,47.67,0.05,77.1,2.91
1.76,48.78,0.05,78.58,2.88
1.8,49.89,0.05,80.07,2.85
1.84,51.0,0.05,81.55,2.82
1.88,52.1,0.04,83.03,2.79
1.92,53.2,0.04,84.51,2.75
1.96,54.31,0.04,86.0,2.72
2.0,55.41,0.03,87.47,2.69
2.04,56.51,0.03,88.94,2.66
2.08,57.62,0.03,90.4,2.63
2.12,58.72,0.03,91.85,2.59
2.16,59.82,0.02,93.33,2.56
2.2,60.93,0.02,94.82,2.52
2.24,62.03,0.02,96.3,2.49
2.28,63.13,0.01,97.77,2.45
2.32,64.23,0.01,99.25,2.42
2.36,65.34,0.01,100.72,2.38
2.4,66.44,0.0,102.19,2.35
2.44,67.55,0.0,103.64,2.31
2.48,68.65,-0.01,105.09,2.27
2.52,69.75,-0.01,106.57,2.24
2.56,70.84,-0.02,108.02,2.2
