t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,11.38,4.22
0.04,0.98,0.0,12.43,4.21
0.08,1.95,0.0,13.47,4.2
0.12,2.92,0.0,14.51,4.19
0.16,3.9,0.0,15.56,4.18
0.2,4.86,0.0,16.6,4.17
0.24,5.83,0.0,17.64,4.16
0.28,6.8,0.0,18.68,4.15
0.32,7.79,0.0,19.72,4.14
0.36,8.78,0.0,20.77,4.13
0.4,9.76,0.0,21.8,4.12
0.44,10.74,0.0,22.84,4.11
0.48,11.7,0.0,23.87,4.09
0.52,12.66,0.0,24.91,4.08
0.56,13.63,0.0,25.94,4.07
0.6,14.6,0.0,26.98,4.06
0.64,15.57,0.0,28.02,4.04
0.68,16.52,0.0,29.06,4.03
0.72,17.48,0.0,30.1,4.01
0.76,18.46,-0.01,31.15,4.0
0.8,19.43,-0.01,32.19,3.99
0.84,20.41,-0.01,33.23,3.97
0.88,21.39,-0.01,34.27,3.95
0.92,22.36,-0.01,35.31,3.94
0.96,23.33,-0.01,36.35,3.92
1.0,24.3,-0.01,37.39,3.91
1.04,25.27,-0.02,38.41,3.89
1.08,26.23,-0.02,39.44,3.87
1.12,27.2,-0.02,40.47,3.85
1.16,28.16,-0.02,41.5,3.84
1.2,29.13,-0.02,42.53,3.82
1.24,30.1,-0.03,43.57,3.8
1.28,31.07,-0.03,44.61,3.78
1.32,32.04,-0.03,45.64,3.76
1.36,33.0,-0.03,46.66,3.74
1.4,33.96,-0.03,47.7,3.72
1.44,34.94,-0.04,48.73,3.7
1.48,35.91,-0.04,49.77,3.68
1.52,36.88,-0.04,50.82,3.65
1.56,37.85,-0.05,51.86,3.63
1.6,38.82,-0.05,52.9,3.61
1.64,39.8,-0.05,53.94,3.58
1.68,40.76,-0.06,54.97,3.56
1.72,41.73,-0.06,56.0,3.53
1.76,42.68,-0.06,57.03,3.51
1.8,43.63,-0.07,58.05,3.48
1.84,44.59,-0.07,59.08,3.46
1.88,45.55,-0.08,60.11,3.43
1.92,46.51,-0.08,61.14,3.4
1.96,47.47,-0.08,62.17,3.37
2.0,48.44,-0.09,63.2,3.34
2.04,49.39,-0.09,64.22,3.32
2.08,50.35,-0.09,65.25,3.29
2.12,51.3,-0.1,66.28,3.26
2.16,52.26,-0.1,67.31,3.23
2.2,53.21,-0.1,68.34,3.2
2.24,54.16,-0.11,69.38,3.17
2.28,55.12,-0.11,70.41,3.14
2.32,56.08,-0.11,71.45,3.11
2.36,57.05,-0.11,72.5,3.08
2.4,58.01,-0.12,73.53,3.06
2.44,58.97,-0.12,74.56,3.03
2.48,59.93,-0.12,75.6,3.0
2.52,60.89,-0.12,76.64,2.96
2.56,61.85,-0.13,77.69,2.93
2.6,62.81,-0.13,78.74,2.9
2.64,63.78,-0.13,79.8,2.87
2.68,64.74,-0.13,80.84,2.84
2.72,65.7,-0.13,81.89,2.81
2.76,66.65,-0.13,82.93,2.78
2.8,67.6,-0.14,83.96,2.74
2.84,68.57,-0.14,85.01,2.71
2.88,69.54,-0.14,86.06,2.68
2.92,70.49,-0.14,87.11,2.65
2.96,71.45,-0.14,88.15,2.61
3.0,72.41,-0.14,89.2,2.58
3.04,73.37,-0.14,90.25,2.54
3.08,74.34,-0.15,91.3,2.51
3.12,75.3,-0.15,92.35,2.48
3.16,76.26,-0.15,93.42,2.44
3.2,77.21,-0.15,94.48,2.41
3.24,78.17,-0.15,95.54,2.37
3.28,79.13,-0.15,96.59,2.34
3.32,80.09,-0.15,97.65,2.3
3.36,81.06,-0.15,98.72,2.27
3.4,82.02,-0.15,99.78,2.24
3.44,82.98,-0.15,100.83,2.2
3.48,83.94,-0.15,101.88,2.17
3.52,84.9,-0.15,102.93,2.14
3.56,85.85,-0.14,103.98,2.1
3.6,86.81,-0.14,105.04,2.07
3.64,87.76,-0.14,106.1,2.04
3.68,88.72,-0.14,107.16,2.0
3.72,89.69,-0.14,108.23,1.97
3.76,90.65,-0.14,109.29,1.94
3.8,91.6,-0.14,110.36,1.9
3.84,92.56,-0.14,111.42,1.87
3.88,93.52,-0.14,112.48,1.84
3.92,94.47,-0.13,113.55,1.81
3.96,95.43,-0.13,114.61,1.77
4.0,96.39,-0.13,115.68,1.74
4.04,97.34,-0.13,116.74,1.71
4.08,98.3,-0.13,117.81,1.68
4.12,99.26,-0.13,118.88,1.65
4.16,100.22,-0.13,119.95,1.62
4.2,101.18,-0.13,121.02,1.59
4.24,102.15,-0.13,122.1,1.56
4.28,103.12,-0.13,123.17,1.53
4.32,104.08,-0.13,124.25,1.5
4.36,105.04,-0.13,125.32,1.47
4.4,106.0,-0.13,126.39,1.44
4.44,106.95,-0.13,127.47,1.41
4.48,107.91,-0.13,128.55,1.38
4.52,108.87,-0.13,129.62,1.35
4.56,109.83,-0.13,130.7,1.32
4.6,110.8,-0.13,131.78,1.3
4.64,111.75,-0.13,132.85,1.27
4.68,112.71,-0.13,133.92,1.24
4.72,113.66,-0.13,134.98,1.22
4.76,114.61,-0.12,136.05,1.19
4.8,115.57,-0.12,137.12,1.16
4.84,116.52,-0.12,138.2,1.14
4.88,117.48,-0.12,139.28,1.11
4.92,118.44,-0.12,140.37,1.09
4.96,119.4,-0.12,141.45,1.07
5.0,120.36,-0.12,142.53,1.04
