t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,16.15,4.09
0.04,1.2,0.0,17.51,4.07
0.08,2.39,0.0,18.87,4.06
0.12,3.59,-0.01,20.25,4.05
0.16,4.79,-0.01,21.63,4.03
0.2,5.99,-0.01,23.0,4.02
0.24,7.2,-0.01,24.38,4.0
0.28,8.41,-0.02,25.75,3.98
0.32,9.61,-0.02,27.12,3.96
0.36,10.82,-0.02,28.48,3.94
0.4,12.02,-0.03,29.86,3.92
0.44,13.23,-0.03,31.23,3.89
0.48,14.43,-0.03,32.6,3.87
0.52,15.63,-0.04,33.97,3.84
0.56,16.83,-0.04,35.34,3.82
0.6,18.03,-0.05,36.7,3.79
0.64,19.22,-0.05,38.07,3.76
0.68,20.43,-0.06,39.44,3.73
0.72,21.63,-0.06,40.81,3.7
0.76,22.84,-0.07,42.18,3.67
0.8,24.05,-0.07,43.55,3.64
0.84,25.25,-0.08,44.93,3.6
0.88,26.46,-0.08,46.3,3.57
0.92,27.67,-0.09,47.66,3.53
0.96,28.87,-0.09,49.03,3.5
1.0,30.08,-0.1,50.4,3.46
1.04,31.27,-0.1,51.77,3.42
1.08,32.47,-0.11,53.13,3.38
1.12,33.67,-0.11,54.5,3.35
1.16,34.87,-0.12,55.87,3.31
1.2,36.06,-0.13,57.23,3.26
1.24,37.27,-0.13,58.6,3.22
1.28,38.47,-0.14,59.97,3.18
1.32,39.68,-0.14,61.34,3.14
1.36,40.88,-0.15,62.72,3.09
1.4,42.09,-0.15,64.09,3.05
1.44,43.3,-0.16,65.47,3.0
1.48,44.51,-0.17,66.84,2.96
1.52,45.72,-0.17,68.21,2.91
1.56,46.93,-0.18,69.58,2.86
1.6,48.14,-0.18,70.96,2.81
1.64,49.35,-0.19,72.33,2.76
1.68,50.57,-0.2,73.7,2.71
1.72,51.78,-0.2,75.07,2.66
1.76,52.99,-0.21,76.42,2.61
1.8,54.2,-0.21,77.79,2.56
1.84,55.4,-0.22,79.15,2.51
1.88,56.61,-0.22,80.51,2.45
1.92,57.82,-0.23,81.9,2.4
1.96,59.02,-0.23,83.29,2.35
2.0,60.23,-0.23,84.66,2.29
2.04,61.43,-0.24,86.02,2.24
2.08,62.64,-0.24,87.36,2.19
2.12,63.84,-0.24,88.75,2.13
2.16,65.05,-0.25,90.13,2.08
2.2,66.26,-0.25,91.52,2.03
2.24,67.47,-0.25,92.9,1.97
2.28,68.69,-0.26,94.29,1.92
2.32,69.9,-0.26,95.66,1.87
2.36,71.11,-0.26,97.0,1.82
2.4,72.32,-0.26,98.38,1.77
2.44,73.54,-0.27,99.74,1.72
2.48,74.75,-0.27,101.14,1.67
2.52,75.97,-0.27,102.52,1.63
2.56,77.18,-0.27,103.9,1.58
2.6,78.4,-0.28,105.28,1.53
2.64,79.62,-0.28,106.66,1.49
2.68,80.84,-0.28,108.03,1.45
2.72,82.07,-0.28,109.42,1.41
2.76,83.3,-0.28,110.81,1.37
2.8,84.53,-0.28,112.2,1.33
2.84,85.76,-0.28,113.59,1.29
2.88,86.98,-0.29,114.96,1.25
2.92,88.2,-0.29,116.33,1.21
2.96,89.42,-0.29,117.7,1.18
3.0,90.64,-0.28,119.08,1.15
3.04,91.85,-0.28,120.45,1.11
3.08,93.07,-0.28,121.82,1.08
3.12,94.28,-0.28,123.19,1.05
3.16,95.5,-0.28,124.57,1.02
3.2,96.72,-0.27,125.93,1.0
3.24,97.95,-0.27,127.32,0.97
3.28,99.17,-0.27,128.71,0.94
3.32,100.39,-0.27,130.09,0.92
3.36,101.61,-0.26,131.46,0.9
3.4,102.83,-0.26,132.84,0.87
3.44,104.05,-0.26,134.2,0.85
3.48,105.27,-0.25,135.58,0.83
3.52,106.5,-0.25,136.97,0.81
3.56,107.72,-0.25,138.35,0.8
3.6,108.96,-0.24,139.73,0.78
3.64,110.19,-0.24,141.12,0.77
3.68,111.42,-0.23,142.5,0.75
3.72,112.65,-0.23,143.9,0.74
3.76,113.88,-0.23,145.3,0.73
3.8,115.11,-0.22,146.7,0.71
3.84,116.34,-0.22,148.09,0.7
3.88,117.56,-0.22,149.48,0.69
3.92,118.78,-0.21,150.86,0.69
3.96,120.01,-0.21,152.24,0.68
4.0,121.24,-0.21,153.63,0.67
4.04,122.47,-0.21,155.02,0.67
4.08,123.69,-0.21,156.42,0.66
4.12,124.93,-0.2,157.82,0.66
4.16,126.16,-0.2,159.22,0.65
4.2,127.39,-0.2,160.62,0.65
4.24,128.62,-0.2,162.01,0.65
4.28,129.85,-0.19,163.41,0.65
4.32,131.08,-0.19,164.8,0.64
