t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,-89.47,3.75
0.04,0.9,0.01,-88.06,3.76
0.08,1.81,0.03,-86.64,3.76
0.12,2.73,0.04,-85.23,3.77
0.16,3.63,0.05,-83.81,3.77
0.2,4.55,0.07,-82.4,3.77
0.24,5.47,0.08,-80.98,3.78
0.28,6.38,0.1,-79.57,3.78
0.32,7.28,0.11,-78.16,3.78
0.36,8.18,0.12,-76.75,3.79
0.4,9.08,0.14,-75.33,3.79
0.44,9.98,0.15,-73.9,3.79
0.48,10.88,0.17,-72.48,3.79
0.52,11.79,0.18,-71.06,3.8
0.56,12.71,0.19,-69.64,3.8
0.6,13.63,0.2,-68.23,3.8
0.64,14.54,0.22,-66.82,3.8
0.68,15.46,0.23,-65.4,3.8
0.72,16.38,0.24,-63.99,3.81
0.76,17.27,0.25,-62.58,3.81
0.8,18.17,0.26,-61.16,3.81
0.84,19.07,0.27,-59.74,3.81
0.88,19.97,0.28,-58.34,3.81
0.92,20.88,0.28,-56.92,3.81
0.96,21.79,0.29,-55.51,3.81
1.0,22.7,0.3,-54.09,3.82
1.04,23.61,0.31,-52.68,3.82
1.08,24.52,0.31,-51.26,3.82
1.12,25.42,0.32,-49.85,3.82
1.16,26.33,0.33,-48.44,3.82
1.2,27.24,0.34,-47.03,3.83
1.24,28.15,0.34,-45.62,3.83
1.28,29.05,0.35,-44.21,3.83
1.32,29.95,0.36,-42.8,3.84
1.36,30.85,0.36,-41.38,3.84
1.4,31.75,0.37,-39.97,3.84
1.44,32.65,0.37,-38.55,3.85
1.48,33.56,0.37,-37.14,3.85
1.52,34.47,0.38,-35.72,3.85
1.56,35.38,0.38,-34.31,3.86
1.6,36.3,0.38,-32.89,3.86
1.64,37.2,0.39,-31.48,3.87
1.68,38.11,0.39,-30.07,3.87
1.72,39.0,0.39,-28.65,3.87
1.76,39.9,0.39,-27.27,3.88
1.8,40.81,0.4,-25.88,3.88
1.84,41.7,0.4,-24.48,3.89
1.88,42.61,0.4,-23.07,3.89
1.92,43.51,0.4,-21.67,3.9
1.96,44.42,0.4,-20.25,3.9
2.0,45.33,0.4,-18.85,3.91
2.04,46.24,0.41,-17.44,3.91
2.08,47.14,0.41,-16.05,3.92
2.12,48.05,0.41,-14.64,3.92
2.16,48.95,0.41,-13.24,3.93
2.2,49.86,0.42,-11.84,3.93
2.24,50.77,0.42,-10.43,3.94
2.28,51.67,0.42,-9.03,3.94
2.32,52.57,0.43,-7.63,3.95
2.36,53.46,0.43,-6.22,3.95
2.4,54.35,0.43,-4.82,3.96
2.44,55.25,0.43,-3.41,3.96
2.48,56.16,0.44,-2.0,3.97
2.52,57.06,0.44,-0.6,3.97
2.56,57.96,0.44,0.8,3.98
2.6,58.86,0.44,2.2,3.98
2.64,59.77,0.44,3.6,3.99
2.68,60.67,0.44,4.99,3.99
2.72,61.58,0.44,6.39,4.0
2.76,62.48,0.45,7.79,4.0
2.8,63.39,0.45,9.19,4.01
2.84,64.3,0.45,10.59,4.01
2.88,65.2,0.45,11.99,4.02
2.92,66.1,0.45,13.4,4.02
2.96,67.01,0.46,14.79,4.03
3.0,67.92,0.46,16.19,4.03
3.04,68.81,0.46,17.58,4.04
3.08,69.72,0.46,18.98,4.05
3.12,70.62,0.47,20.38,4.05
3.16,71.52,0.47,21.78,4.06
3.2,72.42,0.47,23.19,4.06
3.24,73.32,0.47,24.59,4.07
3.28,74.22,0.47,25.99,4.08
3.32,75.12,0.48,27.39,4.08
3.36,76.02,0.48,28.78,4.09
3.4,76.93,0.48,30.18,4.1
3.44,77.83,0.48,31.58,4.1
3.48,78.73,0.49,32.99,4.11
3.52,79.63,0.49,34.39,4.11
3.56,80.54,0.49,35.79,4.12
3.6,81.44,0.49,37.18,4.13
3.64,82.34,0.5,38.57,4.13
3.68,83.24,0.5,39.96,4.14
3.72,84.15,0.5,41.36,4.14
3.76,85.05,0.51,42.75,4.15
3.8,85.95,0.51,44.14,4.16
3.84,86.85,0.51,45.54,4.16
3.88,87.76,0.52,46.94,4.17
3.92,88.66,0.52,48.33,4.17
3.96,89.57,0.52,49.73,4.18
4.0,90.48,0.52,51.13,4.18
4.04,91.39,0.53,52.53,4.19
4.08,92.29,0.53,53.93,4.19
4.12,93.19,0.53,55.32,4.2
4.16,94.08,0.53,56.71,4.2
4.2,94.98,0.53,58.1,4.2
4.24,95.88,0.53,59.48,4.21
4.28,96.78,0.54,60.87,4.21
4.32,97.69,0.54,62.26,4.22
4.36,98.58,0.54,63.64,4.22
4.4,99.48,0.54,65.03,4.23
4.44,100.37,0.54,66.42,4.23
