t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,17.72,3.93
0.04,1.15,0.0,18.96,3.92
0.08,2.3,0.0,20.21,3.91
0.12,3.45,0.01,21.45,3.89
0.16,4.6,0.01,22.7,3.88
0.2,5.75,0.01,23.94,3.87
0.24,6.89,0.02,25.18,3.85
0.28,8.04,0.02,26.42,3.84
0.32,9.18,0.02,27.67,3.82
0.36,10.32,0.02,28.91,3.8
0.4,11.47,0.03,30.16,3.79
0.44,12.61,0.03,31.4,3.77
0.48,13.75,0.03,32.64,3.75
0.52,14.9,0.03,33.89,3.74
0.56,16.05,0.03,35.14,3.72
0.6,17.19,0.03,36.39,3.7
0.64,18.34,0.04,37.64,3.68
0.68,19.48,0.04,38.88,3.66
0.72,20.63,0.04,40.13,3.63
0.76,21.77,0.04,41.38,3.61
0.8,22.9,0.04,42.62,3.59
0.84,24.03,0.04,43.87,3.57
0.88,25.16,0.04,45.12,3.54
0.92,26.29,0.05,46.37,3.52
0.96,27.43,0.05,47.62,3.49
1.0,28.57,0.05,48.87,3.47
1.04,29.71,0.05,50.13,3.44
1.08,30.85,0.05,51.38,3.41
1.12,31.99,0.06,52.64,3.39
1.16,33.13,0.06,53.89,3.36
1.2,34.28,0.06,55.14,3.33
1.24,35.42,0.06,56.38,3.3
1.28,36.55,0.06,57.62,3.27
1.32,37.68,0.07,58.86,3.24
1.36,38.81,0.07,60.1,3.21
1.4,39.94,0.07,61.34,3.18
1.44,41.07,0.08,62.58,3.15
1.48,42.2,0.08,63.83,3.12
1.52,43.33,0.08,65.07,3.09
1.56,44.46,0.09,66.32,3.06
1.6,45.59,0.09,67.57,3.03
1.64,46.73,0.09,68.81,3.0
1.68,47.87,0.1,70.07,2.97
1.72,49.0,0.1,71.32,2.93
1.76,50.14,0.11,72.56,2.9
1.8,51.28,0.11,73.8,2.87
1.84,52.41,0.11,75.04,2.84
1.88,53.55,0.12,76.28,2.81
1.92,54.67,0.12,77.53,2.78
1.96,55.8,0.13,78.77,2.75
2.0,56.94,0.13,80.02,2.71
2.04,58.06,0.13,81.26,2.68
2.08,59.18,0.14,82.5,2.65
2.12,60.3,0.14,83.74,2.62
2.16,61.43,0.15,84.99,2.58
2.2,62.56,0.15,86.24,2.55
2.24,63.7,0.16,87.5,2.52
2.28,64.83,0.16,88.75,2.48
2.32,65.96,0.17,90.01,2.45
2.36,67.09,0.17,91.26,2.41
2.4,68.23,0.18,92.51,2.38
2.44,69.37,0.19,93.76,2.35
2.48,70.5,0.19,95.02,2.31
2.52,71.63,0.2,96.27,2.28
2.56,72.75,0.2,97.53,2.24
2.6,73.88,0.21,98.78,2.21
2.64,75.01,0.21,100.02,2.18
2.68,76.14,0.22,101.26,2.14
2.72,77.27,0.23,102.5,2.11
2.76,78.4,0.23,103.74,2.08
2.8,79.53,0.24,104.97,2.05
2.84,80.66,0.24,106.21,2.01
2.88,81.78,0.25,107.44,1.98
2.92,82.91,0.26,108.68,1.95
2.96,84.03,0.26,109.91,1.92
3.0,85.16,0.27,111.15,1.88
3.04,86.28,0.28,112.38,1.85
3.08,87.41,0.28,113.62,1.82
3.12,88.53,0.29,114.86,1.79
3.16,89.66,0.29,116.13,1.75
3.2,90.79,0.3,117.37,1.72
3.24,91.92,0.3,118.63,1.69
3.28,93.04,0.31,119.89,1.66
3.32,94.17,0.31,121.18,1.63
3.36,95.3,0.32,122.46,1.6
3.4,96.43,0.32,123.74,1.57
3.44,97.57,0.32,125.0,1.53
3.48,98.71,0.33,126.27,1.5
3.52,99.84,0.33,127.53,1.47
3.56,100.98,0.33,128.79,1.44
3.6,102.11,0.33,130.05,1.41
3.64,103.24,0.33,131.31,1.38
3.68,104.37,0.34,132.58,1.35
3.72,105.5,0.34,133.83,1.32
3.76,106.63,0.34,135.09,1.29
3.8,107.75,0.34,136.35,1.26
3.84,108.87,0.34,137.63,1.23
3.88,110.0,0.34,138.91,1.2
3.92,111.14,0.34,140.18,1.17
3.96,112.27,0.34,141.46,1.13
4.0,113.41,0.33,142.72,1.1
