t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,7.8,3.9
0.04,0.95,0.01,9.15,3.89
0.08,1.91,0.01,10.51,3.89
0.12,2.87,0.01,11.88,3.89
0.16,3.83,0.01,13.24,3.89
0.2,4.78,0.01,14.6,3.89
0.24,5.74,0.02,15.95,3.88
0.28,6.7,0.02,17.3,3.88
0.32,7.65,0.02,18.66,3.87
0.36,8.61,0.03,20.01,3.86
0.4,9.56,0.03,21.37,3.86
0.44,10.51,0.03,22.73,3.85
0.48,11.47,0.03,24.08,3.84
0.52,12.43,0.04,25.44,3.83
0.56,13.39,0.04,26.8,3.82
0.6,14.35,0.04,28.17,3.8
0.64,15.3,0.05,29.53,3.79
0.68,16.24,0.05,30.89,3.77
0.72,17.2,0.05,32.25,3.76
0.76,18.16,0.05,33.61,3.74
0.8,19.12,0.06,34.96,3.72
0.84,20.08,0.06,36.32,3.7
0.88,21.05,0.06,37.68,3.68
0.92,22.01,0.07,39.03,3.65
0.96,22.97,0.07,40.38,3.63
1.0,23.93,0.07,41.72,3.61
1.04,24.88,0.08,43.07,3.58
1.08,25.83,0.08,44.41,3.55
1.12,26.78,0.08,45.77,3.52
1.16,27.74,0.09,47.12,3.49
1.2,28.7,0.09,48.47,3.46
1.24,29.66,0.09,49.83,3.42
1.28,30.61,0.09,51.18,3.39
1.32,31.58,0.1,52.54,3.35
1.36,32.54,0.1,53.89,3.31
1.4,33.51,0.1,55.25,3.27
1.44,34.47,0.1,56.6,3.23
1.48,35.42,0.1,57.96,3.19
1.52,36.38,0.11,59.32,3.15
1.56,37.34,0.11,60.67,3.1
1.6,38.31,0.11,62.03,3.05
1.64,39.27,0.11,63.39,3.01
1.68,40.23,0.11,64.75,2.96
1.72,41.19,0.11,66.1,2.91
1.76,42.16,0.11,67.46,2.86
1.8,43.13,0.11,68.82,2.81
1.84,44.1,0.12,70.16,2.76
1.88,45.06,0.12,71.51,2.71
1.92,46.02,0.12,72.83,2.66
1.96,46.97,0.12,74.14,2.61
2.0,47.93,0.12,75.48,2.56
2.04,48.88,0.12,76.82,2.5
2.08,49.83,0.12,78.2,2.45
2.12,50.79,0.12,79.57,2.4
2.16,51.76,0.12,80.97,2.35
2.2,52.72,0.12,82.35,2.29
2.24,53.69,0.12,83.72,2.24
2.28,54.64,0.12,85.08,2.19
2.32,55.6,0.12,86.44,2.14
2.36,56.56,0.12,87.81,2.09
2.4,57.52,0.12,89.16,2.03
2.44,58.49,0.12,90.52,1.98
2.48,59.46,0.12,91.88,1.93
2.52,60.43,0.12,93.23,1.88
2.56,61.41,0.12,94.59,1.83
2.6,62.38,0.12,95.94,1.78
2.64,63.35,0.12,97.3,1.73
2.68,64.32,0.12,98.66,1.68
2.72,65.3,0.12,100.02,1.63
2.76,66.26,0.11,101.38,1.58
2.8,67.22,0.11,102.74,1.54
2.84,68.17,0.11,104.1,1.49
2.88,69.14,0.11,105.46,1.45
2.92,70.11,0.11,106.81,1.4
2.96,71.07,0.11,108.16,1.36
3.0,72.04,0.11,109.52,1.31
3.04,72.99,0.11,110.88,1.27
3.08,73.96,0.11,112.24,1.23
3.12,74.92,0.11,113.59,1.19
3.16,75.88,0.11,114.94,1.15
3.2,76.84,0.11,116.29,1.12
3.24,77.8,0.11,117.64,1.08
3.28,78.77,0.11,118.97,1.05
3.32,79.74,0.11,120.33,1.01
3.36,80.71,0.11,121.68,0.98
3.4,81.69,0.11,123.03,0.95
3.44,82.67,0.11,124.39,0.92
3.48,83.64,0.11,125.75,0.89
3.52,84.61,0.1,127.11,0.86
3.56,85.59,0.1,128.47,0.83
3.6,86.56,0.1,129.85,0.8
3.64,87.52,0.1,131.22,0.77
3.68,88.49,0.1,132.58,0.75
3.72,89.46,0.1,133.93,0.72
3.76,90.43,0.1,135.28,0.69
3.8,91.4,0.1,136.64,0.67
3.84,92.38,0.1,137.99,0.65
3.88,93.35,0.1,139.34,0.62
3.92,94.32,0.1,140.69,0.6
3.96,95.29,0.1,142.04,0.58
4.0,96.26,0.1,143.39,0.56
4.04,97.22,0.1,144.75,0.54
4.08,98.19,0.1,146.11,0.52
4.12,99.16,0.1,147.47,0.5
4.16,100.13,0.1,148.83,0.48
4.2,101.1,0.11,150.19,0.46
4.24,102.07,0.11,151.54,0.44
4.28,103.04,0.11,152.89,0.43
4.32,104.02,0.11,154.23,0.41
4.36,104.99,0.11,155.58,0.39
4.4,105.97,0.11,156.92,0.38
4.44,106.94,0.11,158.27,0.36
4.48,107.91,0.11,159.62,0.35
4.52,108.89,0.11,160.97,0.33
4.56,109.87,0.11,162.34,0.32
4.6,110.84,0.11,163.7,0.3
4.64,111.82,0.12,165.05,0.29
4.68,112.8,0.12,166.4,0.27
