t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,9.67,4.01
0.04,0.9,0.0,10.67,4.0
0.08,1.8,0.0,11.67,3.99
0.12,2.7,0.0,12.66,3.99
0.16,3.58,0.0,13.65,3.98
0.2,4.47,0.0,14.64,3.97
0.24,5.36,0.0,15.62,3.96
0.28,6.26,0.0,16.61,3.95
0.32,7.17,0.0,17.6,3.95
0.36,8.08,0.0,18.6,3.94
0.4,9.0,0.01,19.6,3.93
0.44,9.9,0.01,20.6,3.93
0.48,10.79,0.01,21.59,3.92
0.52,11.68,0.01,22.59,3.91
0.56,12.57,0.01,23.58,3.91
0.6,13.46,0.01,24.59,3.9
0.64,14.36,0.01,25.59,3.89
0.68,15.25,0.01,26.6,3.89
0.72,16.14,0.01,27.6,3.89
0.76,17.03,0.01,28.59,3.88
0.8,17.91,0.01,29.58,3.88
0.84,18.79,0.01,30.57,3.87
0.88,19.65,0.01,31.56,3.87
0.92,20.52,0.01,32.55,3.87
0.96,21.43,0.01,33.54,3.87
1.0,22.35,0.01,34.52,3.87
1.04,23.27,0.01,35.51,3.87
1.08,24.19,0.01,36.51,3.87
1.12,25.1,0.01,37.52,3.87
1.16,26.01,0.01,38.52,3.87
1.2,26.91,0.01,39.53,3.87
1.24,27.8,0.01,40.52,3.87
1.28,28.68,0.01,41.52,3.87
1.32,29.54,0.01,42.5,3.87
1.36,30.44,0.02,43.48,3.87
1.4,31.32,0.02,44.46,3.87
1.44,32.24,0.02,45.45,3.87
1.48,33.15,0.02,46.44,3.87
1.52,34.06,0.02,47.43,3.87
1.56,34.96,0.02,48.42,3.87
1.6,35.87,0.02,49.41,3.88
1.64,36.77,0.02,50.4,3.88
1.68,37.67,0.02,51.39,3.88
1.72,38.58,0.02,52.39,3.88
1.76,39.46,0.02,53.39,3.88
1.8,40.37,0.02,54.39,3.88
1.84,41.28,0.02,55.38,3.88
1.88,42.18,0.02,56.38,3.88
1.92,43.06,0.02,57.39,3.88
1.96,43.95,0.02,58.39,3.88
2.0,44.83,0.02,59.39,3.88
2.04,45.7,0.02,60.39,3.88
2.08,46.61,0.02,61.38,3.88
2.12,47.51,0.02,62.36,3.88
2.16,48.38,0.02,63.35,3.88
2.2,49.26,0.02,64.34,3.88
2.24,50.17,0.02,65.32,3.88
2.28,51.07,0.02,66.32,3.88
2.32,51.96,0.02,67.32,3.88
2.36,52.86,0.02,68.33,3.88
2.4,53.8,0.02,69.34,3.88
2.44,54.73,0.02,70.34,3.88
2.48,55.66,0.03,71.34,3.87
2.52,56.58,0.03,72.34,3.87
2.56,57.5,0.03,73.32,3.87
2.6,58.41,0.03,74.31,3.86
2.64,59.32,0.03,75.3,3.86
2.68,60.21,0.03,76.3,3.86
2.72,61.1,0.03,77.31,3.85
2.76,61.99,0.02,78.31,3.85
2.8,62.87,0.02,79.32,3.85
2.84,63.74,0.02,80.33,3.84
2.88,64.6,0.02,81.33,3.84
2.92,65.46,0.02,82.32,3.83
2.96,66.36,0.02,83.3,3.82
3.0,67.3,0.02,84.3,3.82
3.04,68.23,0.01,85.29,3.81
3.08,69.15,0.01,86.29,3.8
3.12,70.08,0.01,87.29,3.79
3.16,71.0,0.01,88.29,3.79
3.2,71.91,0.01,89.29,3.78
3.24,72.81,0.0,90.28,3.77
3.28,73.71,0.0,91.28,3.76
3.32,74.61,0.0,92.28,3.74
3.36,75.5,0.0,93.28,3.73
3.4,76.39,0.0,94.26,3.72
3.44,77.29,-0.01,95.26,3.71
3.48,78.19,-0.01,96.26,3.69
3.52,79.09,-0.01,97.26,3.68
3.56,79.99,-0.01,98.27,3.67
3.6,80.88,-0.02,99.27,3.65
3.64,81.79,-0.02,100.27,3.64
3.68,82.68,-0.02,101.26,3.63
3.72,83.55,-0.02,102.26,3.61
3.76,84.42,-0.03,103.24,3.6
3.8,85.32,-0.03,104.23,3.58
3.84,86.22,-0.03,105.22,3.57
3.88,87.1,-0.04,106.22,3.55
3.92,88.01,-0.04,107.22,3.54
3.96,88.93,-0.04,108.23,3.52
4.0,89.82,-0.05,109.23,3.5
4.04,90.7,-0.05,110.22,3.49
4.08,91.62,-0.05,111.22,3.47
4.12,92.52,-0.06,112.22,3.45
4.16,93.41,-0.06,113.22,3.43
4.2,94.29,-0.06,114.21,3.41
4.24,95.21,-0.07,115.2,3.39
