t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,20.49,3.81
0.04,1.17,0.0,22.02,3.78
0.08,2.34,0.0,23.55,3.76
0.12,3.51,0.0,25.07,3.73
0.16,4.68,0.0,26.6,3.7
0.2,5.85,0.0,28.12,3.67
0.24,7.01,0.0,29.64,3.64
0.28,8.17,0.0,31.15,3.61
0.32,9.33,0.0,32.67,3.57
0.36,10.49,0.01,34.19,3.54
0.4,11.66,0.01,35.71,3.5
0.44,12.83,0.01,37.24,3.47
0.48,14.01,0.01,38.76,3.43
0.52,15.18,0.01,40.28,3.39
0.56,16.36,0.01,41.8,3.35
0.6,17.53,0.01,43.32,3.31
0.64,18.69,0.01,44.84,3.27
0.68,19.86,0.01,46.36,3.22
0.72,21.03,0.02,47.89,3.18
0.76,22.2,0.02,49.41,3.14
0.8,23.37,0.02,50.93,3.09
0.84,24.53,0.02,52.44,3.05
0.88,25.7,0.02,53.96,3.0
0.92,26.86,0.03,55.47,2.96
0.96,28.02,0.03,56.98,2.91
1.0,29.18,0.03,58.49,2.86
1.04,30.35,0.03,60.0,2.82
1.08,31.51,0.04,61.51,2.77
1.12,32.68,0.04,63.03,2.72
1.16,33.85,0.04,64.55,2.67
1.2,35.01,0.05,66.07,2.62
1.24,36.18,0.05,67.58,2.57
1.28,37.34,0.06,69.09,2.52
1.32,38.51,0.06,70.6,2.47
1.36,39.67,0.06,72.11,2.42
1.4,40.83,0.07,73.63,2.37
1.44,42.0,0.07,75.13,2.33
1.48,43.16,0.08,76.64,2.28
1.52,44.33,0.08,78.15,2.23
1.56,45.5,0.08,79.67,2.18
1.6,46.67,0.09,81.19,2.13
1.64,47.83,0.09,82.72,2.08
1.68,48.99,0.1,84.23,2.03
1.72,50.15,0.1,85.75,1.98
1.76,51.31,0.1,87.27,1.93
1.8,52.48,0.1,88.78,1.88
1.84,53.64,0.11,90.29,1.83
1.88,54.8,0.11,91.8,1.78
1.92,55.96,0.11,93.31,1.73
1.96,57.12,0.11,94.82,1.69
2.0,58.27,0.12,96.32,1.64
2.04,59.42,0.12,97.84,1.59
2.08,60.58,0.12,99.36,1.54
2.12,61.74,0.12,100.88,1.5
2.16,62.89,0.13,102.39,1.45
2.2,64.04,0.13,103.9,1.4
2.24,65.2,0.13,105.41,1.36
2.28,66.36,0.13,106.92,1.31
2.32,67.51,0.13,108.44,1.26
2.36,68.66,0.13,109.95,1.22
2.4,69.81,0.13,111.45,1.17
2.44,70.96,0.13,112.96,1.13
2.48,72.11,0.13,114.47,1.08
2.52,73.26,0.13,115.98,1.04
2.56,74.41,0.13,117.5,0.99
2.6,75.57,0.13,119.02,0.94
2.64,76.73,0.13,120.54,0.9
2.68,77.9,0.13,122.05,0.85
2.72,79.05,0.13,123.56,0.8
2.76,80.2,0.13,125.07,0.76
2.8,81.35,0.13,126.58,0.71
2.84,82.51,0.13,128.08,0.67
2.88,83.66,0.13,129.58,0.62
