t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,24.51,4.13
0.04,0.96,0.0,25.87,4.11
0.08,1.91,0.0,27.23,4.1
0.12,2.86,0.0,28.6,4.08
0.16,3.82,0.0,29.97,4.07
0.2,4.77,0.0,31.33,4.06
0.24,5.73,0.0,32.7,4.04
0.28,6.7,0.0,34.07,4.03
0.32,7.66,0.0,35.45,4.01
0.36,8.63,0.0,36.82,3.99
0.4,9.59,0.0,38.18,3.98
0.44,10.54,0.0,39.55,3.96
0.48,11.5,0.0,40.91,3.95
0.52,12.45,0.01,42.28,3.93
0.56,13.4,0.01,43.64,3.91
0.6,14.36,0.01,45.02,3.9
0.64,15.31,0.01,46.39,3.88
0.68,16.28,0.01,47.76,3.87
0.72,17.25,0.01,49.13,3.85
0.76,18.21,0.01,50.51,3.83
0.8,19.17,0.01,51.88,3.81
0.84,20.13,0.01,53.25,3.8
0.88,21.08,0.01,54.62,3.78
0.92,22.02,0.01,55.98,3.76
0.96,22.96,0.01,57.35,3.74
1.0,23.92,0.01,58.72,3.73
1.04,24.87,0.01,60.08,3.71
1.08,25.83,0.01,61.45,3.69
1.12,26.79,0.01,62.82,3.67
1.16,27.75,0.01,64.19,3.66
1.2,28.71,0.01,65.57,3.64
1.24,29.66,0.02,66.93,3.62
1.28,30.61,0.02,68.3,3.6
1.32,31.57,0.02,69.66,3.58
1.36,32.52,0.02,71.03,3.57
1.4,33.48,0.02,72.39,3.55
1.44,34.44,0.02,73.76,3.53
1.48,35.4,0.02,75.12,3.51
1.52,36.36,0.02,76.49,3.49
1.56,37.32,0.02,77.86,3.47
1.6,38.27,0.03,79.23,3.45
1.64,39.23,0.03,80.59,3.43
1.68,40.18,0.03,81.96,3.42
1.72,41.13,0.03,83.32,3.4
1.76,42.07,0.03,84.7,3.38
1.8,43.02,0.03,86.06,3.36
1.84,43.97,0.04,87.42,3.34
1.88,44.93,0.04,88.79,3.32
1.92,45.89,0.04,90.15,3.3
1.96,46.85,0.04,91.52,3.28
2.0,47.8,0.04,92.89,3.26
2.04,48.76,0.04,94.26,3.24
2.08,49.72,0.04,95.63,3.22
2.12,50.68,0.04,97.01,3.19
2.16,51.63,0.04,98.38,3.17
2.2,52.58,0.04,99.74,3.15
2.24,53.54,0.04,101.1,3.13
2.28,54.5,0.04,102.47,3.11
2.32,55.45,0.04,103.83,3.09
2.36,56.41,0.04,105.18,3.06
2.4,57.37,0.04,106.55,3.04
2.44,58.32,0.04,107.92,3.02
2.48,59.28,0.04,109.29,3.0
2.52,60.24,0.04,110.66,2.97
2.56,61.2,0.04,112.03,2.95
2.6,62.15,0.04,113.39,2.93
2.64,63.1,0.04,114.76,2.91
2.68,64.05,0.04,116.12,2.88
2.72,65.0,0.04,117.48,2.86
2.76,65.95,0.04,118.83,2.83
2.8,66.91,0.04,120.2,2.81
2.84,67.87,0.04,121.57,2.79
2.88,68.83,0.04,122.93,2.76
2.92,69.79,0.04,124.3,2.74
2.96,70.75,0.04,125.67,2.71
3.0,71.71,0.04,127.04,2.69
3.04,72.65,0.04,128.41,2.66
3.08,73.61,0.04,129.78,2.63
3.12,74.56,0.05,131.13,2.61
3.16,75.51,0.05,132.5,2.58
3.2,76.47,0.05,133.86,2.56
3.24,77.43,0.05,135.23,2.53
3.28,78.39,0.05,136.59,2.51
3.32,79.34,0.05,137.95,2.48
3.36,80.29,0.05,139.32,2.45
3.4,81.24,0.05,140.69,2.43
3.44,82.19,0.05,142.08,2.4
3.48,83.13,0.05,143.43,2.37
3.52,84.08,0.05,144.79,2.34
3.56,85.03,0.05,146.15,2.32
3.6,85.98,0.05,147.51,2.29
3.64,86.94,0.05,148.86,2.26
3.68,87.89,0.05,150.2,2.23
3.72,88.85,0.06,151.56,2.2
3.76,89.81,0.06,152.92,2.17
3.8,90.77,0.06,154.27,2.14
3.84,91.73,0.06,155.63,2.11
3.88,92.68,0.06,157.0,2.08
3.92,93.63,0.06,158.36,2.05
3.96,94.59,0.06,159.73,2.02
4.0,95.54,0.07,161.11,1.99
4.04,96.49,0.07,162.48,1.96
4.08,97.44,0.07,163.85,1.92
4.12,98.39,0.06,165.21,1.89
4.16,99.34,0.06,166.58,1.86
4.2,100.29,0.06,167.94,1.83
4.24,101.24,0.06,169.31,1.79
4.28,102.2,0.06,170.69,1.76
4.32,103.14,0.06,172.06,1.72
4.36,104.09,0.06,173.43,1.69
4.4,105.05,0.06,174.8,1.66
4.44,106.01,0.06,176.17,1.62
4.48,106.97,0.07,177.55,1.59
4.52,107.93,0.07,178.92,1.55
4.56,108.89,0.07,180.29,1.52
4.6,109.85,0.07,181.67,1.48
4.64,110.81,0.08,183.03,1.44
