t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,2.84,4.27
0.04,0.92,0.0,4.08,4.25
0.08,1.83,0.0,5.31,4.22
0.12,2.74,0.0,6.54,4.2
0.16,3.65,0.0,7.78,4.18
0.2,4.56,0.0,9.0,4.15
0.24,5.47,-0.01,10.24,4.12
0.28,6.38,-0.01,11.46,4.09
0.32,7.29,-0.01,12.68,4.06
0.36,8.2,-0.01,13.91,4.03
0.4,9.11,-0.01,15.14,4.0
0.44,10.02,-0.01,16.37,3.97
0.48,10.94,-0.02,17.6,3.94
0.52,11.85,-0.02,18.83,3.9
0.56,12.77,-0.02,20.07,3.86
0.6,13.69,-0.02,21.31,3.83
0.64,14.6,-0.03,22.54,3.79
0.68,15.51,-0.03,23.77,3.75
0.72,16.42,-0.03,25.01,3.71
0.76,17.33,-0.03,26.25,3.67
0.8,18.25,-0.03,27.49,3.63
0.84,19.16,-0.03,28.72,3.59
0.88,20.07,-0.03,29.96,3.55
0.92,20.99,-0.04,31.19,3.5
0.96,21.9,-0.04,32.41,3.46
1.0,22.81,-0.03,33.63,3.42
1.04,23.72,-0.03,34.85,3.37
1.08,24.64,-0.03,36.07,3.33
1.12,25.55,-0.03,37.3,3.28
1.16,26.46,-0.03,38.52,3.24
1.2,27.39,-0.03,39.75,3.19
1.24,28.3,-0.03,40.97,3.14
1.28,29.21,-0.03,42.19,3.09
1.32,30.11,-0.03,43.42,3.05
1.36,31.02,-0.03,44.64,3.0
1.4,31.94,-0.02,45.88,2.95
1.44,32.86,-0.02,47.12,2.9
1.48,33.77,-0.02,48.35,2.85
1.52,34.68,-0.02,49.58,2.8
1.56,35.59,-0.02,50.81,2.75
1.6,36.5,-0.01,52.04,2.69
1.64,37.4,-0.01,53.26,2.64
1.68,38.31,-0.01,54.48,2.59
1.72,39.22,0.0,55.71,2.54
1.76,40.14,0.0,56.93,2.49
1.8,41.05,0.01,58.16,2.43
1.84,41.97,0.01,59.39,2.38
1.88,42.88,0.02,60.62,2.33
1.92,43.79,0.02,61.86,2.27
1.96,44.7,0.03,63.1,2.22
2.0,45.61,0.03,64.33,2.16
2.04,46.51,0.04,65.57,2.11
2.08,47.4,0.04,66.8,2.06
2.12,48.31,0.05,68.02,2.0
2.16,49.21,0.06,69.25,1.95
2.2,50.1,0.06,70.48,1.89
2.24,51.0,0.07,71.7,1.84
2.28,51.9,0.08,72.91,1.78
2.32,52.83,0.08,74.13,1.73
2.36,53.74,0.09,75.35,1.67
2.4,54.64,0.1,76.57,1.62
2.44,55.54,0.1,77.8,1.56
2.48,56.43,0.11,79.03,1.5
2.52,57.32,0.12,80.27,1.45
2.56,58.27,0.12,81.51,1.39
2.6,59.19,0.13,82.75,1.33
2.64,60.12,0.14,83.99,1.27
2.68,61.05,0.14,85.22,1.21
