t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,6.71,4.08
0.04,0.95,0.01,8.05,4.07
0.08,1.89,0.01,9.4,4.07
0.12,2.83,0.01,10.74,4.06
0.16,3.77,0.02,12.08,4.05
0.2,4.72,0.02,13.43,4.04
0.24,5.67,0.02,14.76,4.04
0.28,6.62,0.02,16.1,4.03
0.32,7.57,0.03,17.44,4.02
0.36,8.52,0.03,18.77,4.01
0.4,9.48,0.03,20.12,4.0
0.44,10.43,0.03,21.46,3.98
0.48,11.37,0.04,22.8,3.97
0.52,12.3,0.04,24.13,3.96
0.56,13.23,0.04,25.46,3.95
0.6,14.16,0.05,26.78,3.93
0.64,15.1,0.05,28.12,3.92
0.68,16.05,0.06,29.45,3.9
0.72,17.0,0.06,30.79,3.88
0.76,17.94,0.07,32.12,3.86
0.8,18.88,0.07,33.45,3.85
0.84,19.83,0.07,34.78,3.83
0.88,20.78,0.08,36.12,3.8
0.92,21.73,0.08,37.44,3.78
0.96,22.67,0.09,38.78,3.76
1.0,23.61,0.09,40.11,3.73
1.04,24.55,0.1,41.43,3.71
1.08,25.5,0.1,42.75,3.68
1.12,26.44,0.11,44.08,3.66
1.16,27.39,0.11,45.41,3.63
1.2,28.34,0.12,46.74,3.6
1.24,29.28,0.13,48.08,3.57
1.28,30.23,0.13,49.41,3.54
1.32,31.17,0.14,50.72,3.5
1.36,32.12,0.15,52.04,3.47
1.4,33.05,0.15,53.35,3.44
1.44,33.99,0.16,54.67,3.4
1.48,34.93,0.17,55.98,3.37
1.52,35.87,0.18,57.3,3.33
1.56,36.81,0.18,58.63,3.3
1.6,37.75,0.19,59.94,3.26
1.64,38.69,0.2,61.25,3.22
1.68,39.64,0.2,62.57,3.18
1.72,40.59,0.21,63.89,3.15
1.76,41.54,0.21,65.2,3.11
1.8,42.47,0.22,66.5,3.07
1.84,43.4,0.23,67.81,3.03
1.88,44.34,0.23,69.12,2.99
1.92,45.27,0.24,70.43,2.95
1.96,46.21,0.24,71.74,2.91
2.0,47.15,0.25,73.06,2.86
2.04,48.09,0.25,74.37,2.82
2.08,49.03,0.25,75.68,2.78
2.12,49.97,0.26,76.99,2.74
2.16,50.9,0.26,78.3,2.69
2.2,51.84,0.27,79.61,2.65
2.24,52.78,0.27,80.91,2.61
2.28,53.71,0.27,82.22,2.57
