t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,10.17,4.46
0.04,0.99,0.0,11.47,4.45
0.08,1.97,0.0,12.75,4.43
0.12,2.95,0.0,14.05,4.41
0.16,3.94,-0.01,15.34,4.39
0.2,4.92,-0.01,16.63,4.36
0.24,5.89,-0.01,17.92,4.34
0.28,6.87,-0.01,19.21,4.31
0.32,7.85,-0.01,20.5,4.29
0.36,8.84,-0.02,21.78,4.26
0.4,9.82,-0.02,23.07,4.24
0.44,10.8,-0.02,24.35,4.21
0.48,11.78,-0.02,25.63,4.18
0.52,12.76,-0.02,26.91,4.15
0.56,13.74,-0.02,28.19,4.12
0.6,14.72,-0.03,29.46,4.09
0.64,15.69,-0.03,30.73,4.05
0.68,16.67,-0.03,31.98,4.02
0.72,17.65,-0.03,33.24,3.99
0.76,18.64,-0.03,34.54,3.96
0.8,19.62,-0.03,35.83,3.93
0.84,20.6,-0.03,37.12,3.9
0.88,21.58,-0.03,38.4,3.86
