t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,5.96,3.83
0.04,0.92,0.0,7.37,3.82
0.08,1.83,0.0,8.78,3.8
0.12,2.74,0.0,10.19,3.78
0.16,3.66,0.0,11.6,3.77
0.2,4.56,0.0,13.0,3.75
0.24,5.48,0.0,14.39,3.73
0.28,6.41,0.0,15.79,3.71
0.32,7.33,0.0,17.18,3.69
0.36,8.25,0.0,18.57,3.67
0.4,9.17,0.0,19.96,3.64
0.44,10.11,0.0,21.35,3.62
0.48,11.02,0.0,22.75,3.6
0.52,11.96,0.0,24.15,3.57
0.56,12.88,0.0,25.54,3.55
0.6,13.79,0.01,26.95,3.52
0.64,14.69,0.01,28.34,3.49
0.68,15.6,0.01,29.75,3.46
0.72,16.52,0.01,31.15,3.44
0.76,17.43,0.02,32.55,3.41
0.8,18.34,0.02,33.95,3.38
0.84,19.26,0.02,35.34,3.35
0.88,20.19,0.03,36.73,3.32
0.92,21.11,0.03,38.12,3.29
0.96,22.02,0.04,39.51,3.26
1.0,22.95,0.04,40.91,3.23
1.04,23.87,0.04,42.31,3.2
1.08,24.8,0.05,43.7,3.17
1.12,25.74,0.06,45.1,3.14
1.16,26.67,0.06,46.49,3.1
1.2,27.59,0.07,47.86,3.07
1.24,28.51,0.07,49.27,3.04
1.28,29.43,0.08,50.69,3.01
1.32,30.35,0.09,52.09,2.97
1.36,31.27,0.09,53.49,2.94
1.4,32.18,0.1,54.89,2.9
1.44,33.1,0.11,56.29,2.87
1.48,34.02,0.12,57.68,2.83
1.52,34.95,0.13,59.08,2.79
1.56,35.87,0.13,60.47,2.76
1.6,36.79,0.14,61.85,2.72
1.64,37.71,0.15,63.23,2.68
1.68,38.63,0.16,64.6,2.64
1.72,39.55,0.16,66.01,2.6
1.76,40.47,0.17,67.41,2.56
1.8,41.4,0.17,68.81,2.52
1.84,42.33,0.18,70.21,2.48
1.88,43.26,0.19,71.6,2.44
1.92,44.19,0.19,73.0,2.4
1.96,45.11,0.2,74.39,2.36
2.0,46.03,0.2,75.79,2.32
2.04,46.95,0.21,77.19,2.28
2.08,47.87,0.21,78.59,2.23
2.12,48.78,0.22,79.99,2.19
2.16,49.69,0.22,81.4,2.15
2.2,50.62,0.23,82.8,2.11
2.24,51.56,0.23,84.21,2.07
2.28,52.49,0.24,85.61,2.03
2.32,53.41,0.24,87.01,1.98
2.36,54.34,0.25,88.4,1.94
2.4,55.26,0.25,89.8,1.9
2.44,56.18,0.26,91.19,1.86
2.48,57.11,0.26,92.58,1.81
2.52,58.04,0.26,93.98,1.77
2.56,58.96,0.27,95.37,1.73
2.6,59.88,0.27,96.76,1.69
2.64,60.81,0.28,98.14,1.65
2.68,61.73,0.28,99.53,1.61
2.72,62.66,0.28,100.93,1.57
2.76,63.59,0.29,102.33,1.53
2.8,64.52,0.29,103.73,1.49
2.84,65.45,0.29,105.12,1.45
2.88,66.39,0.3,106.51,1.42
2.92,67.31,0.3,107.9,1.38
2.96,68.23,0.3,109.3,1.34
3.0,69.14,0.3,110.68,1.31
3.04,70.06,0.3,112.06,1.27
3.08,70.97,0.31,113.45,1.24
3.12,71.9,0.31,114.84,1.21
3.16,72.83,0.31,116.24,1.18
3.2,73.75,0.31,117.64,1.14
3.24,74.68,0.31,119.03,1.12
3.28,75.59,0.31,120.43,1.09
3.32,76.51,0.31,121.81,1.06
3.36,77.43,0.31,123.2,1.03
3.4,78.36,0.31,124.59,1.01
3.44,79.29,0.31,125.98,0.99
3.48,80.21,0.31,127.37,0.96
3.52,81.14,0.31,128.77,0.94
3.56,82.07,0.31,130.16,0.92
3.6,83.0,0.31,131.55,0.9
3.64,83.94,0.31,132.94,0.89
3.68,84.87,0.31,134.33,0.87
3.72,85.82,0.31,135.73,0.85
3.76,86.76,0.32,137.12,0.84
3.8,87.67,0.32,138.5,0.83
3.84,88.57,0.32,139.89,0.81
3.88,89.48,0.32,141.28,0.8
3.92,90.39,0.32,142.67,0.79
3.96,91.3,0.31,144.06,0.78
4.0,92.21,0.31,145.45,0.77
4.04,93.13,0.31,146.84,0.76
4.08,94.05,0.31,148.23,0.76
4.12,94.97,0.31,149.62,0.75
4.16,95.9,0.31,151.02,0.74
4.2,96.83,0.31,152.41,0.74
4.24,97.75,0.31,153.8,0.73
4.28,98.67,0.3,155.19,0.72
4.32,99.58,0.3,156.57,0.72
4.36,100.5,0.3,157.95,0.71
4.4,101.42,0.3,159.33,0.71
4.44,102.35,0.3,160.72,0.71
4.48,103.27,0.3,162.1,0.7
4.52,104.19,0.3,163.48,0.7
4.56,105.12,0.3,164.86,0.7
4.6,106.04,0.3,166.25,0.69
4.64,106.95,0.3,167.62,0.69
4.68,107.88,0.3,169.0,0.69
4.72,108.8,0.3,170.39,0.69
4.76,109.72,0.3,171.78,0.69
4.8,110.64,0.3,173.17,0.69
4.84,111.56,0.3,174.56,0.69
4.88,112.49,0.3,175.94,0.69
4.92,113.42,0.3,177.33,0.68
4.96,114.34,0.3,178.72,0.68
5.0,115.27,0.3,180.11,0.68
5.04,116.19,0.3,181.5,0.68
5.08,117.11,0.3,182.88,0.68
5.12,118.03,0.3,184.26,0.68
5.16,118.94,0.3,185.65,0.68
5.2,119.86,0.29,187.03,0.67
5.24,120.78,0.29,188.41,0.67
5.28,121.7,0.29,189.79,0.67
5.32,122.63,0.29,191.16,0.67
5.36,123.55,0.29,192.54,0.67
5.4,124.47,0.3,193.92,0.67
5.44,125.4,0.3,195.31,0.66
5.48,126.33,0.3,196.69,0.66
5.52,127.26,0.3,198.08,0.66
5.56,128.19,0.3,199.47,0.65
5.6,129.11,0.3,200.86,0.65
5.64,130.02,0.3,202.24,0.65
5.68,130.93,0.3,203.62,0.64
5.72,131.85,0.3,205.01,0.64
5.76,132.78,0.3,206.4,0.63
5.8,133.7,0.3,207.78,0.63
5.84,134.62,0.31,209.16,0.62
5.88,135.54,0.31,210.54,0.62
5.92,136.45,0.31,211.92,0.61
5.96,137.37,0.31,213.31,0.6
6.0,138.29,0.31,214.69,0.6
6.04,139.2,0.31,216.07,0.59
6.08,140.11,0.31,217.45,0.58
6.12,141.03,0.32,218.82,0.58
6.16,141.95,0.32,220.21,0.57
6.2,142.88,0.32,221.59,0.56
6.24,143.8,0.32,222.97,0.55
6.28,144.72,0.32,224.35,0.55
6.32,145.64,0.32,225.72,0.54
6.36,146.55,0.32,227.11,0.53
6.4,147.47,0.33,228.47,0.52
6.44,148.38,0.33,229.84,0.51
6.48,149.29,0.33,231.21,0.51
6.52,150.2,0.33,232.58,0.5
6.56,151.13,0.33,233.98,0.49
6.6,152.05,0.33,235.36,0.48
6.64,152.97,0.34,236.74,0.47
6.68,153.9,0.34,238.12,0.47
6.72,154.82,0.34,239.5,0.46
6.76,155.75,0.34,240.89,0.45
6.8,156.67,0.34,242.27,0.44
6.84,157.6,0.34,243.63,0.44
6.88,158.53,0.35,245.01,0.43
6.92,159.45,0.35,246.39,0.42
6.96,160.37,0.35,247.77,0.41
7.0,161.3,0.35,249.17,0.41
7.04,162.22,0.35,250.55,0.4
7.08,163.14,0.35,251.93,0.4
7.12,164.06,0.35,253.32,0.39
7.16,164.98,0.35,254.69,0.39
7.2,165.91,0.35,256.06,0.38
7.24,166.84,0.35,257.42,0.37
7.28,167.76,0.35,258.8,0.37
7.32,168.68,0.35,260.18,0.36
7.36,169.6,0.35,261.55,0.36
7.4,170.53,0.35,262.92,0.35
7.44,171.46,0.34,264.3,0.35
7.48,172.39,0.34,265.68,0.34
7.52,173.32,0.34,267.06,0.34
7.56,174.24,0.34,268.42,0.34
7.6,175.17,0.34,269.81,0.33
7.64,176.1,0.34,271.2,0.33
7.68,177.02,0.34,272.58,0.32
7.72,177.95,0.33,273.94,0.32
7.76,178.88,0.33,275.32,0.31
7.8,179.81,0.33,276.7,0.31
7.84,180.74,0.33,278.08,0.3
7.88,181.67,0.32,279.47,0.3
7.92,182.59,0.32,280.85,0.29
7.96,183.5,0.32,282.23,0.28
8.0,184.42,0.31,283.6,0.28
8.04,185.33,0.31,284.99,0.27
8.08,186.26,0.31,286.37,0.27
8.12,187.17,0.3,287.75,0.26
8.16,188.09,0.3,289.13,0.26
8.2,189.02,0.3,290.52,0.25
8.24,189.95,0.29,291.9,0.24
8.28,190.87,0.29,293.26,0.24
8.32,191.79,0.29,294.62,0.23
8.36,192.71,0.29,295.97,0.23
8.4,193.63,0.28,297.33,0.22
8.44,194.55,0.28,298.7,0.21
8.48,195.47,0.27,300.07,0.21
8.52,196.39,0.27,301.45,0.2
8.56,197.32,0.27,302.82,0.2
8.6,198.24,0.26,304.21,0.19
8.64,199.17,0.26,305.59,0.18
8.68,200.09,0.25,306.97,0.18
8.72,201.02,0.25,308.35,0.17
8.76,201.94,0.24,309.72,0.16
8.8,202.86,0.24,311.1,0.16
8.84,203.79,0.23,312.47,0.15
8.88,204.7,0.23,313.85,0.15
8.92,205.63,0.22,315.22,0.14
8.96,206.55,0.22,316.6,0.14
9.0,207.48,0.21,317.98,0.13
9.04,208.41,0.2,319.35,0.13
9.08,209.34,0.2,320.73,0.12
9.12,210.27,0.19,322.11,0.12
9.16,211.19,0.19,323.49,0.11
9.2,212.12,0.19,324.87,0.11
9.24,213.03,0.18,326.24,0.11
9.28,213.95,0.18,327.6,0.1
9.32,214.87,0.17,328.97,0.1
9.36,215.79,0.17,330.35,0.09
9.4,216.72,0.16,331.73,0.09
9.44,217.64,0.16,333.1,0.09
9.48,218.56,0.16,334.47,0.08
9.52,219.48,0.15,335.85,0.08
9.56,220.4,0.15,337.22,0.08
9.6,221.32,0.15,338.59,0.08
9.64,222.24,0.14,339.97,0.07
