t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,7.78,4.34
0.04,1.18,0.0,9.07,4.33
0.08,2.36,0.01,10.36,4.32
0.12,3.54,0.01,11.65,4.31
0.16,4.72,0.01,12.95,4.29
0.2,5.91,0.02,14.25,4.28
0.24,7.08,0.02,15.54,4.27
0.28,8.27,0.02,16.84,4.25
0.32,9.45,0.03,18.13,4.24
0.36,10.64,0.03,19.42,4.22
0.4,11.82,0.03,20.71,4.21
0.44,13.0,0.04,22.01,4.19
0.48,14.19,0.04,23.3,4.17
0.52,15.37,0.04,24.59,4.16
0.56,16.55,0.04,25.88,4.14
0.6,17.72,0.05,27.17,4.12
0.64,18.89,0.05,28.46,4.1
0.68,20.07,0.05,29.76,4.08
0.72,21.24,0.05,31.06,4.05
0.76,22.42,0.06,32.36,4.03
0.8,23.61,0.06,33.66,4.01
0.84,24.79,0.06,34.96,3.98
0.88,25.98,0.06,36.26,3.96
0.92,27.16,0.07,37.55,3.93
0.96,28.34,0.07,38.84,3.9
1.0,29.52,0.07,40.14,3.87
1.04,30.7,0.07,41.43,3.85
1.08,31.89,0.07,42.72,3.82
1.12,33.06,0.07,44.01,3.78
1.16,34.24,0.07,45.31,3.75
1.2,35.42,0.08,46.6,3.72
1.24,36.61,0.08,47.9,3.69
1.28,37.79,0.08,49.21,3.65
1.32,38.97,0.08,50.51,3.62
1.36,40.15,0.08,51.81,3.58
1.4,41.33,0.08,53.1,3.55
1.44,42.51,0.08,54.39,3.51
1.48,43.69,0.09,55.68,3.47
1.52,44.88,0.09,56.97,3.43
1.56,46.07,0.09,58.25,3.4
1.6,47.25,0.09,59.54,3.36
1.64,48.43,0.09,60.83,3.32
1.68,49.62,0.09,62.13,3.28
1.72,50.8,0.08,63.44,3.24
1.76,51.98,0.08,64.74,3.19
1.8,53.16,0.08,66.04,3.15
1.84,54.34,0.08,67.33,3.11
1.88,55.51,0.08,68.63,3.07
1.92,56.69,0.08,69.92,3.02
1.96,57.87,0.07,71.22,2.98
2.0,59.05,0.07,72.52,2.94
2.04,60.24,0.07,73.82,2.89
2.08,61.42,0.06,75.12,2.85
2.12,62.61,0.06,76.42,2.8
2.16,63.81,0.06,77.74,2.76
2.2,65.01,0.05,79.04,2.72
2.24,66.19,0.05,80.33,2.67
2.28,67.38,0.04,81.62,2.63
2.32,68.57,0.04,82.91,2.58
2.36,69.76,0.03,84.2,2.54
2.4,70.96,0.03,85.49,2.49
2.44,72.16,0.02,86.78,2.45
2.48,73.35,0.02,88.07,2.4
2.52,74.55,0.01,89.36,2.36
2.56,75.75,0.01,90.66,2.31
2.6,76.94,0.0,91.97,2.27
2.64,78.13,0.0,93.28,2.22
2.68,79.33,-0.01,94.6,2.18
2.72,80.53,-0.01,95.9,2.13
2.76,81.73,-0.02,97.19,2.09
2.8,82.93,-0.02,98.49,2.04
2.84,84.13,-0.03,99.79,2.0
2.88,85.33,-0.04,101.1,1.95
2.92,86.53,-0.04,102.4,1.91
2.96,87.73,-0.05,103.69,1.87
3.0,88.93,-0.05,104.99,1.82
3.04,90.14,-0.06,106.28,1.78
3.08,91.33,-0.07,107.57,1.74
3.12,92.52,-0.07,108.88,1.69
3.16,93.73,-0.08,110.19,1.65
3.2,94.94,-0.09,111.5,1.61
3.24,96.16,-0.09,112.81,1.56
3.28,97.37,-0.1,114.13,1.52
3.32,98.57,-0.11,115.44,1.47
3.36,99.77,-0.12,116.75,1.43
3.4,100.98,-0.12,118.05,1.39
3.44,102.18,-0.13,119.35,1.34
3.48,103.38,-0.14,120.64,1.3
