t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,9.69,4.39
0.04,1.02,0.0,11.02,4.38
0.08,2.04,0.0,12.36,4.38
0.12,3.05,0.0,13.69,4.38
0.16,4.07,0.0,15.03,4.38
0.2,5.08,0.0,16.38,4.37
0.24,6.08,0.0,17.71,4.37
0.28,7.08,0.0,19.05,4.36
0.32,8.08,0.0,20.39,4.36
0.36,9.08,0.0,21.73,4.36
0.4,10.07,0.0,23.06,4.35
0.44,11.07,-0.01,24.39,4.34
0.48,12.07,-0.01,25.73,4.34
0.52,13.07,-0.01,27.06,4.33
0.56,14.08,-0.01,28.39,4.32
0.6,15.07,-0.01,29.72,4.32
0.64,16.08,-0.01,31.05,4.31
0.68,17.08,-0.01,32.38,4.3
0.72,18.08,-0.01,33.72,4.29
0.76,19.08,-0.01,35.05,4.28
0.8,20.08,-0.01,36.39,4.27
0.84,21.08,-0.01,37.72,4.26
0.88,22.07,-0.01,39.05,4.25
0.92,23.07,-0.01,40.39,4.23
0.96,24.07,-0.01,41.71,4.22
1.0,25.07,-0.01,43.04,4.21
1.04,26.07,-0.01,44.36,4.2
1.08,27.06,-0.01,45.69,4.18
1.12,28.05,-0.01,47.02,4.17
1.16,29.05,-0.01,48.36,4.16
1.2,30.05,-0.01,49.7,4.14
1.24,31.05,-0.01,51.03,4.13
1.28,32.06,-0.01,52.36,4.12
1.32,33.06,-0.01,53.7,4.1
1.36,34.06,-0.01,55.02,4.09
1.4,35.07,-0.01,56.35,4.07
1.44,36.07,-0.01,57.67,4.06
1.48,37.07,-0.01,59.0,4.04
1.52,38.07,-0.01,60.33,4.02
1.56,39.05,-0.01,61.65,4.01
1.6,40.04,-0.01,62.98,3.99
1.64,41.04,-0.01,64.3,3.97
1.68,42.03,-0.01,65.62,3.95
1.72,43.03,0.0,66.95,3.94
1.76,44.03,0.0,68.28,3.92
1.8,45.03,0.0,69.6,3.9
1.84,46.03,0.0,70.93,3.88
1.88,47.04,0.0,72.26,3.86
1.92,48.03,0.0,73.58,3.84
1.96,49.03,0.0,74.91,3.82
2.0,50.04,0.0,76.24,3.8
2.04,51.04,0.0,77.57,3.78
2.08,52.04,0.0,78.9,3.76
2.12,53.04,0.0,80.22,3.74
2.16,54.05,0.0,81.55,3.72
2.2,55.04,0.01,82.87,3.7
2.24,56.04,0.01,84.19,3.68
2.28,57.03,0.01,85.5,3.66
