t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,-10.53,5.32
0.04,0.9,0.0,-9.14,5.31
0.08,1.8,0.0,-7.75,5.31
0.12,2.71,0.0,-6.36,5.3
0.16,3.63,0.0,-4.98,5.29
0.2,4.53,0.0,-3.59,5.29
0.24,5.43,0.0,-2.21,5.28
0.28,6.34,0.0,-0.83,5.27
0.32,7.24,0.0,0.56,5.26
0.36,8.13,0.0,1.94,5.26
0.4,9.03,0.0,3.34,5.25
0.44,9.92,0.0,4.73,5.24
0.48,10.82,0.0,6.13,5.23
0.52,11.71,-0.01,7.51,5.22
0.56,12.64,-0.01,8.9,5.21
0.6,13.56,-0.01,10.29,5.21
0.64,14.46,-0.01,11.66,5.2
0.68,15.37,-0.01,13.06,5.19
0.72,16.28,-0.01,14.45,5.18
0.76,17.19,-0.01,15.84,5.17
0.8,18.1,-0.01,17.24,5.16
0.84,19.02,-0.01,18.63,5.15
0.88,19.93,-0.01,20.03,5.14
0.92,20.84,-0.01,21.42,5.14
0.96,21.73,-0.01,22.82,5.13
1.0,22.64,-0.01,24.22,5.12
1.04,23.54,-0.01,25.61,5.11
1.08,24.42,-0.01,27.01,5.1
1.12,25.32,-0.01,28.39,5.09
1.16,26.23,-0.01,29.79,5.08
1.2,27.13,-0.01,31.16,5.07
1.24,28.03,-0.01,32.55,5.06
1.28,28.94,-0.01,33.93,5.05
1.32,29.85,-0.01,35.33,5.04
1.36,30.75,-0.01,36.72,5.03
1.4,31.67,-0.01,38.12,5.02
1.44,32.58,-0.01,39.5,5.01
1.48,33.49,-0.01,40.89,5.0
1.52,34.39,-0.01,42.29,4.99
1.56,35.3,-0.01,43.67,4.98
1.6,36.21,-0.01,45.07,4.97
1.64,37.12,-0.01,46.46,4.95
1.68,38.03,-0.01,47.85,4.94
1.72,38.94,-0.01,49.23,4.93
1.76,39.85,-0.01,50.61,4.92
1.8,40.74,-0.01,51.99,4.91
1.84,41.66,-0.01,53.37,4.9
1.88,42.57,-0.01,54.77,4.88
1.92,43.47,-0.01,56.15,4.87
