t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,4.18,4.21
0.04,0.9,0.01,5.46,4.2
0.08,1.81,0.01,6.74,4.2
0.12,2.71,0.01,8.01,4.2
0.16,3.61,0.01,9.28,4.19
0.2,4.52,0.01,10.55,4.19
0.24,5.43,0.02,11.83,4.18
0.28,6.34,0.02,13.1,4.18
0.32,7.24,0.02,14.38,4.17
0.36,8.16,0.02,15.66,4.17
0.4,9.08,0.03,16.94,4.16
0.44,10.0,0.03,18.22,4.15
0.48,10.92,0.04,19.49,4.14
0.52,11.84,0.04,20.77,4.13
0.56,12.75,0.05,22.04,4.12
0.6,13.66,0.05,23.32,4.11
0.64,14.56,0.06,24.6,4.1
0.68,15.48,0.06,25.88,4.09
0.72,16.39,0.07,27.16,4.08
0.76,17.3,0.08,28.43,4.06
0.8,18.21,0.08,29.71,4.05
0.84,19.13,0.09,30.99,4.03
0.88,20.04,0.1,32.26,4.02
0.92,20.96,0.11,33.54,4.0
0.96,21.88,0.11,34.82,3.98
1.0,22.81,0.12,36.09,3.96
1.04,23.73,0.13,37.37,3.94
1.08,24.65,0.13,38.64,3.92
1.12,25.57,0.14,39.91,3.9
1.16,26.5,0.14,41.18,3.88
1.2,27.42,0.15,42.45,3.85
1.24,28.33,0.15,43.72,3.83
1.28,29.24,0.16,44.99,3.8
1.32,30.15,0.16,46.25,3.78
1.36,31.05,0.16,47.52,3.75
1.4,31.96,0.17,48.79,3.72
1.44,32.88,0.17,50.07,3.69
1.48,33.79,0.17,51.34,3.66
1.52,34.71,0.18,52.61,3.63
1.56,35.62,0.18,53.89,3.6
1.6,36.53,0.18,55.16,3.57
1.64,37.45,0.18,56.42,3.54
1.68,38.35,0.19,57.69,3.5
1.72,39.25,0.19,58.96,3.47
1.76,40.15,0.19,60.22,3.43
1.8,41.06,0.19,61.49,3.4
1.84,41.96,0.2,62.77,3.36
1.88,42.87,0.2,64.04,3.32
1.92,43.78,0.2,65.3,3.28
1.96,44.69,0.2,66.57,3.24
2.0,45.59,0.2,67.84,3.2
2.04,46.51,0.2,69.1,3.16
2.08,47.42,0.21,70.36,3.12
2.12,48.34,0.21,71.63,3.08
2.16,49.25,0.21,72.9,3.03
2.2,50.15,0.21,74.16,2.99
2.24,51.06,0.21,75.43,2.94
2.28,51.96,0.21,76.7,2.9
2.32,52.87,0.21,77.96,2.85
2.36,53.77,0.21,79.22,2.81
2.4,54.68,0.22,80.47,2.76
2.44,55.59,0.22,81.73,2.71
2.48,56.5,0.22,82.98,2.66
2.52,57.4,0.22,84.25,2.61
2.56,58.31,0.22,85.51,2.56
2.6,59.22,0.22,86.78,2.51
2.64,60.12,0.23,88.04,2.46
2.68,61.02,0.23,89.3,2.41
2.72,61.93,0.23,90.55,2.35
2.76,62.84,0.23,91.81,2.3
2.8,63.74,0.24,93.06,2.25
2.84,64.65,0.24,94.32,2.2
2.88,65.56,0.24,95.57,2.14
2.92,66.46,0.24,96.83,2.09
2.96,67.36,0.25,98.08,2.04
3.0,68.26,0.25,99.33,1.99
3.04,69.14,0.25,100.58,1.94
3.08,70.03,0.25,101.84,1.88
3.12,70.92,0.26,103.09,1.83
3.16,71.81,0.26,104.34,1.78
3.2,72.71,0.26,105.6,1.73
3.24,73.61,0.26,106.85,1.68
3.28,74.52,0.26,108.09,1.63
3.32,75.42,0.27,109.34,1.58
3.36,76.33,0.27,110.59,1.53
3.4,77.24,0.27,111.84,1.49
3.44,78.15,0.27,113.09,1.44
3.48,79.04,0.27,114.34,1.39
3.52,79.93,0.27,115.58,1.35
3.56,80.82,0.27,116.83,1.3
3.6,81.72,0.27,118.07,1.26
3.64,82.61,0.27,119.32,1.21
3.68,83.51,0.27,120.56,1.17
3.72,84.41,0.27,121.8,1.13
3.76,85.3,0.27,123.04,1.09
3.8,86.2,0.27,124.29,1.05
3.84,87.11,0.27,125.53,1.01
3.88,88.01,0.27,126.77,0.97
3.92,88.91,0.26,128.02,0.93
3.96,89.81,0.26,129.26,0.89
4.0,90.71,0.26,130.51,0.85
4.04,91.6,0.26,131.75,0.82
4.08,92.5,0.25,132.99,0.78
4.12,93.4,0.25,134.24,0.75
4.16,94.3,0.25,135.48,0.72
4.2,95.19,0.25,136.71,0.68
4.24,96.09,0.24,137.94,0.65
4.28,96.99,0.24,139.18,0.62
4.32,97.88,0.24,140.41,0.59
4.36,98.77,0.24,141.64,0.57
4.4,99.66,0.23,142.87,0.54
4.44,100.54,0.23,144.11,0.51
4.48,101.44,0.23,145.34,0.49
4.52,102.34,0.23,146.57,0.46
4.56,103.23,0.22,147.79,0.44
4.6,104.13,0.22,149.02,0.42
4.64,105.03,0.21,150.26,0.39
4.68,105.94,0.21,151.49,0.37
4.72,106.83,0.21,152.72,0.35
4.76,107.73,0.2,153.96,0.33
4.8,108.64,0.2,155.21,0.31
4.84,109.53,0.19,156.44,0.29
4.88,110.41,0.19,157.67,0.27
4.92,111.29,0.18,158.89,0.25
4.96,112.18,0.18,160.11,0.24
5.0,113.06,0.17,161.34,0.22
5.04,113.95,0.17,162.57,0.2
5.08,114.84,0.17,163.79,0.19
5.12,115.74,0.16,165.01,0.17
5.16,116.63,0.16,166.23,0.16
5.2,117.52,0.15,167.45,0.15
