t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,26.77,3.9
0.04,0.9,0.0,27.96,3.87
0.08,1.81,0.0,29.14,3.84
0.12,2.71,0.0,30.32,3.81
0.16,3.61,0.0,31.51,3.77
0.2,4.52,0.0,32.69,3.74
0.24,5.43,0.0,33.88,3.71
0.28,6.33,0.0,35.06,3.67
0.32,7.23,0.0,36.24,3.64
0.36,8.13,0.0,37.42,3.6
0.4,9.03,0.0,38.61,3.57
0.44,9.95,0.0,39.79,3.53
0.48,10.85,0.0,40.98,3.5
0.52,11.76,0.0,42.17,3.46
0.56,12.68,0.0,43.36,3.42
0.6,13.59,0.0,44.54,3.38
0.64,14.5,0.0,45.73,3.35
0.68,15.41,0.0,46.91,3.31
0.72,16.32,0.0,48.1,3.27
0.76,17.23,0.0,49.28,3.23
0.8,18.13,0.0,50.46,3.19
0.84,19.03,0.0,51.64,3.14
0.88,19.93,0.0,52.82,3.1
0.92,20.83,0.0,54.01,3.06
0.96,21.72,0.0,55.19,3.02
1.0,22.62,-0.01,56.37,2.98
1.04,23.51,-0.01,57.56,2.94
1.08,24.41,-0.01,58.73,2.89
1.12,25.31,-0.01,59.91,2.85
1.16,26.22,-0.01,61.09,2.81
1.2,27.12,-0.01,62.28,2.76
1.24,28.02,-0.01,63.46,2.72
1.28,28.92,-0.01,64.64,2.68
1.32,29.83,-0.02,65.83,2.63
1.36,30.74,-0.02,67.01,2.59
1.4,31.65,-0.02,68.2,2.55
1.44,32.57,-0.02,69.4,2.5
1.48,33.47,-0.02,70.59,2.46
1.52,34.39,-0.02,71.77,2.42
1.56,35.3,-0.03,72.95,2.37
1.6,36.22,-0.03,74.14,2.33
1.64,37.13,-0.03,75.31,2.29
1.68,38.04,-0.03,76.49,2.25
1.72,38.95,-0.03,77.66,2.2
1.76,39.87,-0.03,78.84,2.16
1.8,40.79,-0.04,80.03,2.12
1.84,41.7,-0.04,81.21,2.08
1.88,42.61,-0.04,82.4,2.04
1.92,43.52,-0.04,83.58,1.99
1.96,44.43,-0.04,84.77,1.95
2.0,45.34,-0.04,85.96,1.91
2.04,46.25,-0.04,87.16,1.87
2.08,47.16,-0.04,88.36,1.83
2.12,48.06,-0.04,89.55,1.8
2.16,48.97,-0.04,90.74,1.76
2.2,49.88,-0.04,91.93,1.72
2.24,50.78,-0.04,93.12,1.68
2.28,51.69,-0.04,94.32,1.65
2.32,52.6,-0.04,95.51,1.61
2.36,53.5,-0.04,96.69,1.57
2.4,54.41,-0.04,97.88,1.54
2.44,55.32,-0.04,99.07,1.5
2.48,56.22,-0.04,100.26,1.47
2.52,57.13,-0.04,101.45,1.43
2.56,58.04,-0.04,102.64,1.4
2.6,58.97,-0.04,103.83,1.37
2.64,59.89,-0.04,105.03,1.34
2.68,60.8,-0.04,106.22,1.3
2.72,61.71,-0.04,107.4,1.27
2.76,62.63,-0.04,108.59,1.24
2.8,63.54,-0.04,109.78,1.21
2.84,64.45,-0.04,110.96,1.18
2.88,65.35,-0.04,112.15,1.15
2.92,66.25,-0.04,113.34,1.12
2.96,67.16,-0.04,114.53,1.09
3.0,68.06,-0.04,115.72,1.06
3.04,68.97,-0.04,116.91,1.03
3.08,69.88,-0.04,118.1,1.0
3.12,70.79,-0.04,119.3,0.97
3.16,71.69,-0.04,120.49,0.94
3.2,72.6,-0.04,121.68,0.92
3.24,73.51,-0.04,122.87,0.89
3.28,74.42,-0.04,124.07,0.86
3.32,75.32,-0.04,125.27,0.84
3.36,76.23,-0.04,126.47,0.81
3.4,77.13,-0.04,127.65,0.79
3.44,78.03,-0.04,128.85,0.77
3.48,78.94,-0.04,130.04,0.74
3.52,79.84,-0.04,131.22,0.72
3.56,80.75,-0.04,132.41,0.69
3.6,81.65,-0.04,133.6,0.67
3.64,82.56,-0.04,134.8,0.65
3.68,83.47,-0.04,135.99,0.63
3.72,84.38,-0.04,137.19,0.61
3.76,85.29,-0.04,138.37,0.59
3.8,86.2,-0.04,139.56,0.57
3.84,87.11,-0.04,140.75,0.55
3.88,88.02,-0.04,141.94,0.54
3.92,88.93,-0.04,143.13,0.52
3.96,89.84,-0.04,144.33,0.5
4.0,90.75,-0.04,145.53,0.49
4.04,91.65,-0.04,146.73,0.47
4.08,92.56,-0.05,147.92,0.46
4.12,93.47,-0.05,149.12,0.45
4.16,94.38,-0.05,150.32,0.43
4.2,95.28,-0.05,151.52,0.42
4.24,96.19,-0.05,152.72,0.41
4.28,97.1,-0.05,153.92,0.39
4.32,98.01,-0.05,155.13,0.38
4.36,98.93,-0.05,156.33,0.37
4.4,99.85,-0.06,157.53,0.36
4.44,100.76,-0.06,158.73,0.35
4.48,101.67,-0.06,159.93,0.34
4.52,102.57,-0.06,161.12,0.33
4.56,103.47,-0.07,162.31,0.32
4.6,104.37,-0.07,163.51,0.31
4.64,105.27,-0.07,164.71,0.3
4.68,106.18,-0.08,165.9,0.29
4.72,107.09,-0.08,167.09,0.28
4.76,108.0,-0.08,168.28,0.27
4.8,108.91,-0.09,169.47,0.26
4.84,109.82,-0.09,170.67,0.25
4.88,110.74,-0.1,171.86,0.24
4.92,111.65,-0.11,173.06,0.23
4.96,112.57,-0.11,174.26,0.22
5.0,113.48,-0.12,175.46,0.22
5.04,114.39,-0.12,176.66,0.21
5.08,115.29,-0.13,177.86,0.2
5.12,116.2,-0.14,179.05,0.19
