t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,-41.45,3.79
0.04,0.99,0.0,-40.09,3.8
0.08,1.99,-0.01,-38.73,3.81
0.12,2.98,-0.01,-37.37,3.81
0.16,3.98,-0.01,-36.02,3.82
0.2,4.97,-0.01,-34.66,3.83
0.24,5.9,-0.01,-33.31,3.83
0.28,6.85,-0.01,-31.94,3.84
0.32,7.82,-0.02,-30.59,3.85
0.36,8.79,-0.02,-29.23,3.86
0.4,9.77,-0.02,-27.88,3.86
0.44,10.74,-0.02,-26.52,3.87
0.48,11.72,-0.02,-25.17,3.88
0.52,12.7,-0.02,-23.82,3.89
0.56,13.68,-0.03,-22.47,3.89
0.6,14.66,-0.03,-21.12,3.9
0.64,15.65,-0.03,-19.77,3.91
0.68,16.63,-0.03,-18.42,3.92
0.72,17.63,-0.03,-17.07,3.92
0.76,18.62,-0.03,-15.73,3.93
0.8,19.61,-0.03,-14.38,3.94
0.84,20.6,-0.03,-13.03,3.95
0.88,21.59,-0.03,-11.69,3.95
0.92,22.57,-0.03,-10.34,3.96
0.96,23.56,-0.04,-8.99,3.97
1.0,24.56,-0.04,-7.64,3.98
1.04,25.55,-0.04,-6.29,3.99
1.08,26.54,-0.04,-4.94,3.99
1.12,27.53,-0.04,-3.59,4.0
1.16,28.52,-0.05,-2.24,4.01
1.2,29.5,-0.05,-0.89,4.02
1.24,30.49,-0.05,0.46,4.03
1.28,31.46,-0.05,1.82,4.04
1.32,32.45,-0.05,3.17,4.04
1.36,33.43,-0.06,4.52,4.05
1.4,34.41,-0.06,5.87,4.06
1.44,35.39,-0.06,7.21,4.07
1.48,36.38,-0.07,8.56,4.08
1.52,37.37,-0.07,9.91,4.09
1.56,38.37,-0.07,11.27,4.1
1.6,39.36,-0.08,12.61,4.11
1.64,40.34,-0.08,13.96,4.11
1.68,41.32,-0.08,15.3,4.12
1.72,42.29,-0.08,16.64,4.13
1.76,43.28,-0.09,17.98,4.14
1.8,44.27,-0.09,19.33,4.15
1.84,45.25,-0.09,20.68,4.16
1.88,46.24,-0.09,22.02,4.16
1.92,47.22,-0.09,23.37,4.17
1.96,48.21,-0.1,24.71,4.18
2.0,49.21,-0.1,26.06,4.19
2.04,50.18,-0.1,27.41,4.19
2.08,51.16,-0.1,28.76,4.2
