t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,10.45,4.39
0.04,0.88,0.0,11.68,4.37
0.08,1.76,0.0,12.92,4.35
0.12,2.63,0.0,14.16,4.32
0.16,3.51,0.0,15.4,4.3
0.2,4.37,0.0,16.64,4.27
0.24,5.24,0.0,17.89,4.24
0.28,6.1,0.0,19.13,4.22
0.32,6.96,0.0,20.37,4.19
0.36,7.82,0.0,21.61,4.16
0.4,8.69,0.0,22.85,4.12
0.44,9.56,-0.01,24.09,4.09
0.48,10.42,-0.01,25.33,4.06
0.52,11.28,-0.01,26.56,4.03
0.56,12.17,-0.01,27.79,3.99
0.6,13.05,-0.01,29.02,3.96
0.64,13.94,-0.01,30.25,3.92
0.68,14.81,-0.02,31.48,3.88
0.72,15.67,-0.02,32.71,3.85
0.76,16.53,-0.02,33.95,3.81
0.8,17.39,-0.02,35.18,3.77
0.84,18.26,-0.02,36.42,3.73
0.88,19.12,-0.02,37.65,3.69
0.92,19.98,-0.03,38.89,3.66
0.96,20.85,-0.03,40.13,3.62
1.0,21.71,-0.03,41.36,3.58
1.04,22.59,-0.03,42.59,3.54
1.08,23.46,-0.03,43.82,3.5
1.12,24.33,-0.03,45.05,3.46
1.16,25.19,-0.03,46.28,3.42
1.2,26.04,-0.03,47.5,3.38
1.24,26.9,-0.03,48.72,3.34
1.28,27.76,-0.03,49.94,3.3
1.32,28.63,-0.04,51.17,3.25
1.36,29.5,-0.04,52.41,3.21
1.4,30.36,-0.04,53.64,3.17
1.44,31.22,-0.04,54.87,3.13
1.48,32.09,-0.04,56.11,3.09
1.52,32.96,-0.04,57.33,3.05
1.56,33.83,-0.04,58.56,3.01
1.6,34.69,-0.04,59.78,2.96
1.64,35.55,-0.04,61.0,2.92
1.68,36.4,-0.04,62.22,2.88
1.72,37.25,-0.04,63.43,2.84
1.76,38.1,-0.04,64.65,2.8
1.8,38.96,-0.04,65.87,2.76
1.84,39.83,-0.04,67.09,2.71
1.88,40.71,-0.04,68.32,2.67
1.92,41.58,-0.04,69.55,2.63
1.96,42.45,-0.04,70.78,2.59
2.0,43.32,-0.04,72.01,2.55
2.04,44.18,-0.04,73.25,2.51
2.08,45.04,-0.04,74.47,2.46
2.12,45.9,-0.04,75.7,2.42
2.16,46.76,-0.03,76.93,2.38
2.2,47.62,-0.03,78.16,2.33
2.24,48.48,-0.03,79.38,2.29
2.28,49.33,-0.03,80.6,2.25
2.32,50.19,-0.03,81.82,2.2
2.36,51.04,-0.03,83.04,2.16
