t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,32.04,3.89
0.04,1.04,-0.01,33.34,3.88
0.08,2.08,-0.01,34.65,3.88
0.12,3.12,-0.02,35.96,3.88
0.16,4.15,-0.03,37.26,3.88
0.2,5.18,-0.04,38.56,3.88
0.24,6.22,-0.04,39.86,3.88
0.28,7.25,-0.05,41.16,3.87
0.32,8.28,-0.06,42.46,3.87
0.36,9.32,-0.06,43.76,3.86
0.4,10.34,-0.07,45.05,3.86
0.44,11.36,-0.08,46.35,3.86
0.48,12.38,-0.08,47.65,3.85
0.52,13.4,-0.09,48.94,3.85
0.56,14.43,-0.09,50.24,3.84
0.6,15.46,-0.1,51.54,3.83
0.64,16.49,-0.1,52.84,3.83
0.68,17.52,-0.11,54.15,3.82
0.72,18.55,-0.11,55.45,3.81
0.76,19.58,-0.11,56.75,3.81
0.8,20.61,-0.12,58.06,3.8
0.84,21.64,-0.12,59.36,3.79
0.88,22.67,-0.12,60.66,3.78
0.92,23.71,-0.12,61.96,3.77
0.96,24.74,-0.12,63.26,3.76
1.0,25.77,-0.13,64.56,3.75
1.04,26.81,-0.13,65.86,3.74
1.08,27.84,-0.13,67.15,3.73
1.12,28.86,-0.13,68.45,3.72
1.16,29.89,-0.13,69.74,3.71
1.2,30.92,-0.13,71.04,3.69
1.24,31.94,-0.13,72.33,3.68
1.28,32.96,-0.13,73.63,3.66
1.32,33.98,-0.13,74.93,3.65
1.36,35.0,-0.13,76.22,3.63
1.4,36.02,-0.14,77.51,3.62
1.44,37.04,-0.14,78.8,3.6
1.48,38.06,-0.14,80.09,3.58
1.52,39.08,-0.14,81.37,3.56
1.56,40.1,-0.14,82.67,3.55
1.6,41.12,-0.14,83.97,3.53
1.64,42.16,-0.14,85.26,3.51
1.68,43.18,-0.14,86.56,3.49
1.72,44.21,-0.14,87.85,3.46
1.76,45.24,-0.14,89.14,3.44
1.8,46.27,-0.14,90.43,3.42
1.84,47.3,-0.14,91.73,3.4
