t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,18.38,4.09
0.04,0.98,0.01,19.75,4.07
0.08,1.95,0.01,21.13,4.04
0.12,2.94,0.01,22.5,4.02
0.16,3.92,0.01,23.87,3.99
0.2,4.9,0.01,25.24,3.97
0.24,5.87,0.01,26.61,3.94
0.28,6.84,0.01,27.97,3.91
0.32,7.81,0.02,29.34,3.89
0.36,8.78,0.02,30.71,3.86
0.4,9.75,0.02,32.07,3.83
0.44,10.73,0.02,33.44,3.8
0.48,11.71,0.02,34.81,3.78
0.52,12.69,0.02,36.17,3.75
0.56,13.68,0.02,37.54,3.72
0.6,14.64,0.02,38.91,3.69
0.64,15.61,0.02,40.27,3.66
0.68,16.59,0.03,41.64,3.62
0.72,17.56,0.03,43.01,3.59
0.76,18.53,0.03,44.37,3.56
0.8,19.5,0.03,45.74,3.53
0.84,20.47,0.03,47.13,3.5
0.88,21.45,0.03,48.52,3.46
0.92,22.42,0.03,49.9,3.43
0.96,23.4,0.03,51.28,3.4
1.0,24.38,0.04,52.64,3.36
1.04,25.36,0.04,54.01,3.33
1.08,26.33,0.04,55.38,3.3
1.12,27.3,0.04,56.77,3.26
1.16,28.26,0.04,58.15,3.23
1.2,29.22,0.05,59.52,3.19
1.24,30.2,0.05,60.87,3.15
1.28,31.17,0.05,62.2,3.12
1.32,32.15,0.05,63.6,3.08
1.36,33.12,0.06,64.98,3.04
1.4,34.1,0.06,66.36,3.0
1.44,35.08,0.06,67.73,2.96
1.48,36.05,0.07,69.09,2.92
1.52,37.02,0.07,70.47,2.88
1.56,37.99,0.07,71.85,2.84
1.6,38.96,0.07,73.23,2.8
1.64,39.93,0.08,74.61,2.76
1.68,40.91,0.08,75.99,2.72
1.72,41.87,0.08,77.36,2.68
1.76,42.84,0.08,78.73,2.64
1.8,43.81,0.09,80.1,2.59
1.84,44.78,0.09,81.46,2.55
1.88,45.76,0.09,82.84,2.51
1.92,46.73,0.09,84.21,2.47
1.96,47.7,0.1,85.58,2.42
2.0,48.67,0.1,86.95,2.38
2.04,49.65,0.1,88.32,2.34
2.08,50.63,0.1,89.68,2.29
2.12,51.61,0.1,91.05,2.25
2.16,52.58,0.1,92.41,2.21
2.2,53.55,0.1,93.78,2.16
2.24,54.52,0.11,95.14,2.12
2.28,55.49,0.11,96.5,2.08
2.32,56.46,0.11,97.86,2.04
2.36,57.42,0.11,99.23,2.0
2.4,58.38,0.11,100.6,1.96
2.44,59.36,0.11,101.97,1.92
2.48,60.33,0.11,103.35,1.88
2.52,61.3,0.11,104.74,1.84
2.56,62.27,0.11,106.07,1.8
2.6,63.25,0.11,107.43,1.76
2.64,64.22,0.11,108.79,1.73
2.68,65.18,0.11,110.15,1.69
2.72,66.14,0.1,111.51,1.66
2.76,67.11,0.1,112.87,1.62
2.8,68.07,0.1,114.25,1.59
2.84,69.04,0.1,115.6,1.56
2.88,70.0,0.1,116.96,1.53
2.92,70.97,0.1,118.32,1.5
2.96,71.94,0.1,119.68,1.47
3.0,72.91,0.1,121.03,1.44
3.04,73.87,0.1,122.39,1.41
3.08,74.84,0.1,123.74,1.38
3.12,75.81,0.1,125.1,1.36
3.16,76.77,0.1,126.45,1.33
3.2,77.74,0.09,127.8,1.31
3.24,78.7,0.09,129.16,1.28
3.28,79.67,0.09,130.51,1.26
3.32,80.64,0.09,131.86,1.24
3.36,81.61,0.09,133.21,1.21
3.4,82.58,0.09,134.57,1.19
3.44,83.56,0.09,135.92,1.17
3.48,84.53,0.08,137.31,1.15
3.52,85.51,0.08,138.69,1.13
3.56,86.48,0.08,140.06,1.11
3.6,87.45,0.07,141.43,1.09
3.64,88.42,0.07,142.8,1.08
3.68,89.37,0.07,144.16,1.06
3.72,90.34,0.07,145.52,1.04
3.76,91.31,0.06,146.88,1.03
3.8,92.28,0.06,148.25,1.01
3.84,93.25,0.06,149.61,1.0
3.88,94.22,0.05,150.97,0.98
3.92,95.2,0.05,152.32,0.97
3.96,96.16,0.04,153.68,0.95
4.0,97.13,0.04,155.03,0.94
4.04,98.1,0.04,156.39,0.93
4.08,99.06,0.03,157.74,0.91
4.12,100.04,0.03,159.1,0.9
4.16,101.01,0.02,160.46,0.89
4.2,101.98,0.02,161.83,0.88
4.24,102.95,0.01,163.18,0.87
4.28,103.92,0.01,164.55,0.86
4.32,104.88,0.0,165.9,0.85
4.36,105.85,-0.01,167.25,0.84
4.4,106.81,-0.01,168.61,0.83
4.44,107.78,-0.02,169.97,0.82
4.48,108.74,-0.02,171.31,0.81
4.52,109.71,-0.03,172.67,0.8
4.56,110.68,-0.03,174.02,0.79
4.6,111.65,-0.04,175.37,0.78
4.64,112.62,-0.05,176.72,0.77
4.68,113.6,-0.05,178.08,0.76
4.72,114.58,-0.06,179.43,0.75
4.76,115.55,-0.06,180.79,0.74
4.8,116.51,-0.07,182.14,0.73
4.84,117.46,-0.07,183.49,0.73
4.88,118.43,-0.08,184.85,0.72
4.92,119.39,-0.09,186.19,0.71
4.96,120.36,-0.09,187.52,0.7
5.0,121.33,-0.1,188.87,0.69
5.04,122.3,-0.1,190.2,0.69
5.08,123.27,-0.11,191.52,0.68
5.12,124.24,-0.12,192.86,0.67
5.16,125.22,-0.12,194.2,0.67
5.2,126.18,-0.13,195.54,0.66
5.24,127.15,-0.14,196.89,0.66
5.28,128.1,-0.14,198.24,0.65
5.32,129.06,-0.15,199.6,0.65
5.36,130.03,-0.15,200.96,0.64
5.4,130.99,-0.16,202.31,0.64
5.44,131.95,-0.16,203.65,0.64
5.48,132.92,-0.17,205.0,0.63
