t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,4.91,3.76
0.04,1.11,0.01,6.36,3.74
0.08,2.24,0.01,7.81,3.73
0.12,3.36,0.02,9.26,3.71
0.16,4.48,0.02,10.72,3.7
0.2,5.6,0.03,12.16,3.68
0.24,6.72,0.03,13.61,3.66
0.28,7.84,0.04,15.06,3.64
0.32,8.97,0.04,16.51,3.62
0.36,10.09,0.05,17.96,3.6
0.4,11.21,0.06,19.41,3.58
0.44,12.34,0.06,20.86,3.56
0.48,13.47,0.07,22.31,3.53
0.52,14.6,0.07,23.76,3.51
0.56,15.72,0.08,25.21,3.49
0.6,16.85,0.08,26.66,3.46
0.64,17.98,0.09,28.11,3.44
0.68,19.1,0.1,29.55,3.41
0.72,20.22,0.1,31.0,3.38
0.76,21.34,0.11,32.44,3.36
0.8,22.46,0.11,33.88,3.33
0.84,23.59,0.12,35.32,3.3
0.88,24.72,0.13,36.76,3.27
0.92,25.85,0.13,38.21,3.24
0.96,26.97,0.14,39.65,3.21
1.0,28.1,0.14,41.1,3.18
1.04,29.24,0.15,42.54,3.15
1.08,30.37,0.16,43.98,3.12
1.12,31.49,0.17,45.42,3.08
1.16,32.61,0.17,46.86,3.05
1.2,33.73,0.18,48.3,3.02
1.24,34.86,0.19,49.74,2.99
1.28,35.98,0.2,51.18,2.95
1.32,37.11,0.2,52.62,2.92
1.36,38.25,0.21,54.06,2.88
1.4,39.37,0.22,55.5,2.85
1.44,40.5,0.23,56.93,2.82
1.48,41.62,0.24,58.37,2.78
1.52,42.75,0.25,59.8,2.75
1.56,43.89,0.26,61.23,2.71
1.6,45.01,0.27,62.66,2.68
1.64,46.14,0.27,64.1,2.64
1.68,47.27,0.28,65.54,2.61
1.72,48.39,0.29,66.98,2.57
1.76,49.52,0.3,68.43,2.53
1.8,50.66,0.31,69.87,2.5
1.84,51.78,0.32,71.3,2.46
1.88,52.91,0.32,72.74,2.42
1.92,54.04,0.33,74.18,2.39
1.96,55.16,0.34,75.61,2.35
