t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,20.89,4.77
0.04,0.96,0.01,22.31,4.76
0.08,1.91,0.01,23.73,4.75
0.12,2.86,0.01,25.14,4.74
0.16,3.8,0.01,26.56,4.73
0.2,4.74,0.02,27.97,4.72
0.24,5.7,0.02,29.39,4.7
0.28,6.65,0.02,30.8,4.69
0.32,7.61,0.03,32.21,4.68
0.36,8.57,0.03,33.62,4.66
0.4,9.53,0.04,35.03,4.65
0.44,10.5,0.04,36.43,4.63
0.48,11.47,0.04,37.85,4.61
0.52,12.43,0.05,39.26,4.6
0.56,13.4,0.05,40.68,4.58
0.6,14.36,0.05,42.09,4.56
0.64,15.31,0.06,43.5,4.54
0.68,16.26,0.06,44.91,4.53
0.72,17.21,0.06,46.33,4.51
0.76,18.15,0.06,47.74,4.49
0.8,19.09,0.07,49.14,4.47
0.84,20.03,0.07,50.56,4.44
0.88,20.97,0.07,51.96,4.42
0.92,21.92,0.07,53.37,4.4
0.96,22.86,0.08,54.78,4.38
1.0,23.82,0.08,56.19,4.35
1.04,24.77,0.08,57.61,4.33
1.08,25.71,0.08,59.02,4.3
1.12,26.65,0.09,60.43,4.28
1.16,27.6,0.09,61.84,4.25
1.2,28.55,0.09,63.25,4.23
1.24,29.5,0.09,64.65,4.2
1.28,30.46,0.1,66.06,4.17
1.32,31.41,0.1,67.46,4.14
1.36,32.37,0.1,68.86,4.11
1.4,33.33,0.1,70.27,4.08
1.44,34.28,0.11,71.67,4.05
1.48,35.23,0.11,73.07,4.02
1.52,36.19,0.11,74.48,3.99
1.56,37.12,0.12,75.88,3.96
1.6,38.06,0.12,77.29,3.92
1.64,38.99,0.12,78.68,3.89
1.68,39.94,0.12,80.09,3.85
1.72,40.88,0.13,81.49,3.82
1.76,41.83,0.13,82.9,3.78
1.8,42.78,0.13,84.29,3.74
1.84,43.74,0.14,85.69,3.7
1.88,44.7,0.14,87.1,3.67
1.92,45.65,0.15,88.51,3.63
1.96,46.6,0.15,89.93,3.59
2.0,47.54,0.15,91.34,3.55
2.04,48.48,0.16,92.75,3.51
2.08,49.44,0.16,94.15,3.46
2.12,50.38,0.16,95.55,3.42
2.16,51.33,0.17,96.95,3.38
2.2,52.28,0.17,98.34,3.34
2.24,53.22,0.17,99.74,3.29
2.28,54.17,0.18,101.13,3.25
2.32,55.11,0.18,102.53,3.21
2.36,56.05,0.18,103.92,3.16
2.4,57.0,0.18,105.32,3.12
2.44,57.95,0.19,106.73,3.07
2.48,58.9,0.19,108.14,3.03
2.52,59.86,0.2,109.56,2.98
2.56,60.82,0.2,110.95,2.94
2.6,61.77,0.2,112.35,2.89
2.64,62.72,0.21,113.74,2.85
2.68,63.67,0.21,115.13,2.8
2.72,64.61,0.21,116.52,2.76
2.76,65.55,0.22,117.91,2.71
2.8,66.49,0.22,119.31,2.66
2.84,67.43,0.23,120.71,2.62
2.88,68.37,0.23,122.11,2.57
2.92,69.31,0.24,123.52,2.53
2.96,70.26,0.25,124.92,2.49
3.0,71.21,0.25,126.32,2.44
3.04,72.15,0.26,127.72,2.4
3.08,73.1,0.26,129.12,2.36
3.12,74.04,0.27,130.51,2.32
3.16,75.0,0.27,131.9,2.28
3.2,75.95,0.28,133.29,2.23
3.24,76.9,0.28,134.69,2.19
3.28,77.85,0.28,136.08,2.15
3.32,78.8,0.29,137.48,2.11
3.36,79.75,0.29,138.88,2.08
3.4,80.7,0.3,140.28,2.04
3.44,81.64,0.3,141.66,2.0
3.48,82.59,0.31,143.05,1.96
3.52,83.53,0.32,144.43,1.93
3.56,84.48,0.32,145.82,1.89
3.6,85.43,0.33,147.21,1.86
3.64,86.37,0.33,148.61,1.83
3.68,87.31,0.34,150.0,1.79
3.72,88.26,0.34,151.39,1.76
3.76,89.21,0.35,152.78,1.73
3.8,90.15,0.35,154.17,1.7
3.84,91.1,0.36,155.57,1.67
3.88,92.05,0.37,156.96,1.65
3.92,93.0,0.37,158.36,1.62
3.96,93.94,0.38,159.76,1.59
4.0,94.88,0.38,161.15,1.57
4.04,95.83,0.39,162.55,1.55
4.08,96.77,0.39,163.94,1.52
4.12,97.71,0.4,165.33,1.5
4.16,98.65,0.41,166.72,1.48
4.2,99.6,0.41,168.12,1.46
4.24,100.56,0.42,169.51,1.43
4.28,101.51,0.42,170.9,1.41
4.32,102.46,0.43,172.28,1.39
4.36,103.4,0.44,173.67,1.38
4.4,104.34,0.44,175.05,1.36
4.44,105.28,0.45,176.44,1.34
4.48,106.22,0.45,177.83,1.32
4.52,107.16,0.46,179.22,1.31
4.56,108.1,0.46,180.61,1.29
4.6,109.05,0.47,182.0,1.28
4.64,110.0,0.48,183.39,1.27
4.68,110.95,0.48,184.79,1.26
4.72,111.91,0.49,186.18,1.25
4.76,112.85,0.49,187.58,1.24
4.8,113.8,0.5,188.96,1.23
4.84,114.74,0.5,190.35,1.22
4.88,115.68,0.51,191.74,1.21
4.92,116.61,0.51,193.13,1.2
4.96,117.54,0.52,194.52,1.2
5.0,118.48,0.52,195.92,1.19
5.04,119.42,0.53,197.31,1.19
5.08,120.36,0.53,198.7,1.18
