t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,10.22,4.08
0.04,0.97,0.0,11.44,4.07
0.08,1.93,0.0,12.67,4.07
0.12,2.89,0.0,13.89,4.07
0.16,3.85,0.0,15.11,4.06
0.2,4.81,0.0,16.33,4.06
0.24,5.78,0.01,17.54,4.06
0.28,6.74,0.01,18.75,4.05
0.32,7.71,0.01,19.95,4.05
0.36,8.68,0.01,21.15,4.05
0.4,9.64,0.02,22.38,4.05
0.44,10.61,0.02,23.6,4.04
0.48,11.57,0.02,24.82,4.04
0.52,12.53,0.02,26.05,4.04
0.56,13.5,0.02,27.27,4.04
0.6,14.47,0.03,28.49,4.04
0.64,15.43,0.03,29.7,4.04
0.68,16.39,0.03,30.91,4.04
0.72,17.35,0.04,32.12,4.04
0.76,18.31,0.04,33.33,4.04
0.8,19.27,0.04,34.54,4.04
0.84,20.23,0.05,35.76,4.04
0.88,21.19,0.05,36.98,4.04
0.92,22.15,0.05,38.2,4.04
0.96,23.12,0.06,39.41,4.04
1.0,24.09,0.06,40.63,4.04
1.04,25.07,0.06,41.85,4.04
1.08,26.03,0.06,43.05,4.04
1.12,27.0,0.07,44.26,4.04
1.16,27.96,0.07,45.46,4.04
1.2,28.93,0.07,46.66,4.04
1.24,29.89,0.07,47.87,4.04
1.28,30.85,0.07,49.08,4.04
1.32,31.82,0.08,50.27,4.04
1.36,32.78,0.08,51.5,4.04
1.4,33.75,0.08,52.71,4.04
1.44,34.71,0.08,53.93,4.04
1.48,35.68,0.08,55.14,4.03
1.52,36.64,0.09,56.35,4.03
1.56,37.61,0.09,57.57,4.03
1.6,38.57,0.09,58.78,4.03
1.64,39.52,0.09,59.98,4.03
1.68,40.48,0.09,61.21,4.03
1.72,41.45,0.09,62.42,4.02
1.76,42.42,0.09,63.63,4.02
1.8,43.39,0.1,64.85,4.02
1.84,44.35,0.1,66.05,4.01
1.88,45.32,0.1,67.26,4.01
1.92,46.29,0.1,68.47,4.0
1.96,47.26,0.1,69.67,4.0
2.0,48.23,0.1,70.89,3.99
2.04,49.19,0.1,72.09,3.98
2.08,50.15,0.1,73.3,3.98
2.12,51.11,0.1,74.52,3.97
2.16,52.07,0.1,75.73,3.96
2.2,53.03,0.1,76.95,3.95
2.24,54.0,0.1,78.17,3.94
2.28,54.96,0.1,79.39,3.93
2.32,55.93,0.1,80.61,3.92
2.36,56.9,0.09,81.82,3.91
