t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,9.97,4.13
0.04,0.92,0.0,11.22,4.12
0.08,1.84,-0.01,12.46,4.11
0.12,2.76,-0.01,13.71,4.1
0.16,3.69,-0.02,14.96,4.09
0.2,4.62,-0.02,16.21,4.08
0.24,5.55,-0.03,17.45,4.07
0.28,6.47,-0.03,18.68,4.06
0.32,7.39,-0.03,19.92,4.04
0.36,8.3,-0.04,21.16,4.03
0.4,9.21,-0.04,22.41,4.02
0.44,10.13,-0.04,23.65,4.0
0.48,11.05,-0.05,24.9,3.99
0.52,11.96,-0.05,26.14,3.98
0.56,12.88,-0.05,27.38,3.96
0.6,13.81,-0.05,28.64,3.94
0.64,14.73,-0.06,29.88,3.93
0.68,15.66,-0.06,31.13,3.91
0.72,16.59,-0.06,32.38,3.9
0.76,17.5,-0.07,33.62,3.88
0.8,18.42,-0.07,34.86,3.86
0.84,19.33,-0.07,36.11,3.84
0.88,20.24,-0.07,37.36,3.82
0.92,21.16,-0.07,38.6,3.81
0.96,22.09,-0.07,39.84,3.79
1.0,23.02,-0.08,41.08,3.77
1.04,23.95,-0.08,42.33,3.75
1.08,24.87,-0.08,43.57,3.73
1.12,25.8,-0.08,44.82,3.71
1.16,26.71,-0.08,46.06,3.69
1.2,27.62,-0.08,47.31,3.67
1.24,28.54,-0.07,48.55,3.65
1.28,29.45,-0.07,49.8,3.62
1.32,30.38,-0.07,51.04,3.6
1.36,31.3,-0.07,52.28,3.58
1.4,32.22,-0.07,53.52,3.56
1.44,33.14,-0.07,54.77,3.54
1.48,34.06,-0.07,56.01,3.51
1.52,34.99,-0.07,57.25,3.49
1.56,35.91,-0.07,58.49,3.47
1.6,36.84,-0.07,59.74,3.45
1.64,37.77,-0.06,60.99,3.42
1.68,38.69,-0.06,62.24,3.4
1.72,39.61,-0.06,63.5,3.38
1.76,40.53,-0.06,64.75,3.35
1.8,41.45,-0.06,66.0,3.33
1.84,42.36,-0.06,67.25,3.31
1.88,43.28,-0.06,68.49,3.28
1.92,44.2,-0.05,69.74,3.26
1.96,45.12,-0.05,70.99,3.23
2.0,46.04,-0.05,72.24,3.2
2.04,46.97,-0.05,73.49,3.18
2.08,47.9,-0.04,74.73,3.15
2.12,48.82,-0.04,75.98,3.12
2.16,49.74,-0.04,77.22,3.09
2.2,50.65,-0.04,78.46,3.07
2.24,51.57,-0.04,79.7,3.04
2.28,52.5,-0.03,80.96,3.01
2.32,53.43,-0.03,82.21,2.98
2.36,54.35,-0.03,83.46,2.95
2.4,55.28,-0.03,84.71,2.92
2.44,56.2,-0.02,85.96,2.89
2.48,57.11,-0.02,87.2,2.85
2.52,58.03,-0.02,88.44,2.82
2.56,58.94,-0.01,89.69,2.79
2.6,59.86,-0.01,90.94,2.76
2.64,60.77,-0.01,92.19,2.73
2.68,61.69,0.0,93.44,2.7
2.72,62.62,0.0,94.68,2.66
2.76,63.54,0.01,95.93,2.63
2.8,64.46,0.01,97.17,2.6
2.84,65.39,0.02,98.41,2.56
2.88,66.32,0.02,99.66,2.53
2.92,67.24,0.02,100.9,2.5
2.96,68.16,0.03,102.15,2.46
3.0,69.08,0.03,103.39,2.43
3.04,69.99,0.04,104.63,2.4
3.08,70.91,0.04,105.87,2.36
3.12,71.82,0.05,107.12,2.33
3.16,72.75,0.05,108.36,2.29
3.2,73.68,0.05,109.62,2.26
3.24,74.59,0.06,110.87,2.22
3.28,75.51,0.06,112.11,2.19
3.32,76.43,0.06,113.36,2.15
3.36,77.36,0.07,114.6,2.12
3.4,78.28,0.07,115.85,2.08
3.44,79.2,0.07,117.09,2.05
3.48,80.12,0.08,118.34,2.01
3.52,81.04,0.08,119.59,1.98
3.56,81.97,0.09,120.84,1.94
3.6,82.89,0.09,122.08,1.91
3.64,83.82,0.09,123.34,1.87
3.68,84.75,0.1,124.59,1.84
3.72,85.67,0.1,125.82,1.8
3.76,86.59,0.1,127.07,1.77
3.8,87.51,0.11,128.31,1.73
3.84,88.43,0.11,129.55,1.7
3.88,89.35,0.11,130.8,1.66
3.92,90.25,0.12,132.04,1.63
3.96,91.16,0.12,133.28,1.6
4.0,92.08,0.12,134.52,1.56
4.04,93.0,0.12,135.76,1.53
4.08,93.91,0.13,137.0,1.5
4.12,94.83,0.13,138.24,1.47
4.16,95.75,0.13,139.47,1.43
4.2,96.68,0.13,140.71,1.4
4.24,97.6,0.13,141.95,1.37
4.28,98.53,0.13,143.19,1.34
4.32,99.44,0.13,144.43,1.31
4.36,100.35,0.13,145.67,1.28
4.4,101.26,0.13,146.91,1.25
4.44,102.19,0.13,148.15,1.22
4.48,103.11,0.13,149.4,1.19
4.52,104.03,0.13,150.64,1.17
4.56,104.96,0.13,151.89,1.14
4.6,105.88,0.13,153.13,1.11
4.64,106.8,0.13,154.38,1.09
4.68,107.72,0.13,155.62,1.06
4.72,108.64,0.13,156.87,1.04
4.76,109.57,0.13,158.12,1.01
4.8,110.5,0.13,159.37,0.99
4.84,111.42,0.13,160.61,0.97
4.88,112.34,0.13,161.85,0.95
4.92,113.27,0.13,163.1,0.93
4.96,114.19,0.13,164.34,0.9
5.0,115.12,0.13,165.59,0.88
5.04,116.04,0.13,166.84,0.86
5.08,116.97,0.13,168.08,0.84
5.12,117.9,0.13,169.33,0.82
5.16,118.82,0.13,170.57,0.81
5.2,119.74,0.13,171.82,0.79
5.24,120.66,0.13,173.07,0.77
5.28,121.58,0.13,174.32,0.75
5.32,122.5,0.13,175.57,0.73
5.36,123.41,0.13,176.82,0.72
5.4,124.33,0.13,178.07,0.7
5.44,125.25,0.13,179.31,0.69
5.48,126.17,0.13,180.56,0.67
5.52,127.08,0.13,181.8,0.66
5.56,128.01,0.13,183.05,0.65
5.6,128.93,0.13,184.29,0.63
5.64,129.85,0.13,185.53,0.62
5.68,130.77,0.13,186.77,0.61
5.72,131.69,0.13,188.0,0.6
5.76,132.6,0.13,189.25,0.59
5.8,133.52,0.13,190.5,0.58
5.84,134.44,0.13,191.75,0.57
5.88,135.36,0.12,193.0,0.56
5.92,136.28,0.12,194.24,0.55
5.96,137.2,0.12,195.48,0.54
6.0,138.13,0.12,196.73,0.54
6.04,139.05,0.12,197.97,0.53
6.08,139.97,0.12,199.22,0.52
6.12,140.9,0.12,200.46,0.51
6.16,141.82,0.12,201.7,0.51
6.2,142.74,0.11,202.94,0.5
6.24,143.66,0.11,204.18,0.5
6.28,144.57,0.11,205.44,0.49
6.32,145.49,0.11,206.68,0.48
6.36,146.41,0.11,207.93,0.48
6.4,147.33,0.1,209.18,0.47
6.44,148.24,0.1,210.42,0.47
6.48,149.16,0.1,211.66,0.46
6.52,150.08,0.09,212.9,0.46
6.56,150.99,0.09,214.14,0.46
6.6,151.91,0.09,215.38,0.46
6.64,152.82,0.09,216.62,0.45
6.68,153.74,0.08,217.87,0.45
6.72,154.65,0.08,219.12,0.45
6.76,155.57,0.08,220.37,0.45
6.8,156.49,0.07,221.62,0.45
6.84,157.4,0.07,222.87,0.44
6.88,158.33,0.07,224.12,0.44
6.92,159.24,0.06,225.37,0.44
6.96,160.16,0.06,226.63,0.44
7.0,161.08,0.06,227.87,0.44
7.04,162.0,0.05,229.11,0.44
7.08,162.91,0.05,230.35,0.44
7.12,163.83,0.05,231.6,0.44
7.16,164.74,0.04,232.85,0.44
7.2,165.66,0.04,234.09,0.44
7.24,166.58,0.04,235.33,0.44
7.28,167.51,0.03,236.57,0.44
7.32,168.43,0.03,237.81,0.44
7.36,169.36,0.02,239.06,0.44
7.4,170.27,0.02,240.3,0.44
7.44,171.19,0.02,241.55,0.44
7.48,172.11,0.01,242.8,0.44
7.52,173.02,0.01,244.05,0.44
7.56,173.93,0.0,245.3,0.44
7.6,174.84,0.0,246.55,0.44
7.64,175.75,0.0,247.81,0.44
7.68,176.67,-0.01,249.06,0.44
7.72,177.59,-0.01,250.3,0.44
7.76,178.52,-0.01,251.55,0.44
7.8,179.45,-0.02,252.79,0.44
7.84,180.37,-0.02,254.03,0.44
7.88,181.28,-0.02,255.27,0.44
7.92,182.2,-0.03,256.51,0.44
7.96,183.11,-0.03,257.76,0.44
8.0,184.02,-0.03,259.0,0.44
8.04,184.95,-0.04,260.25,0.44
8.08,185.87,-0.04,261.49,0.43
8.12,186.79,-0.04,262.73,0.43
8.16,187.7,-0.04,263.97,0.43
8.2,188.62,-0.05,265.21,0.43
8.24,189.53,-0.05,266.45,0.43
8.28,190.44,-0.05,267.7,0.43
8.32,191.36,-0.05,268.95,0.42
8.36,192.27,-0.06,270.19,0.42
8.4,193.17,-0.06,271.43,0.42
8.44,194.07,-0.06,272.67,0.42
8.48,194.99,-0.06,273.93,0.41
8.52,195.9,-0.07,275.18,0.41
8.56,196.82,-0.07,276.42,0.41
8.6,197.73,-0.07,277.66,0.41
8.64,198.65,-0.07,278.91,0.4
8.68,199.58,-0.07,280.15,0.4
8.72,200.49,-0.07,281.4,0.4
8.76,201.41,-0.07,282.64,0.39
8.8,202.32,-0.07,283.9,0.39
8.84,203.23,-0.07,285.14,0.39
8.88,204.14,-0.07,286.38,0.39
8.92,205.06,-0.07,287.63,0.38
8.96,205.98,-0.07,288.89,0.38
9.0,206.9,-0.07,290.13,0.38
9.04,207.81,-0.07,291.37,0.38
9.08,208.72,-0.07,292.61,0.38
9.12,209.63,-0.08,293.84,0.38
9.16,210.54,-0.08,295.08,0.37
9.2,211.45,-0.08,296.32,0.37
9.24,212.36,-0.08,297.56,0.37
9.28,213.27,-0.08,298.81,0.37
9.32,214.18,-0.08,300.06,0.37
9.36,215.09,-0.09,301.3,0.37
9.4,216.0,-0.09,302.55,0.37
9.44,216.92,-0.09,303.8,0.37
9.48,217.83,-0.09,305.05,0.37
9.52,218.75,-0.09,306.29,0.36
