t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,-2.86,3.27
0.04,0.92,0.0,-1.72,3.27
0.08,1.86,0.01,-0.57,3.27
0.12,2.83,0.02,0.6,3.27
0.16,3.79,0.02,1.74,3.27
0.2,4.78,0.03,2.89,3.26
0.24,5.78,0.04,4.03,3.26
0.28,6.78,0.04,5.18,3.26
0.32,7.8,0.05,6.34,3.26
0.36,8.79,0.05,7.5,3.26
0.4,9.82,0.06,8.68,3.26
0.44,10.83,0.06,9.85,3.26
0.48,11.85,0.06,11.02,3.25
0.52,12.88,0.07,12.2,3.25
0.56,13.92,0.07,13.36,3.25
0.6,14.94,0.07,14.53,3.25
0.64,15.97,0.08,15.68,3.24
0.68,17.01,0.08,16.84,3.24
0.72,18.04,0.08,18.01,3.24
0.76,19.07,0.08,19.18,3.24
0.8,20.1,0.08,20.35,3.24
0.84,21.12,0.08,21.51,3.23
0.88,22.12,0.08,22.66,3.23
0.92,23.12,0.08,23.81,3.23
0.96,24.13,0.08,24.97,3.23
1.0,25.14,0.07,26.13,3.22
1.04,26.15,0.07,27.28,3.22
1.08,27.16,0.06,28.42,3.22
1.12,28.18,0.06,29.57,3.22
1.16,29.19,0.05,30.72,3.22
1.2,30.21,0.05,31.87,3.21
1.24,31.23,0.04,33.02,3.21
1.28,32.25,0.03,34.17,3.21
1.32,33.28,0.03,35.33,3.21
1.36,34.3,0.02,36.49,3.21
1.4,35.32,0.01,37.64,3.21
1.44,36.33,0.0,38.79,3.21
1.48,37.35,-0.01,39.94,3.21
1.52,38.37,-0.02,41.1,3.2
1.56,39.39,-0.02,42.26,3.2
1.6,40.38,-0.03,43.39,3.2
1.64,41.38,-0.05,44.54,3.2
1.68,42.38,-0.06,45.69,3.2
1.72,43.39,-0.07,46.83,3.2
1.76,44.41,-0.08,47.98,3.2
1.8,45.43,-0.09,49.12,3.2
1.84,46.44,-0.1,50.26,3.2
1.88,47.46,-0.11,51.41,3.2
1.92,48.48,-0.12,52.56,3.21
1.96,49.49,-0.13,53.71,3.21
2.0,50.5,-0.14,54.85,3.21
2.04,51.51,-0.15,55.99,3.21
2.08,52.54,-0.16,57.15,3.21
2.12,53.56,-0.17,58.3,3.21
2.16,54.59,-0.18,59.45,3.21
2.2,55.61,-0.18,60.61,3.2
2.24,56.62,-0.19,61.76,3.2
2.28,57.63,-0.2,62.9,3.2
2.32,58.64,-0.21,64.05,3.2
2.36,59.66,-0.22,65.2,3.2
2.4,60.68,-0.23,66.35,3.2
2.44,61.69,-0.23,67.49,3.2
2.48,62.71,-0.24,68.62,3.19
2.52,63.73,-0.25,69.76,3.19
2.56,64.75,-0.26,70.89,3.19
2.6,65.77,-0.26,72.02,3.19
2.64,66.77,-0.27,73.15,3.18
2.68,67.79,-0.28,74.3,3.18
2.72,68.8,-0.28,75.45,3.18
2.76,69.81,-0.29,76.59,3.17
2.8,70.82,-0.3,77.73,3.17
2.84,71.83,-0.3,78.87,3.16
2.88,72.84,-0.31,80.02,3.16
2.92,73.85,-0.31,81.16,3.15
2.96,74.85,-0.32,82.3,3.15
3.0,75.86,-0.33,83.45,3.14
3.04,76.88,-0.33,84.6,3.14
