t,x_ego,y_ego,x_tgt,y_tgt
0.0,-0.0,0.0,18.71,4.0
0.04,1.14,0.0,20.09,3.98
0.08,2.3,0.0,21.48,3.97
0.12,3.46,-0.01,22.86,3.95
0.16,4.62,-0.01,24.25,3.93
0.2,5.77,-0.01,25.64,3.92
0.24,6.93,-0.02,27.02,3.9
0.28,8.08,-0.02,28.4,3.88
0.32,9.23,-0.03,29.78,3.86
0.36,10.38,-0.03,31.17,3.84
0.4,11.53,-0.03,32.55,3.82
0.44,12.68,-0.04,33.93,3.8
0.48,13.83,-0.04,35.32,3.78
0.52,14.99,-0.05,36.7,3.75
0.56,16.14,-0.05,38.08,3.73
0.6,17.29,-0.06,39.46,3.7
0.64,18.45,-0.06,40.84,3.68
0.68,19.61,-0.07,42.22,3.65
0.72,20.76,-0.07,43.6,3.63
0.76,21.92,-0.08,44.98,3.6
0.8,23.08,-0.09,46.36,3.57
0.84,24.23,-0.09,47.74,3.54
0.88,25.39,-0.1,49.13,3.51
0.92,26.54,-0.11,50.51,3.48
0.96,27.69,-0.11,51.89,3.45
1.0,28.85,-0.12,53.26,3.42
1.04,30.0,-0.13,54.64,3.39
1.08,31.16,-0.13,56.02,3.35
1.12,32.32,-0.14,57.39,3.32
1.16,33.48,-0.15,58.77,3.29
1.2,34.64,-0.15,60.16,3.25
1.24,35.8,-0.16,61.54,3.22
1.28,36.95,-0.17,62.92,3.18
1.32,38.11,-0.18,64.3,3.14
1.36,39.28,-0.19,65.67,3.11
1.4,40.44,-0.2,67.05,3.07
1.44,41.6,-0.21,68.43,3.04
1.48,42.76,-0.22,69.81,3.0
1.52,43.92,-0.23,71.18,2.96
1.56,45.08,-0.24,72.56,2.92
1.6,46.24,-0.24,73.94,2.89
1.64,47.4,-0.25,75.32,2.85
1.68,48.57,-0.26,76.69,2.81
1.72,49.73,-0.27,78.06,2.77
1.76,50.9,-0.28,79.43,2.73
1.8,52.07,-0.29,80.79,2.7
1.84,53.23,-0.3,82.15,2.66
1.88,54.4,-0.31,83.52,2.62
1.92,55.58,-0.31,84.88,2.58
1.96,56.76,-0.32,86.25,2.55
2.0,57.93,-0.33,87.63,2.51
2.04,59.1,-0.34,89.02,2.47
2.08,60.27,-0.34,90.4,2.43
2.12,61.45,-0.35,91.78,2.4
2.16,62.63,-0.36,93.15,2.36
2.2,63.8,-0.37,94.52,2.32
2.24,64.97,-0.37,95.89,2.29
2.28,66.14,-0.38,97.25,2.25
2.32,67.32,-0.39,98.62,2.21
2.36,68.5,-0.4,99.98,2.18
2.4,69.69,-0.4,101.34,2.14
2.44,70.87,-0.41,102.7,2.11
2.48,72.06,-0.42,104.06,2.08
2.52,73.24,-0.42,105.46,2.04
2.56,74.42,-0.43,106.83,2.01
2.6,75.61,-0.44,108.23,1.97
