t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,28.22,3.62
0.04,0.95,0.0,29.24,3.6
0.08,1.92,0.0,30.26,3.58
0.12,2.89,0.01,31.29,3.56
0.16,3.87,0.01,32.33,3.54
0.2,4.82,0.02,33.34,3.52
0.24,5.77,0.02,34.34,3.5
0.28,6.73,0.03,35.35,3.48
0.32,7.69,0.04,36.37,3.46
0.36,8.64,0.05,37.38,3.44
0.4,9.58,0.05,38.39,3.41
0.44,10.53,0.06,39.39,3.39
0.48,11.48,0.07,40.4,3.36
0.52,12.45,0.08,41.43,3.34
0.56,13.41,0.1,42.46,3.31
0.6,14.37,0.11,43.48,3.28
0.64,15.34,0.12,44.5,3.26
0.68,16.3,0.13,45.52,3.23
0.72,17.26,0.14,46.54,3.2
0.76,18.22,0.16,47.55,3.17
0.8,19.17,0.17,48.56,3.14
0.84,20.12,0.19,49.57,3.11
0.88,21.09,0.2,50.59,3.08
0.92,22.05,0.21,51.61,3.05
0.96,23.01,0.23,52.61,3.01
1.0,23.97,0.24,53.62,2.98
1.04,24.93,0.25,54.62,2.95
1.08,25.89,0.26,55.63,2.91
1.12,26.87,0.27,56.67,2.88
1.16,27.84,0.28,57.7,2.85
1.2,28.8,0.29,58.71,2.81
1.24,29.76,0.3,59.73,2.78
1.28,30.71,0.31,60.74,2.74
1.32,31.68,0.32,61.74,2.71
1.36,32.64,0.32,62.76,2.67
1.4,33.59,0.33,63.76,2.63
1.44,34.54,0.34,64.76,2.6
1.48,35.49,0.35,65.77,2.56
1.52,36.46,0.35,66.8,2.52
1.56,37.42,0.36,67.83,2.49
1.6,38.38,0.36,68.85,2.45
1.64,39.33,0.37,69.86,2.41
1.68,40.3,0.37,70.88,2.38
1.72,41.25,0.38,71.9,2.34
1.76,42.22,0.38,72.92,2.3
1.8,43.18,0.38,73.95,2.26
1.84,44.15,0.39,74.97,2.23
1.88,45.13,0.39,76.01,2.19
1.92,46.11,0.39,77.05,2.15
1.96,47.06,0.39,78.07,2.12
2.0,48.02,0.39,79.08,2.08
2.04,48.98,0.39,80.09,2.05
2.08,49.93,0.4,81.11,2.01
2.12,50.89,0.4,82.12,1.98
2.16,51.86,0.4,83.15,1.94
2.2,52.84,0.4,84.19,1.9
2.24,53.83,0.4,85.23,1.87
2.28,54.8,0.4,86.26,1.83
2.32,55.74,0.4,87.26,1.8
2.36,56.68,0.4,88.27,1.77
2.4,57.64,0.4,89.3,1.73
2.44,58.59,0.4,90.31,1.7
2.48,59.54,0.4,91.32,1.67
2.52,60.49,0.39,92.33,1.64
2.56,61.44,0.39,93.34,1.6
2.6,62.39,0.39,94.36,1.57
2.64,63.35,0.39,95.37,1.54
2.68,64.3,0.39,96.38,1.51
2.72,65.28,0.39,97.42,1.48
2.76,66.26,0.38,98.46,1.46
2.8,67.21,0.38,99.48,1.43
2.84,68.17,0.38,100.49,1.4
2.88,69.13,0.38,101.5,1.37
2.92,70.08,0.38,102.52,1.34
2.96,71.04,0.37,103.55,1.32
3.0,72.01,0.37,104.59,1.29
3.04,72.98,0.37,105.62,1.26
3.08,73.95,0.37,106.66,1.24
3.12,74.92,0.37,107.68,1.21
3.16,75.89,0.37,108.71,1.19
3.2,76.86,0.37,109.74,1.16
3.24,77.82,0.36,110.75,1.13
3.28,78.78,0.36,111.77,1.11
3.32,79.73,0.36,112.78,1.08
3.36,80.67,0.36,113.8,1.06
3.4,81.65,0.36,114.83,1.03
3.44,82.61,0.36,115.85,1.01
3.48,83.57,0.36,116.87,0.98
3.52,84.53,0.35,117.89,0.96
3.56,85.5,0.35,118.91,0.93
