t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,12.24,3.53
0.04,0.97,0.0,13.7,3.51
0.08,1.94,-0.01,15.17,3.49
0.12,2.91,-0.01,16.63,3.47
0.16,3.88,-0.01,18.11,3.45
0.2,4.85,-0.02,19.58,3.43
0.24,5.82,-0.02,21.05,3.41
0.28,6.79,-0.02,22.52,3.38
0.32,7.76,-0.02,24.0,3.35
0.36,8.73,-0.03,25.47,3.33
0.4,9.69,-0.03,26.94,3.3
0.44,10.66,-0.03,28.41,3.26
0.48,11.64,-0.03,29.88,3.23
0.52,12.61,-0.04,31.35,3.2
0.56,13.57,-0.04,32.81,3.16
0.6,14.54,-0.04,34.28,3.12
0.64,15.5,-0.05,35.75,3.08
0.68,16.46,-0.05,37.21,3.04
0.72,17.42,-0.05,38.68,3.0
0.76,18.37,-0.06,40.15,2.95
0.8,19.34,-0.06,41.62,2.91
0.84,20.31,-0.07,43.09,2.86
0.88,21.27,-0.07,44.56,2.81
0.92,22.25,-0.07,46.03,2.75
0.96,23.21,-0.08,47.49,2.7
1.0,24.18,-0.08,48.95,2.64
1.04,25.14,-0.08,50.42,2.59
1.08,26.1,-0.08,51.89,2.53
1.12,27.06,-0.09,53.36,2.46
1.16,28.03,-0.09,54.83,2.4
1.2,28.99,-0.09,56.31,2.34
1.24,29.96,-0.1,57.78,2.27
1.28,30.92,-0.1,59.25,2.2
1.32,31.89,-0.1,60.73,2.13
1.36,32.86,-0.11,62.19,2.06
1.4,33.82,-0.11,63.66,1.99
1.44,34.79,-0.11,65.13,1.92
1.48,35.74,-0.12,66.61,1.84
1.52,36.7,-0.12,68.08,1.76
1.56,37.67,-0.13,69.56,1.68
1.6,38.64,-0.13,71.02,1.6
1.64,39.6,-0.13,72.49,1.52
1.68,40.57,-0.14,73.96,1.44
1.72,41.54,-0.14,75.43,1.35
1.76,42.5,-0.14,76.89,1.27
1.8,43.47,-0.14,78.35,1.18
1.84,44.43,-0.15,79.81,1.09
1.88,45.4,-0.15,81.28,1.0
1.92,46.36,-0.15,82.74,0.91
1.96,47.32,-0.16,84.2,0.82
2.0,48.27,-0.16,85.67,0.73
2.04,49.24,-0.16,87.13,0.63
2.08,50.2,-0.16,88.6,0.54
2.12,51.16,-0.17,90.07,0.44
2.16,52.12,-0.17,91.53,0.34
2.2,53.09,-0.18,93.0,0.25
2.24,54.05,-0.18,94.47,0.15
2.28,55.01,-0.18,95.94,0.05
2.32,55.96,-0.19,97.4,0.05
