t,x_ego,y_ego,x_tgt,y_tgt
0.0,0.0,0.0,10.31,3.91
0.04,0.98,-0.01,11.64,3.9
0.08,1.92,-0.01,12.99,3.89
0.12,2.86,-0.01,14.33,3.88
0.16,3.8,-0.01,15.67,3.87
0.2,4.73,-0.01,17.01,3.86
0.24,5.67,-0.01,18.35,3.85
0.28,6.63,-0.01,19.68,3.84
0.32,7.59,-0.01,21.01,3.82
0.36,8.54,-0.01,22.35,3.81
0.4,9.5,-0.01,23.68,3.79
0.44,10.46,-0.02,25.02,3.78
0.48,11.43,-0.02,26.37,3.76
0.52,12.39,-0.02,27.72,3.75
0.56,13.34,-0.02,29.07,3.73
0.6,14.3,-0.02,30.4,3.71
0.64,15.27,-0.02,31.74,3.69
0.68,16.22,-0.02,33.07,3.67
0.72,17.18,-0.03,34.4,3.65
0.76,18.14,-0.03,35.74,3.63
0.8,19.09,-0.03,37.06,3.6
0.84,20.05,-0.03,38.4,3.58
0.88,21.0,-0.03,39.74,3.56
0.92,21.96,-0.04,41.07,3.53
0.96,22.94,-0.04,42.41,3.51
1.0,23.9,-0.04,43.74,3.48
1.04,24.86,-0.04,45.07,3.46
1.08,25.82,-0.04,46.41,3.43
1.12,26.77,-0.04,47.74,3.4
1.16,27.72,-0.05,49.06,3.37
1.2,28.67,-0.05,50.39,3.34
1.24,29.62,-0.05,51.72,3.31
1.28,30.59,-0.05,53.06,3.28
1.32,31.55,-0.05,54.39,3.25
1.36,32.53,-0.05,55.72,3.21
1.4,33.48,-0.05,57.05,3.18
1.44,34.45,-0.05,58.4,3.15
1.48,35.41,-0.06,59.73,3.11
1.52,36.38,-0.06,61.07,3.08
1.56,37.35,-0.06,62.41,3.04
1.6,38.31,-0.06,63.75,3.0
1.64,39.27,-0.06,65.08,2.97
1.68,40.24,-0.07,66.42,2.93
1.72,41.21,-0.07,67.76,2.89
1.76,42.19,-0.07,69.09,2.85
1.8,43.15,-0.08,70.43,2.81
1.84,44.11,-0.08,71.78,2.77
1.88,45.07,-0.08,73.13,2.73
1.92,46.03,-0.09,74.47,2.69
1.96,46.99,-0.09,75.79,2.65
2.0,47.95,-0.09,77.11,2.61
2.04,48.91,-0.1,78.44,2.57
2.08,49.87,-0.1,79.76,2.52
2.12,50.83,-0.1,81.08,2.48
2.16,51.79,-0.11,82.39,2.44
2.2,52.78,-0.11,83.7,2.39
2.24,53.77,-0.11,85.02,2.35
2.28,54.76,-0.12,86.34,2.3
2.32,55.71,-0.12,87.67,2.26
2.36,56.67,-0.13,88.99,2.21
2.4,57.62,-0.13,90.34,2.17
2.44,58.59,-0.13,91.69,2.12
2.48,59.57,-0.13,93.04,2.07
2.52,60.53,-0.14,94.37,2.02
2.56,61.5,-0.14,95.7,1.98
2.6,62.48,-0.14,97.03,1.93
2.64,63.46,-0.14,98.36,1.88
2.68,64.46,-0.15,99.69,1.83
