frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
20784,994,192.64,34.56,25.23,0.08,8.29,2.5,8,989,277.48,31.12,29.18,0.26,7.18,2.5,7
20785,994,193.64,34.56,25.22,0.08,8.29,2.5,8,989,278.65,31.13,29.18,0.28,7.18,2.5,7
20786,994,194.64,34.56,25.22,0.08,8.29,2.5,8,989,279.82,31.14,29.18,0.3,7.18,2.5,7
20787,994,195.66,34.57,25.22,0.09,8.29,2.5,8,989,280.99,31.15,29.19,0.32,7.18,2.5,7
20788,994,196.68,34.57,25.22,0.09,8.29,2.5,8,989,282.15,31.16,29.19,0.34,7.18,2.5,7
20789,994,197.7,34.57,25.22,0.09,8.29,2.5,8,989,283.33,31.18,29.19,0.36,7.18,2.5,7
20790,994,198.71,34.58,25.22,0.1,8.29,2.5,8,989,284.5,31.19,29.19,0.38,7.18,2.5,7
20791,994,199.72,34.58,25.21,0.1,8.29,2.5,8,989,285.67,31.2,29.2,0.39,7.18,2.5,7
20792,994,200.74,34.59,25.21,0.1,8.29,2.5,8,989,286.84,31.22,29.2,0.41,7.18,2.5,7
20793,994,201.76,34.59,25.21,0.1,8.29,2.5,8,989,288.01,31.23,29.2,0.43,7.18,2.5,7
20794,994,202.77,34.6,25.21,0.11,8.29,2.5,8,989,289.18,31.25,29.2,0.45,7.18,2.5,7
20795,994,203.78,34.6,25.21,0.11,8.29,2.5,8,989,290.35,31.27,29.2,0.47,7.18,2.5,7
20796,994,204.79,34.61,25.2,0.11,8.29,2.5,8,989,291.51,31.29,29.21,0.49,7.18,2.5,7
20797,994,205.8,34.61,25.2,0.11,8.29,2.5,8,989,292.67,31.31,29.21,0.51,7.18,2.5,7
20798,994,206.8,34.62,25.2,0.11,8.29,2.5,8,989,293.83,31.33,29.21,0.53,7.18,2.5,7
20799,994,207.81,34.62,25.2,0.11,8.29,2.5,8,989,294.99,31.35,29.21,0.55,7.18,2.5,7
