frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
8993,527,323.67,7.53,-29.74,0.06,5.26,2.12,3,526,303.08,11.21,-35.04,-0.05,5.26,2.02,4
8994,527,322.49,7.54,-29.73,0.05,5.26,2.12,3,526,301.67,11.2,-35.05,-0.05,5.26,2.02,4
8995,527,321.29,7.54,-29.73,0.05,5.26,2.12,3,526,300.27,11.2,-35.05,-0.06,5.26,2.02,4
8996,527,320.1,7.54,-29.73,0.05,5.26,2.12,3,526,298.86,11.2,-35.05,-0.07,5.26,2.02,4
8997,527,318.92,7.54,-29.73,0.05,5.26,2.12,3,526,297.47,11.19,-35.05,-0.07,5.26,2.02,4
8998,527,317.74,7.54,-29.73,0.05,5.26,2.12,3,526,296.07,11.19,-35.05,-0.08,5.26,2.02,4
8999,527,316.55,7.54,-29.73,0.05,5.26,2.12,3,526,294.67,11.19,-35.05,-0.08,5.26,2.02,4
9000,527,315.35,7.55,-29.73,0.04,5.26,2.12,3,526,293.27,11.18,-35.05,-0.09,5.26,2.02,4
9001,527,314.17,7.55,-29.73,0.04,5.26,2.12,3,526,291.86,11.18,-35.05,-0.09,5.26,2.02,4
9002,527,312.98,7.55,-29.73,0.04,5.26,2.12,3,526,290.46,11.17,-35.05,-0.1,5.26,2.02,4
9003,527,311.78,7.55,-29.73,0.04,5.26,2.12,3,526,289.05,11.17,-35.05,-0.1,5.26,2.02,4
9004,527,310.59,7.55,-29.73,0.04,5.26,2.12,3,526,287.65,11.16,-35.05,-0.11,5.26,2.02,4
9005,527,309.4,7.55,-29.73,0.04,5.26,2.12,3,526,286.24,11.16,-35.05,-0.11,5.26,2.02,4
9006,527,308.2,7.56,-29.74,0.03,5.26,2.12,3,526,284.83,11.15,-35.05,-0.12,5.26,2.02,4
9007,527,307.01,7.56,-29.74,0.03,5.26,2.12,3,526,283.43,11.15,-35.06,-0.12,5.26,2.02,4
9008,527,305.82,7.56,-29.74,0.03,5.26,2.12,3,526,282.02,11.14,-35.06,-0.12,5.26,2.02,4
9009,527,304.64,7.56,-29.74,0.03,5.26,2.12,3,526,280.62,11.14,-35.06,-0.13,5.26,2.02,4
9010,527,303.45,7.56,-29.74,0.03,5.26,2.12,3,526,279.21,11.13,-35.06,-0.13,5.26,2.02,4
9011,527,302.26,7.56,-29.74,0.03,5.26,2.12,3,526,277.81,11.13,-35.06,-0.13,5.26,2.02,4
9012,527,301.07,7.56,-29.75,0.03,5.26,2.12,3,526,276.4,11.12,-35.06,-0.13,5.26,2.02,4
9013,527,299.88,7.56,-29.75,0.03,5.26,2.12,3,526,275.02,11.11,-35.06,-0.13,5.26,2.02,4
9014,527,298.69,7.56,-29.75,0.03,5.26,2.12,3,526,273.63,11.11,-35.05,-0.14,5.26,2.02,4
9015,527,297.5,7.56,-29.75,0.02,5.26,2.12,3,526,272.23,11.1,-35.05,-0.14,5.26,2.02,4
9016,527,296.31,7.56,-29.76,0.02,5.26,2.12,3,526,270.84,11.1,-35.05,-0.14,5.26,2.02,4
9017,527,295.12,7.57,-29.76,0.02,5.26,2.12,3,526,269.44,11.09,-35.05,-0.14,5.26,2.02,4
9018,527,293.94,7.57,-29.76,0.02,5.26,2.12,3,526,268.04,11.08,-35.05,-0.14,5.26,2.02,4
9019,527,292.74,7.57,-29.77,0.02,5.26,2.12,3,526,266.64,11.08,-35.05,-0.14,5.26,2.02,4
9020,527,291.56,7.57,-29.77,0.02,5.26,2.12,3,526,265.24,11.07,-35.05,-0.14,5.26,2.02,4
9021,527,290.37,7.57,-29.77,0.02,5.26,2.12,3,526,263.83,11.06,-35.05,-0.14,5.26,2.02,4
9022,527,289.17,7.57,-29.78,0.02,5.26,2.12,3,526,262.43,11.06,-35.05,-0.14,5.26,2.02,4
9023,527,287.98,7.57,-29.78,0.01,5.26,2.12,3,526,261.04,11.05,-35.05,-0.14,5.26,2.02,4
9024,527,286.78,7.57,-29.79,0.01,5.26,2.12,3,526,259.64,11.05,-35.05,-0.14,5.26,2.02,4
9025,527,285.59,7.57,-29.79,0.01,5.26,2.12,3,526,258.24,11.04,-35.05,-0.14,5.26,2.02,4
9026,527,284.4,7.57,-29.8,0.01,5.26,2.12,3,526,256.83,11.03,-35.05,-0.14,5.26,2.02,4
9027,527,283.2,7.57,-29.8,0.01,5.26,2.12,3,526,255.42,11.03,-35.05,-0.14,5.26,2.02,4
9028,527,282.01,7.57,-29.81,0.01,5.26,2.12,3,526,254.02,11.02,-35.05,-0.15,5.26,2.02,4
9029,527,280.81,7.57,-29.81,0.0,5.26,2.12,3,526,252.61,11.02,-35.04,-0.15,5.26,2.02,4
9030,527,279.62,7.58,-29.82,0.0,5.26,2.12,3,526,251.2,11.01,-35.04,-0.15,5.26,2.02,4
9031,527,278.42,7.58,-29.82,0.0,5.26,2.12,3,526,249.8,11.01,-35.04,-0.15,5.26,2.02,4
9032,527,277.23,7.58,-29.83,-0.0,5.26,2.12,3,526,248.4,11.0,-35.04,-0.15,5.26,2.02,4
9033,527,276.06,7.58,-29.84,-0.0,5.26,2.12,3,526,246.99,10.99,-35.04,-0.15,5.26,2.02,4
9034,527,274.87,7.58,-29.84,-0.01,5.26,2.12,3,526,245.58,10.99,-35.03,-0.15,5.26,2.02,4
9035,527,273.68,7.58,-29.85,-0.01,5.26,2.12,3,526,244.18,10.98,-35.03,-0.15,5.26,2.02,4
9036,527,272.49,7.58,-29.86,-0.01,5.26,2.12,3,526,242.78,10.98,-35.03,-0.15,5.26,2.02,4
9037,527,271.3,7.58,-29.86,-0.01,5.26,2.12,3,526,241.38,10.97,-35.03,-0.15,5.26,2.02,4
9038,527,270.11,7.57,-29.87,-0.01,5.26,2.12,3,526,239.99,10.96,-35.02,-0.15,5.26,2.02,4
9039,527,268.91,7.57,-29.88,-0.02,5.26,2.12,3,526,238.58,10.96,-35.02,-0.15,5.26,2.02,4
9040,527,267.71,7.57,-29.89,-0.02,5.26,2.12,3,526,237.18,10.95,-35.02,-0.15,5.26,2.02,4
9041,527,266.51,7.57,-29.9,-0.02,5.26,2.12,3,526,235.77,10.95,-35.01,-0.15,5.26,2.02,4
9042,527,265.31,7.57,-29.91,-0.03,5.26,2.12,3,526,234.37,10.94,-35.01,-0.15,5.26,2.02,4
9043,527,264.11,7.57,-29.91,-0.03,5.26,2.12,3,526,232.97,10.94,-35.01,-0.15,5.26,2.02,4
9044,527,262.93,7.57,-29.92,-0.03,5.26,2.12,3,526,231.57,10.93,-35.0,-0.16,5.26,2.02,4
9045,527,261.74,7.57,-29.93,-0.03,5.26,2.12,3,526,230.16,10.92,-35.0,-0.16,5.26,2.02,4
9046,527,260.55,7.57,-29.94,-0.04,5.26,2.12,3,526,228.76,10.92,-34.99,-0.16,5.26,2.02,4
9047,527,259.36,7.57,-29.95,-0.04,5.26,2.12,3,526,227.36,10.91,-34.99,-0.16,5.26,2.02,4
9048,527,258.17,7.57,-29.96,-0.04,5.26,2.12,3,526,225.96,10.91,-34.98,-0.16,5.26,2.02,4
9049,527,256.97,7.56,-29.97,-0.05,5.26,2.12,3,526,224.56,10.9,-34.98,-0.17,5.26,2.02,4
9050,527,255.77,7.56,-29.98,-0.05,5.26,2.12,3,526,223.15,10.89,-34.97,-0.17,5.26,2.02,4
9051,527,254.57,7.56,-29.99,-0.05,5.26,2.12,3,526,221.75,10.89,-34.97,-0.17,5.26,2.02,4
9052,527,253.37,7.56,-30.0,-0.06,5.26,2.12,3,526,220.36,10.88,-34.96,-0.18,5.26,2.02,4
9053,527,252.18,7.55,-30.01,-0.06,5.26,2.12,3,526,218.96,10.87,-34.96,-0.18,5.26,2.02,4
9054,527,250.98,7.55,-30.03,-0.06,5.26,2.12,3,526,217.57,10.87,-34.95,-0.19,5.26,2.02,4
9055,527,249.77,7.55,-30.04,-0.06,5.26,2.12,3,526,216.17,10.86,-34.95,-0.19,5.26,2.02,4
9056,527,248.57,7.55,-30.05,-0.07,5.26,2.12,3,526,214.78,10.85,-34.94,-0.2,5.26,2.02,4
9057,527,247.36,7.54,-30.06,-0.07,5.26,2.12,3,526,213.39,10.85,-34.94,-0.2,5.26,2.02,4
9058,527,246.15,7.54,-30.07,-0.07,5.26,2.12,3,526,211.99,10.84,-34.93,-0.21,5.26,2.02,4
9059,527,244.94,7.54,-30.08,-0.08,5.26,2.12,3,526,210.6,10.83,-34.92,-0.21,5.26,2.02,4
9060,527,243.73,7.54,-30.09,-0.08,5.26,2.12,3,526,209.2,10.82,-34.92,-0.22,5.26,2.02,4
