frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
8861,402,94.43,25.79,26.99,0.02,5.15,1.92,6,405,94.74,21.72,35.36,0.05,4.55,1.92,5
8862,402,95.5,25.79,27.0,0.02,5.15,1.92,6,405,96.16,21.73,35.37,0.06,4.55,1.92,5
8863,402,96.58,25.79,27.0,0.02,5.15,1.92,6,405,97.57,21.73,35.37,0.06,4.55,1.92,5
8864,402,97.65,25.79,27.01,0.02,5.15,1.92,6,405,98.98,21.73,35.38,0.07,4.55,1.92,5
8865,402,98.73,25.79,27.02,0.02,5.15,1.92,6,405,100.39,21.73,35.39,0.07,4.55,1.92,5
8866,402,99.81,25.8,27.03,0.02,5.15,1.92,6,405,101.81,21.74,35.4,0.08,4.55,1.92,5
8867,402,100.88,25.8,27.03,0.02,5.15,1.92,6,405,103.23,21.74,35.41,0.09,4.55,1.92,5
8868,402,101.96,25.8,27.04,0.02,5.15,1.92,6,405,104.65,21.74,35.41,0.09,4.55,1.92,5
8869,402,103.05,25.8,27.05,0.02,5.15,1.92,6,405,106.08,21.75,35.42,0.1,4.55,1.92,5
8870,402,104.14,25.8,27.05,0.02,5.15,1.92,6,405,107.5,21.75,35.42,0.1,4.55,1.92,5
8871,402,105.23,25.8,27.06,0.02,5.15,1.92,6,405,108.94,21.76,35.43,0.11,4.55,1.92,5
8872,402,106.32,25.8,27.07,0.02,5.15,1.92,6,405,110.37,21.76,35.43,0.12,4.55,1.92,5
8873,402,107.41,25.8,27.08,0.02,5.15,1.92,6,405,111.8,21.77,35.44,0.12,4.55,1.92,5
8874,402,108.49,25.8,27.08,0.02,5.15,1.92,6,405,113.22,21.77,35.44,0.13,4.55,1.92,5
8875,402,109.58,25.8,27.09,0.02,5.15,1.92,6,405,114.64,21.78,35.45,0.13,4.55,1.92,5
8876,402,110.66,25.8,27.1,0.01,5.15,1.92,6,405,116.06,21.78,35.45,0.14,4.55,1.92,5
8877,402,111.75,25.81,27.11,0.01,5.15,1.92,6,405,117.49,21.79,35.45,0.14,4.55,1.92,5
8878,402,112.83,25.81,27.11,0.01,5.15,1.92,6,405,118.92,21.8,35.45,0.15,4.55,1.92,5
8879,402,113.91,25.81,27.12,0.01,5.15,1.92,6,405,120.33,21.8,35.46,0.15,4.55,1.92,5
8880,402,114.99,25.81,27.13,0.01,5.15,1.92,6,405,121.75,21.81,35.46,0.16,4.55,1.92,5
8881,402,116.07,25.81,27.14,0.01,5.15,1.92,6,405,123.17,21.82,35.46,0.16,4.55,1.92,5
8882,402,117.15,25.81,27.14,0.01,5.15,1.92,6,405,124.58,21.82,35.46,0.17,4.55,1.92,5
8883,402,118.23,25.81,27.15,0.01,5.15,1.92,6,405,125.99,21.83,35.46,0.17,4.55,1.92,5
8884,402,119.31,25.81,27.16,0.01,5.15,1.92,6,405,127.4,21.84,35.46,0.18,4.55,1.92,5
8885,402,120.4,25.81,27.17,0.01,5.15,1.92,6,405,128.82,21.85,35.46,0.18,4.55,1.92,5
8886,402,121.49,25.81,27.18,0.01,5.15,1.92,6,405,130.23,21.86,35.46,0.19,4.55,1.92,5
8887,402,122.58,25.81,27.18,0.01,5.15,1.92,6,405,131.64,21.86,35.46,0.19,4.55,1.92,5
8888,402,123.66,25.81,27.19,0.0,5.15,1.92,6,405,133.06,21.87,35.46,0.2,4.55,1.92,5
8889,402,124.75,25.81,27.2,0.0,5.15,1.92,6,405,134.5,21.88,35.46,0.2,4.55,1.92,5
8890,402,125.85,25.81,27.21,0.01,5.15,1.92,6,405,135.93,21.89,35.46,0.21,4.55,1.92,5
8891,402,126.94,25.81,27.21,0.01,5.15,1.92,6,405,137.35,21.9,35.45,0.21,4.55,1.92,5
8892,402,128.03,25.81,27.22,0.01,5.15,1.92,6,405,138.77,21.9,35.45,0.22,4.55,1.92,5
8893,402,129.12,25.81,27.23,0.01,5.15,1.92,6,405,140.19,21.91,35.45,0.22,4.55,1.92,5
8894,402,130.2,25.81,27.24,0.01,5.15,1.92,6,405,141.6,21.92,35.45,0.23,4.55,1.92,5
