frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
7339,322,340.33,9.23,-23.58,-0.01,14.75,2.5,2,325,405.76,13.11,-34.39,-0.09,4.55,1.92,3
7340,322,339.39,9.23,-23.58,-0.01,14.75,2.5,2,325,404.5,13.1,-34.4,-0.09,4.55,1.92,3
7341,322,338.44,9.23,-23.58,-0.01,14.75,2.5,2,325,403.18,13.1,-34.41,-0.09,4.55,1.92,3
7342,322,337.5,9.23,-23.58,-0.02,14.75,2.5,2,325,401.86,13.09,-34.43,-0.09,4.55,1.92,3
7343,322,336.56,9.23,-23.58,-0.02,14.75,2.5,2,325,400.51,13.09,-34.44,-0.09,4.55,1.92,3
7344,322,335.61,9.23,-23.58,-0.03,14.75,2.5,2,325,399.14,13.08,-34.45,-0.09,4.55,1.92,3
7345,322,334.66,9.23,-23.58,-0.03,14.75,2.5,2,325,397.77,13.08,-34.46,-0.09,4.55,1.92,3
7346,322,333.72,9.23,-23.58,-0.03,14.75,2.5,2,325,396.38,13.07,-34.47,-0.09,4.55,1.92,3
7347,322,332.76,9.23,-23.57,-0.04,14.75,2.5,2,325,394.99,13.07,-34.49,-0.09,4.55,1.92,3
7348,322,331.82,9.22,-23.57,-0.04,14.75,2.5,2,325,393.61,13.06,-34.5,-0.09,4.55,1.92,3
7349,322,330.88,9.22,-23.57,-0.05,14.75,2.5,2,325,392.22,13.06,-34.51,-0.09,4.55,1.92,3
7350,322,329.94,9.22,-23.57,-0.05,14.75,2.5,2,325,390.84,13.06,-34.52,-0.08,4.55,1.92,3
7351,322,329.0,9.22,-23.57,-0.05,14.75,2.5,2,325,389.45,13.05,-34.53,-0.08,4.55,1.92,3
7352,322,328.06,9.22,-23.57,-0.06,14.75,2.5,2,325,388.05,13.05,-34.54,-0.08,4.55,1.92,3
7353,322,327.12,9.22,-23.57,-0.06,14.75,2.5,2,325,386.65,13.05,-34.55,-0.08,4.55,1.92,3
7354,322,326.18,9.21,-23.57,-0.07,14.75,2.5,2,325,385.25,13.04,-34.56,-0.07,4.55,1.92,3
7355,322,325.24,9.21,-23.57,-0.07,14.75,2.5,2,325,383.86,13.04,-34.58,-0.07,4.55,1.92,3
7356,322,324.29,9.21,-23.57,-0.08,14.75,2.5,2,325,382.47,13.04,-34.59,-0.07,4.55,1.92,3
7357,322,323.36,9.2,-23.57,-0.08,14.75,2.5,2,325,381.08,13.04,-34.6,-0.07,4.55,1.92,3
7358,322,322.42,9.2,-23.57,-0.08,14.75,2.5,2,325,379.69,13.03,-34.6,-0.07,4.55,1.92,3
7359,322,321.49,9.2,-23.57,-0.09,14.75,2.5,2,325,378.3,13.03,-34.61,-0.06,4.55,1.92,3
7360,322,320.55,9.2,-23.57,-0.09,14.75,2.5,2,325,376.91,13.03,-34.62,-0.06,4.55,1.92,3
7361,322,319.61,9.19,-23.57,-0.1,14.75,2.5,2,325,375.53,13.03,-34.63,-0.06,4.55,1.92,3
7362,322,318.66,9.19,-23.57,-0.1,14.75,2.5,2,325,374.14,13.02,-34.64,-0.06,4.55,1.92,3
7363,322,317.71,9.19,-23.57,-0.11,14.75,2.5,2,325,372.76,13.02,-34.65,-0.05,4.55,1.92,3
7364,322,316.76,9.18,-23.57,-0.12,14.75,2.5,2,325,371.37,13.02,-34.66,-0.05,4.55,1.92,3
7365,322,315.8,9.18,-23.57,-0.12,14.75,2.5,2,325,369.97,13.02,-34.66,-0.05,4.55,1.92,3
7366,322,314.84,9.17,-23.57,-0.13,14.75,2.5,2,325,368.58,13.02,-34.67,-0.05,4.55,1.92,3
7367,322,313.9,9.17,-23.57,-0.13,14.75,2.5,2,325,367.18,13.01,-34.68,-0.05,4.55,1.92,3
7368,322,312.95,9.16,-23.57,-0.14,14.75,2.5,2,325,365.8,13.01,-34.68,-0.04,4.55,1.92,3
7369,322,312.01,9.16,-23.57,-0.14,14.75,2.5,2,325,364.4,13.01,-34.69,-0.04,4.55,1.92,3
7370,322,311.07,9.15,-23.57,-0.15,14.75,2.5,2,325,363.02,13.01,-34.7,-0.04,4.55,1.92,3
7371,322,310.13,9.15,-23.57,-0.15,14.75,2.5,2,325,361.63,13.01,-34.7,-0.04,4.55,1.92,3
7372,322,309.18,9.14,-23.57,-0.16,14.75,2.5,2,325,360.23,13.01,-34.71,-0.04,4.55,1.92,3
7373,322,308.25,9.13,-23.57,-0.16,14.75,2.5,2,325,358.85,13.01,-34.72,-0.04,4.55,1.92,3
