frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
5839,308,239.9,7.84,-25.76,0.11,19.2,2.5,3,307,161.26,11.62,-36.9,-0.35,5.05,1.92,4
5840,308,238.87,7.84,-25.76,0.1,19.2,2.5,3,307,159.78,11.61,-36.92,-0.37,5.05,1.92,4
5841,308,237.84,7.85,-25.75,0.1,19.2,2.5,3,307,158.31,11.59,-36.94,-0.38,5.05,1.92,4
5842,308,236.81,7.85,-25.75,0.1,19.2,2.5,3,307,156.82,11.58,-36.95,-0.4,5.05,1.92,4
5843,308,235.78,7.86,-25.74,0.1,19.2,2.5,3,307,155.34,11.56,-36.97,-0.41,5.05,1.92,4
5844,308,234.75,7.86,-25.74,0.1,19.2,2.5,3,307,153.86,11.54,-36.99,-0.42,5.05,1.92,4
5845,308,233.73,7.87,-25.74,0.09,19.2,2.5,3,307,152.38,11.53,-37.0,-0.44,5.05,1.92,4
5846,308,232.71,7.87,-25.73,0.09,19.2,2.5,3,307,150.9,11.51,-37.02,-0.45,5.05,1.92,4
5847,308,231.68,7.87,-25.73,0.09,19.2,2.5,3,307,149.42,11.49,-37.04,-0.46,5.05,1.92,4
5848,308,230.66,7.88,-25.73,0.09,19.2,2.5,3,307,147.93,11.47,-37.05,-0.48,5.05,1.92,4
5849,308,229.64,7.88,-25.72,0.08,19.2,2.5,3,307,146.45,11.45,-37.07,-0.49,5.05,1.92,4
5850,308,228.61,7.88,-25.72,0.08,19.2,2.5,3,307,144.96,11.43,-37.08,-0.5,5.05,1.92,4
5851,308,227.58,7.88,-25.72,0.08,19.2,2.5,3,307,143.48,11.41,-37.1,-0.52,5.05,1.92,4
5852,308,226.55,7.89,-25.71,0.08,19.2,2.5,3,307,141.99,11.39,-37.11,-0.53,5.05,1.92,4
5853,308,225.52,7.89,-25.71,0.08,19.2,2.5,3,307,140.51,11.37,-37.13,-0.55,5.05,1.92,4
5854,308,224.49,7.89,-25.71,0.07,19.2,2.5,3,307,139.02,11.35,-37.14,-0.56,5.05,1.92,4
5855,308,223.46,7.89,-25.71,0.07,19.2,2.5,3,307,137.53,11.33,-37.16,-0.57,5.05,1.92,4
5856,308,222.44,7.89,-25.7,0.07,19.2,2.5,3,307,136.04,11.31,-37.17,-0.59,5.05,1.92,4
5857,308,221.42,7.9,-25.7,0.07,19.2,2.5,3,307,134.56,11.28,-37.19,-0.6,5.05,1.92,4
5858,308,220.4,7.9,-25.7,0.07,19.2,2.5,3,307,133.08,11.26,-37.2,-0.62,5.05,1.92,4
5859,308,219.38,7.9,-25.7,0.07,19.2,2.5,3,307,131.6,11.24,-37.22,-0.63,5.05,1.92,4
5860,308,218.35,7.9,-25.7,0.07,19.2,2.5,3,307,130.1,11.21,-37.23,-0.65,5.05,1.92,4
5861,308,217.33,7.9,-25.69,0.07,19.2,2.5,3,307,128.62,11.19,-37.24,-0.66,5.05,1.92,4
5862,308,216.3,7.91,-25.69,0.07,19.2,2.5,3,307,127.12,11.16,-37.26,-0.67,5.05,1.92,4
5863,308,215.28,7.91,-25.69,0.07,19.2,2.5,3,307,125.62,11.13,-37.27,-0.69,5.05,1.92,4
5864,308,214.24,7.91,-25.69,0.08,19.2,2.5,3,307,124.13,11.1,-37.28,-0.7,5.05,1.92,4
5865,308,213.22,7.91,-25.69,0.08,19.2,2.5,3,307,122.64,11.08,-37.3,-0.72,5.05,1.92,4
5866,308,212.2,7.91,-25.69,0.08,19.2,2.5,3,307,121.14,11.05,-37.31,-0.73,5.05,1.92,4
5867,308,211.18,7.92,-25.69,0.08,19.2,2.5,3,307,119.65,11.02,-37.32,-0.74,5.05,1.92,4
5868,308,210.16,7.92,-25.68,0.08,19.2,2.5,3,307,118.16,10.99,-37.33,-0.76,5.05,1.92,4
5869,308,209.13,7.92,-25.68,0.09,19.2,2.5,3,307,116.67,10.96,-37.34,-0.77,5.05,1.92,4
5870,308,208.09,7.93,-25.68,0.09,19.2,2.5,3,307,115.18,10.93,-37.36,-0.78,5.05,1.92,4
5871,308,207.06,7.93,-25.68,0.09,19.2,2.5,3,307,113.69,10.9,-37.37,-0.8,5.05,1.92,4
5872,308,206.03,7.93,-25.68,0.09,19.2,2.5,3,307,112.19,10.86,-37.38,-0.81,5.05,1.92,4
5873,308,204.99,7.94,-25.68,0.09,19.2,2.5,3,307,110.69,10.83,-37.39,-0.82,5.05,1.92,4
5874,308,203.96,7.94,-25.67,0.1,19.2,2.5,3,307,109.19,10.8,-37.4,-0.83,5.05,1.92,4
5875,308,202.93,7.95,-25.67,0.1,19.2,2.5,3,307,107.68,10.76,-37.41,-0.85,5.05,1.92,4
5876,308,201.9,7.95,-25.67,0.1,19.2,2.5,3,307,106.17,10.73,-37.42,-0.86,5.05,1.92,4
5877,308,200.88,7.96,-25.67,0.1,19.2,2.5,3,307,104.68,10.7,-37.43,-0.87,5.05,1.92,4
5878,308,199.85,7.96,-25.67,0.1,19.2,2.5,3,307,103.19,10.66,-37.44,-0.88,5.05,1.92,4
5879,308,198.82,7.97,-25.66,0.11,19.2,2.5,3,307,101.7,10.62,-37.44,-0.89,5.05,1.92,4
5880,308,197.78,7.97,-25.66,0.11,19.2,2.5,3,307,100.21,10.59,-37.45,-0.9,5.05,1.92,4
5881,308,196.75,7.97,-25.66,0.11,19.2,2.5,3,307,98.71,10.55,-37.46,-0.91,5.05,1.92,4
5882,308,195.72,7.98,-25.66,0.11,19.2,2.5,3,307,97.21,10.51,-37.47,-0.92,5.05,1.92,4
5883,308,194.7,7.98,-25.66,0.11,19.2,2.5,3,307,95.71,10.47,-37.48,-0.92,5.05,1.92,4
5884,308,193.67,7.99,-25.65,0.11,19.2,2.5,3,307,94.2,10.44,-37.48,-0.93,5.05,1.92,4
5885,308,192.64,7.99,-25.65,0.11,19.2,2.5,3,307,92.69,10.4,-37.49,-0.94,5.05,1.92,4
5886,308,191.61,8.0,-25.65,0.11,19.2,2.5,3,307,91.18,10.36,-37.5,-0.94,5.05,1.92,4
5887,308,190.59,8.0,-25.64,0.11,19.2,2.5,3,307,89.68,10.32,-37.5,-0.95,5.05,1.92,4
5888,308,189.56,8.0,-25.64,0.12,19.2,2.5,3,307,88.19,10.28,-37.51,-0.95,5.05,1.92,4
5889,308,188.52,8.01,-25.64,0.12,19.2,2.5,3,307,86.7,10.24,-37.51,-0.96,5.05,1.92,4
5890,308,187.49,8.01,-25.63,0.12,19.2,2.5,3,307,85.21,10.2,-37.52,-0.96,5.05,1.92,4
5891,308,186.46,8.02,-25.63,0.12,19.2,2.5,3,307,83.72,10.16,-37.52,-0.96,5.05,1.92,4
5892,308,185.43,8.02,-25.63,0.12,19.2,2.5,3,307,82.23,10.12,-37.53,-0.96,5.05,1.92,4
5893,308,184.39,8.03,-25.62,0.12,19.2,2.5,3,307,80.75,10.08,-37.53,-0.96,5.05,1.92,4
5894,308,183.37,8.03,-25.62,0.12,19.2,2.5,3,307,79.25,10.04,-37.54,-0.96,5.05,1.92,4
5895,308,182.35,8.04,-25.62,0.12,19.2,2.5,3,307,77.76,10.0,-37.54,-0.96,5.05,1.92,4
5896,308,181.34,8.05,-25.61,0.12,19.2,2.5,3,307,76.22,9.96,-37.54,-0.96,5.05,1.92,3
5897,308,180.32,8.05,-25.61,0.12,19.2,2.5,3,307,74.69,9.92,-37.55,-0.96,5.05,1.92,3
5898,308,179.3,8.06,-25.6,0.12,19.2,2.5,3,307,73.16,9.88,-37.55,-0.96,5.05,1.92,3
5899,308,178.27,8.06,-25.6,0.12,19.2,2.5,3,307,71.64,9.84,-37.55,-0.96,5.05,1.92,3
5900,308,177.24,8.06,-25.6,0.12,19.2,2.5,3,307,70.14,9.8,-37.55,-0.95,5.05,1.92,3
5901,308,176.21,8.07,-25.59,0.12,19.2,2.5,3,307,68.64,9.76,-37.55,-0.95,5.05,1.92,3
5902,308,175.19,8.07,-25.59,0.12,19.2,2.5,3,307,67.13,9.72,-37.55,-0.94,5.05,1.92,3
5903,308,174.17,8.08,-25.59,0.12,19.2,2.5,3,307,65.64,9.68,-37.55,-0.94,5.05,1.92,3
5904,308,173.15,8.08,-25.58,0.12,19.2,2.5,3,307,64.16,9.64,-37.55,-0.93,5.05,1.92,3
5905,308,172.14,8.09,-25.58,0.12,19.2,2.5,3,307,62.63,9.61,-37.55,-0.93,5.05,1.92,3
5906,308,171.13,8.09,-25.57,0.11,19.2,2.5,3,307,61.11,9.57,-37.55,-0.92,5.05,1.92,3
5907,308,170.12,8.1,-25.57,0.11,19.2,2.5,3,307,59.6,9.53,-37.55,-0.92,5.05,1.92,3
5908,308,169.1,8.1,-25.57,0.11,19.2,2.5,3,307,58.11,9.5,-37.55,-0.91,5.05,1.92,3
5909,308,168.08,8.11,-25.56,0.11,19.2,2.5,3,307,56.6,9.46,-37.55,-0.91,5.05,1.92,3
5910,308,167.06,8.11,-25.56,0.11,19.2,2.5,3,307,55.09,9.43,-37.55,-0.9,5.05,1.92,3
5911,308,166.04,8.12,-25.56,0.11,19.2,2.5,3,307,53.58,9.39,-37.55,-0.9,5.05,1.92,3
5912,308,165.01,8.12,-25.55,0.11,19.2,2.5,3,307,52.08,9.36,-37.54,-0.89,5.05,1.92,3
5913,308,163.98,8.13,-25.55,0.1,19.2,2.5,3,307,50.57,9.33,-37.54,-0.89,5.05,1.92,3
5914,308,162.95,8.13,-25.55,0.1,19.2,2.5,3,307,49.06,9.29,-37.54,-0.88,5.05,1.92,3
5915,308,161.92,8.14,-25.54,0.1,19.2,2.5,3,307,47.56,9.26,-37.54,-0.88,5.05,1.92,3
5916,308,160.9,8.14,-25.54,0.1,19.2,2.5,3,307,46.05,9.23,-37.53,-0.88,5.05,1.92,3
5917,308,159.88,8.14,-25.54,0.1,19.2,2.5,3,307,44.55,9.19,-37.53,-0.88,5.05,1.92,3
5918,308,158.86,8.15,-25.53,0.09,19.2,2.5,3,307,43.05,9.16,-37.53,-0.87,5.05,1.92,3
5919,308,157.84,8.15,-25.53,0.09,19.2,2.5,3,307,41.56,9.13,-37.53,-0.87,5.05,1.92,3
5920,308,156.81,8.15,-25.52,0.09,19.2,2.5,3,307,40.08,9.09,-37.52,-0.87,5.05,1.92,3
5921,308,155.79,8.16,-25.52,0.09,19.2,2.5,3,307,38.61,9.06,-37.52,-0.87,5.05,1.92,3
5922,308,154.76,8.16,-25.52,0.08,19.2,2.5,3,307,37.11,9.03,-37.52,-0.87,5.05,1.92,3
5923,308,153.75,8.16,-25.51,0.08,19.2,2.5,3,307,35.63,8.99,-37.51,-0.87,5.05,1.92,3
5924,308,152.73,8.17,-25.51,0.08,19.2,2.5,3,307,34.14,8.96,-37.51,-0.87,5.05,1.92,3
5925,308,151.72,8.17,-25.51,0.08,19.2,2.5,3,307,32.66,8.92,-37.51,-0.86,5.05,1.92,3
