frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
9808,439,3.36,25.16,22.14,0.0,14.75,2.5,6,438,15.91,21.64,33.77,0.23,4.85,1.92,5
9809,439,4.17,25.16,22.14,0.01,14.75,2.5,6,438,17.26,21.65,33.77,0.22,4.85,1.92,5
9810,439,5.01,25.16,22.15,0.01,14.75,2.5,6,438,18.61,21.65,33.77,0.22,4.85,1.92,5
9811,439,5.86,25.16,22.15,0.01,14.75,2.5,6,438,19.96,21.66,33.78,0.22,4.85,1.92,5
9812,439,6.71,25.17,22.16,0.02,14.75,2.5,6,438,21.31,21.67,33.78,0.22,4.85,1.92,5
9813,439,7.58,25.17,22.16,0.02,14.75,2.5,6,438,22.66,21.68,33.78,0.22,4.85,1.92,5
9814,439,8.46,25.17,22.17,0.02,14.75,2.5,6,438,24.01,21.68,33.78,0.22,4.85,1.92,5
9815,439,9.34,25.17,22.18,0.02,14.75,2.5,6,438,25.36,21.69,33.79,0.22,4.85,1.92,5
9816,439,10.24,25.17,22.18,0.03,14.75,2.5,6,438,26.72,21.7,33.79,0.22,4.85,1.92,5
9817,439,11.14,25.18,22.19,0.03,14.75,2.5,6,438,28.08,21.71,33.79,0.22,4.85,1.92,5
9818,439,12.03,25.18,22.19,0.03,14.75,2.5,6,438,29.43,21.72,33.8,0.22,4.85,1.92,5
9819,439,12.92,25.18,22.2,0.03,14.75,2.5,6,438,30.78,21.72,33.8,0.22,4.85,1.92,5
9820,439,13.82,25.18,22.21,0.03,14.75,2.5,6,438,32.14,21.73,33.8,0.23,4.85,1.92,5
9821,439,14.7,25.18,22.21,0.03,14.75,2.5,6,438,33.48,21.74,33.81,0.23,4.85,1.92,5
9822,439,15.59,25.18,22.22,0.03,14.75,2.5,6,438,34.82,21.75,33.81,0.23,4.85,1.92,5
9823,439,16.49,25.19,22.23,0.03,14.75,2.5,6,438,36.16,21.75,33.82,0.24,4.85,1.92,5
9824,439,17.38,25.19,22.23,0.04,14.75,2.5,6,438,37.51,21.76,33.82,0.24,4.85,1.92,5
9825,439,18.27,25.19,22.24,0.04,14.75,2.5,6,438,38.86,21.77,33.83,0.25,4.85,1.92,5
9826,439,19.16,25.19,22.24,0.04,14.75,2.5,6,438,40.21,21.78,33.83,0.26,4.85,1.92,5
9827,439,20.06,25.19,22.25,0.04,14.75,2.5,6,438,41.57,21.79,33.84,0.26,4.85,1.92,5
9828,439,20.95,25.2,22.26,0.04,14.75,2.5,6,438,42.93,21.8,33.84,0.27,4.85,1.92,5
9829,439,21.84,25.2,22.26,0.04,14.75,2.5,6,438,44.28,21.81,33.85,0.28,4.85,1.92,5
9830,439,22.73,25.2,22.27,0.04,14.75,2.5,6,438,45.64,21.82,33.85,0.28,4.85,1.92,5
9831,439,23.62,25.2,22.28,0.04,14.75,2.5,6,438,46.99,21.83,33.86,0.29,4.85,1.92,5
9832,439,24.5,25.2,22.28,0.04,14.75,2.5,6,438,48.35,21.84,33.86,0.3,4.85,1.92,5
9833,439,25.39,25.21,22.29,0.04,14.75,2.5,6,438,49.7,21.86,33.87,0.31,4.85,1.92,5
9834,439,26.28,25.21,22.29,0.04,14.75,2.5,6,438,51.06,21.87,33.87,0.31,4.85,1.92,5
9835,439,27.17,25.21,22.3,0.04,14.75,2.5,6,438,52.41,21.88,33.88,0.32,4.85,1.92,5
9836,439,28.08,25.21,22.31,0.04,14.75,2.5,6,438,53.76,21.89,33.88,0.33,4.85,1.92,5
9837,439,28.97,25.21,22.31,0.04,14.75,2.5,6,438,55.12,21.91,33.89,0.34,4.85,1.92,5
9838,439,29.87,25.21,22.32,0.04,14.75,2.5,6,438,56.48,21.92,33.89,0.35,4.85,1.92,5
9839,439,30.77,25.21,22.32,0.04,14.75,2.5,6,438,57.85,21.93,33.9,0.36,4.85,1.92,5
9840,439,31.67,25.22,22.33,0.04,14.75,2.5,6,438,59.21,21.95,33.9,0.37,4.85,1.92,5
9841,439,32.57,25.22,22.34,0.04,14.75,2.5,6,438,60.58,21.96,33.91,0.38,4.85,1.92,5
9842,439,33.46,25.22,22.34,0.04,14.75,2.5,6,438,61.94,21.98,33.91,0.39,4.85,1.92,5
9843,439,34.37,25.22,22.35,0.04,14.75,2.5,6,438,63.3,21.99,33.92,0.4,4.85,1.92,5
9844,439,35.27,25.22,22.35,0.04,14.75,2.5,6,438,64.66,22.01,33.92,0.41,4.85,1.92,5
9845,439,36.15,25.22,22.36,0.04,14.75,2.5,6,438,66.02,22.03,33.93,0.42,4.85,1.92,5
9846,439,37.05,25.22,22.36,0.04,14.75,2.5,6,438,67.38,22.04,33.93,0.43,4.85,1.92,5
9847,439,37.94,25.22,22.37,0.04,14.75,2.5,6,438,68.73,22.06,33.94,0.44,4.85,1.92,5
9848,439,38.84,25.23,22.37,0.04,14.75,2.5,6,438,70.09,22.08,33.94,0.45,4.85,1.92,5
9849,439,39.73,25.23,22.38,0.04,14.75,2.5,6,438,71.45,22.1,33.95,0.47,4.85,1.92,5
9850,439,40.61,25.23,22.38,0.04,14.75,2.5,6,438,72.8,22.12,33.96,0.48,4.85,1.92,5
9851,439,41.5,25.23,22.39,0.04,14.75,2.5,6,438,74.16,22.13,33.96,0.49,4.85,1.92,5
9852,439,42.4,25.23,22.4,0.04,14.75,2.5,6,438,75.52,22.15,33.97,0.5,4.85,1.92,5
9853,439,43.3,25.23,22.4,0.04,14.75,2.5,6,438,76.87,22.17,33.97,0.51,4.85,1.92,5
9854,439,44.19,25.24,22.41,0.05,14.75,2.5,6,438,78.22,22.2,33.98,0.52,4.85,1.92,5
9855,439,45.08,25.24,22.41,0.05,14.75,2.5,6,438,79.58,22.22,33.98,0.54,4.85,1.92,5
9856,439,45.97,25.24,22.42,0.05,14.75,2.5,6,438,80.93,22.24,33.99,0.55,4.85,1.92,5
9857,439,46.86,25.24,22.42,0.05,14.75,2.5,6,438,82.29,22.26,33.99,0.56,4.85,1.92,5
9858,439,47.76,25.24,22.43,0.05,14.75,2.5,6,438,83.64,22.28,34.0,0.57,4.85,1.92,5
9859,439,48.66,25.25,22.44,0.05,14.75,2.5,6,438,85.0,22.31,34.0,0.58,4.85,1.92,5
9860,439,49.56,25.25,22.44,0.05,14.75,2.5,6,438,86.36,22.33,34.01,0.6,4.85,1.92,5
9861,439,50.46,25.25,22.45,0.05,14.75,2.5,6,438,87.73,22.35,34.01,0.61,4.85,1.92,5
9862,439,51.36,25.25,22.45,0.05,14.75,2.5,6,438,89.09,22.38,34.02,0.62,4.85,1.92,5
9863,439,52.26,25.25,22.46,0.05,14.75,2.5,6,438,90.46,22.4,34.02,0.63,4.85,1.92,5
9864,439,53.16,25.26,22.46,0.05,14.75,2.5,6,438,91.82,22.43,34.03,0.64,4.85,1.92,5
9865,439,54.06,25.26,22.47,0.05,14.75,2.5,6,438,93.18,22.45,34.03,0.66,4.85,1.92,5
9866,439,54.95,25.26,22.48,0.05,14.75,2.5,6,438,94.54,22.48,34.04,0.67,4.85,1.92,5
9867,439,55.84,25.26,22.48,0.05,14.75,2.5,6,438,95.9,22.51,34.05,0.68,4.85,1.92,5
9868,439,56.74,25.27,22.49,0.05,14.75,2.5,6,438,97.26,22.54,34.05,0.69,4.85,1.92,5
9869,439,57.63,25.27,22.49,0.05,14.75,2.5,6,438,98.62,22.56,34.06,0.7,4.85,1.92,5
9870,439,58.53,25.27,22.5,0.05,14.75,2.5,6,438,99.99,22.59,34.06,0.71,4.85,1.92,5
9871,439,59.43,25.27,22.51,0.05,14.75,2.5,6,438,101.36,22.62,34.07,0.72,4.85,1.92,5
9872,439,60.33,25.27,22.51,0.06,14.75,2.5,6,438,102.73,22.65,34.07,0.73,4.85,1.92,5
9873,439,61.23,25.28,22.52,0.06,14.75,2.5,6,438,104.09,22.68,34.08,0.75,4.85,1.92,5
9874,439,62.13,25.28,22.52,0.06,14.75,2.5,6,438,105.45,22.71,34.08,0.76,4.85,1.92,5
9875,439,63.03,25.28,22.53,0.06,14.75,2.5,6,438,106.83,22.74,34.08,0.77,4.85,1.92,5
9876,439,63.94,25.28,22.54,0.06,14.75,2.5,6,438,108.2,22.77,34.09,0.78,4.85,1.92,5
9877,439,64.84,25.28,22.54,0.06,14.75,2.5,6,438,109.56,22.8,34.09,0.79,4.85,1.92,5
9878,439,65.74,25.29,22.55,0.06,14.75,2.5,6,438,110.93,22.83,34.1,0.8,4.85,1.92,5
9879,439,66.65,25.29,22.55,0.06,14.75,2.5,6,438,112.3,22.86,34.1,0.81,4.85,1.92,5
9880,439,67.56,25.29,22.56,0.06,14.75,2.5,6,438,113.67,22.89,34.11,0.82,4.85,1.92,5
9881,439,68.47,25.29,22.56,0.06,14.75,2.5,6,438,115.03,22.93,34.11,0.83,4.85,1.92,5
9882,439,69.38,25.3,22.57,0.06,14.75,2.5,6,438,116.39,22.96,34.12,0.84,4.85,1.92,5
9883,439,70.29,25.3,22.58,0.06,14.75,2.5,6,438,117.75,22.99,34.12,0.84,4.85,1.92,5
9884,439,71.18,25.3,22.58,0.06,14.75,2.5,6,438,119.1,23.03,34.13,0.85,4.85,1.92,5
9885,439,72.09,25.3,22.59,0.06,14.75,2.5,6,438,120.46,23.06,34.13,0.86,4.85,1.92,5
9886,439,72.99,25.3,22.59,0.06,14.75,2.5,6,438,121.82,23.1,34.14,0.87,4.85,1.92,5
9887,439,73.9,25.31,22.6,0.06,14.75,2.5,6,438,123.19,23.13,34.14,0.87,4.85,1.92,5
9888,439,74.8,25.31,22.6,0.06,14.75,2.5,6,438,124.55,23.17,34.14,0.88,4.85,1.92,5
