frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
19614,847,166.69,25.93,22.58,0.03,12.03,2.5,6,853,78.25,21.71,38.04,0.11,4.35,1.92,5
19615,847,167.59,25.93,22.58,0.03,12.03,2.5,6,853,79.76,21.72,38.06,0.12,4.35,1.92,5
19616,847,168.49,25.93,22.59,0.02,12.03,2.5,6,853,81.28,21.72,38.07,0.12,4.35,1.92,5
19617,847,169.39,25.93,22.59,0.02,12.03,2.5,6,853,82.78,21.73,38.09,0.12,4.35,1.92,5
19618,847,170.3,25.93,22.59,0.02,12.03,2.5,6,853,84.34,21.73,38.11,0.12,4.35,1.92,5
19619,847,171.2,25.93,22.59,0.02,12.03,2.5,6,853,85.87,21.74,38.13,0.12,4.35,1.92,5
19620,847,172.11,25.93,22.6,0.02,12.03,2.5,6,853,87.42,21.74,38.14,0.12,4.35,1.92,5
19621,847,173.02,25.93,22.6,0.02,12.03,2.5,6,853,88.95,21.75,38.16,0.13,4.35,1.92,5
19622,847,173.94,25.93,22.6,0.01,12.03,2.5,6,853,90.48,21.75,38.18,0.13,4.35,1.92,5
19623,847,174.86,25.93,22.6,0.01,12.03,2.5,6,853,92.02,21.76,38.19,0.13,4.35,1.92,5
19624,847,175.76,25.93,22.6,0.01,12.03,2.5,6,853,93.55,21.76,38.21,0.13,4.35,1.92,5
19625,847,176.67,25.93,22.61,0.01,12.03,2.5,6,853,95.08,21.77,38.23,0.13,4.35,1.92,5
19626,847,177.58,25.93,22.61,0.01,12.03,2.5,6,853,96.62,21.77,38.25,0.13,4.35,1.92,5
19627,847,178.48,25.94,22.61,0.01,12.03,2.5,6,853,98.15,21.78,38.27,0.13,4.35,1.92,5
19628,847,179.38,25.94,22.61,0.0,12.03,2.5,6,853,99.68,21.78,38.28,0.14,4.35,1.92,5
19629,847,180.29,25.94,22.62,0.0,12.03,2.5,6,853,101.22,21.79,38.3,0.14,4.35,1.92,5
19630,847,181.19,25.94,22.62,-0.0,12.03,2.5,6,853,102.75,21.79,38.32,0.14,4.35,1.92,5
19631,847,182.09,25.94,22.62,-0.0,12.03,2.5,6,853,104.29,21.8,38.34,0.14,4.35,1.92,5
19632,847,182.99,25.94,22.62,-0.01,12.03,2.5,6,853,105.82,21.8,38.36,0.14,4.35,1.92,5
19633,847,183.89,25.94,22.63,-0.01,12.03,2.5,6,853,107.36,21.81,38.38,0.14,4.35,1.92,5
19634,847,184.81,25.94,22.63,-0.01,12.03,2.5,6,853,108.9,21.81,38.39,0.14,4.35,1.92,5
19635,847,185.72,25.94,22.63,-0.02,12.03,2.5,6,853,110.43,21.82,38.41,0.14,4.35,1.92,5
19636,847,186.63,25.94,22.63,-0.02,12.03,2.5,6,853,111.97,21.82,38.43,0.14,4.35,1.92,5
19637,847,187.54,25.94,22.64,-0.02,12.03,2.5,6,853,113.52,21.83,38.45,0.15,4.35,1.92,5
19638,847,188.44,25.94,22.64,-0.03,12.03,2.5,6,853,115.06,21.84,38.47,0.15,4.35,1.92,5
19639,847,189.33,25.93,22.65,-0.03,12.03,2.5,6,853,116.6,21.84,38.49,0.15,4.35,1.92,5
19640,847,190.22,25.93,22.65,-0.03,12.03,2.5,6,853,118.13,21.85,38.51,0.15,4.35,1.92,5
19641,847,191.12,25.93,22.65,-0.04,12.03,2.5,6,853,119.68,21.85,38.52,0.15,4.35,1.92,5
19642,847,192.02,25.93,22.66,-0.04,12.03,2.5,6,853,121.22,21.86,38.54,0.15,4.35,1.92,5
19643,847,192.92,25.93,22.66,-0.04,12.03,2.5,6,853,122.76,21.87,38.56,0.15,4.35,1.92,5
19644,847,193.83,25.93,22.67,-0.05,12.03,2.5,6,853,124.29,21.87,38.58,0.15,4.35,1.92,5
19645,847,194.74,25.92,22.67,-0.05,12.03,2.5,6,853,125.82,21.88,38.6,0.15,4.35,1.92,5
19646,847,195.65,25.92,22.68,-0.05,12.03,2.5,6,853,127.37,21.89,38.62,0.15,4.35,1.92,5
19647,847,196.55,25.92,22.68,-0.06,12.03,2.5,6,853,128.92,21.89,38.64,0.15,4.35,1.92,5
19648,847,197.45,25.92,22.69,-0.06,12.03,2.5,6,853,130.46,21.9,38.65,0.15,4.35,1.92,5
19649,847,198.36,25.92,22.69,-0.07,12.03,2.5,6,853,132.01,21.9,38.67,0.15,4.35,1.92,5
19650,847,199.27,25.91,22.7,-0.07,12.03,2.5,6,853,133.56,21.91,38.69,0.15,4.35,1.92,5
19651,847,200.16,25.91,22.71,-0.07,12.03,2.5,6,853,135.11,21.92,38.71,0.14,4.35,1.92,5
19652,847,201.06,25.91,22.71,-0.08,12.03,2.5,6,853,136.65,21.92,38.73,0.14,4.35,1.92,5
19653,847,201.96,25.91,22.72,-0.08,12.03,2.5,6,853,138.2,21.93,38.74,0.14,4.35,1.92,5
19654,847,202.86,25.9,22.73,-0.09,12.03,2.5,6,853,139.75,21.94,38.76,0.14,4.35,1.92,5
19655,847,203.76,25.9,22.73,-0.09,12.03,2.5,6,853,141.3,21.94,38.78,0.14,4.35,1.92,5
19656,847,204.67,25.9,22.74,-0.1,12.03,2.5,6,853,142.86,21.95,38.8,0.13,4.35,1.92,5
19657,847,205.58,25.89,22.75,-0.1,12.03,2.5,6,853,144.41,21.95,38.81,0.13,4.35,1.92,5
19658,847,206.5,25.89,22.76,-0.1,12.03,2.5,6,853,145.97,21.96,38.83,0.13,4.35,1.92,5
19659,847,207.41,25.88,22.77,-0.11,12.03,2.5,6,853,147.52,21.96,38.85,0.13,4.35,1.92,5
19660,847,208.32,25.88,22.77,-0.11,12.03,2.5,6,853,149.08,21.97,38.87,0.12,4.35,1.92,5
19661,847,209.23,25.87,22.78,-0.12,12.03,2.5,6,853,150.64,21.97,38.88,0.12,4.35,1.92,5
19662,847,210.14,25.87,22.79,-0.12,12.03,2.5,6,853,152.2,21.98,38.9,0.11,4.35,1.92,5
19663,847,211.05,25.87,22.8,-0.13,12.03,2.5,6,853,153.76,21.98,38.92,0.11,4.35,1.92,5
19664,847,211.96,25.86,22.81,-0.13,12.03,2.5,6,853,155.33,21.99,38.93,0.11,4.35,1.92,5
19665,847,212.87,25.86,22.82,-0.14,12.03,2.5,6,853,156.89,21.99,38.95,0.1,4.35,1.92,5
19666,847,213.79,25.85,22.82,-0.14,12.03,2.5,6,853,158.46,22.0,38.96,0.1,4.35,1.92,5
19667,847,214.7,25.85,22.83,-0.15,12.03,2.5,6,853,160.02,22.0,38.98,0.09,4.35,1.92,5
19668,847,215.62,25.84,22.84,-0.15,12.03,2.5,6,853,161.59,22.01,38.99,0.09,4.35,1.92,5
19669,847,216.55,25.83,22.85,-0.16,12.03,2.5,6,853,163.15,22.01,39.01,0.08,4.35,1.92,5
