frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
28190,2415,16.17,25.45,30.18,0.16,3.84,1.72,7,2412,21.38,21.96,32.16,0.25,4.24,1.72,6
28191,2415,17.36,25.45,30.16,0.17,3.84,1.72,7,2412,22.73,21.97,32.15,0.25,4.24,1.72,6
28192,2415,18.48,25.46,30.15,0.17,3.84,1.72,7,2412,23.99,21.98,32.15,0.26,4.24,1.72,6
28193,2415,19.7,25.47,30.13,0.18,3.84,1.72,7,2412,25.24,21.99,32.15,0.26,4.24,1.72,6
28194,2415,20.83,25.47,30.12,0.18,3.84,1.72,7,2412,26.53,22.0,32.15,0.26,4.24,1.72,6
28195,2415,21.97,25.48,30.11,0.19,3.84,1.72,7,2412,27.82,22.01,32.14,0.27,4.24,1.72,6
28196,2415,23.18,25.49,30.1,0.2,3.84,1.72,7,2412,29.11,22.03,32.14,0.27,4.24,1.72,6
28197,2415,24.39,25.5,30.1,0.2,3.84,1.72,7,2412,30.41,22.04,32.14,0.27,4.24,1.72,6
28198,2415,25.6,25.51,30.09,0.21,3.84,1.72,7,2412,31.7,22.05,32.14,0.27,4.24,1.72,6
28199,2415,26.8,25.52,30.08,0.21,3.84,1.72,7,2412,32.99,22.06,32.14,0.28,4.24,1.72,6
28200,2415,28.01,25.53,30.08,0.22,3.84,1.72,7,2412,34.28,22.07,32.14,0.28,4.24,1.72,6
28201,2415,29.22,25.54,30.07,0.22,3.84,1.72,7,2412,35.57,22.08,32.14,0.28,4.24,1.72,6
28202,2415,30.42,25.55,30.07,0.22,3.84,1.72,7,2412,36.86,22.1,32.15,0.28,4.24,1.72,6
28203,2415,31.63,25.55,30.07,0.23,3.84,1.72,7,2412,38.15,22.11,32.15,0.29,4.24,1.72,6
28204,2415,32.83,25.56,30.07,0.23,3.84,1.72,7,2412,39.44,22.12,32.15,0.29,4.24,1.72,6
28205,2415,34.04,25.57,30.07,0.24,3.84,1.72,7,2412,40.73,22.13,32.15,0.29,4.24,1.72,6
28206,2415,35.25,25.58,30.07,0.24,3.84,1.72,7,2412,42.02,22.14,32.15,0.29,4.24,1.72,6
28207,2415,36.45,25.6,30.07,0.24,3.84,1.72,7,2412,43.31,22.16,32.16,0.29,4.24,1.72,6
28208,2415,37.66,25.61,30.07,0.25,3.84,1.72,7,2412,44.61,22.17,32.16,0.29,4.24,1.72,6
28209,2415,38.86,25.62,30.07,0.25,3.84,1.72,7,2412,45.9,22.18,32.16,0.29,4.24,1.72,6
28210,2415,40.07,25.63,30.07,0.25,3.84,1.72,7,2412,47.18,22.19,32.16,0.3,4.24,1.72,6
28211,2415,41.28,25.64,30.08,0.26,3.84,1.72,7,2412,48.46,22.2,32.17,0.3,4.24,1.72,6
28212,2415,42.48,25.65,30.08,0.26,3.84,1.72,7,2412,49.74,22.22,32.17,0.3,4.24,1.72,6
28213,2415,43.67,25.66,30.09,0.26,3.84,1.72,7,2412,51.0,22.23,32.17,0.3,4.24,1.72,6
28214,2415,44.87,25.67,30.09,0.26,3.84,1.72,7,2412,52.32,22.24,32.18,0.3,4.24,1.72,6
28215,2415,46.06,25.68,30.1,0.26,3.84,1.72,7,2412,53.61,22.25,32.18,0.3,4.24,1.72,6
28216,2415,47.22,25.69,30.1,0.26,3.84,1.72,7,2412,54.9,22.26,32.18,0.3,4.24,1.72,6
28217,2415,48.4,25.7,30.11,0.27,3.84,1.72,7,2412,56.19,22.28,32.19,0.3,4.24,1.72,6
