frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
5,7,191.58,33.76,25.26,0.01,19.2,2.5,8,19,221.91,31.69,29.04,1.07,11.32,2.22,7
6,7,192.58,33.76,25.26,0.01,19.2,2.5,8,19,222.96,31.73,29.04,1.07,11.32,2.22,8
7,7,193.59,33.77,25.26,0.01,19.2,2.5,8,19,224.06,31.77,29.05,1.06,11.32,2.22,8
8,7,194.59,33.77,25.26,0.01,19.2,2.5,8,19,225.18,31.82,29.05,1.06,11.32,2.22,8
9,7,195.59,33.77,25.26,0.01,19.2,2.5,8,19,226.31,31.86,29.06,1.05,11.32,2.22,8
10,7,196.61,33.77,25.26,0.01,19.2,2.5,8,19,227.46,31.9,29.06,1.04,11.32,2.22,8
11,7,197.62,33.77,25.26,0.01,19.2,2.5,8,19,228.62,31.94,29.07,1.03,11.32,2.22,8
12,7,198.63,33.77,25.25,0.01,19.2,2.5,8,19,229.78,31.98,29.07,1.02,11.32,2.22,8
13,7,199.63,33.77,25.25,0.01,19.2,2.5,8,19,230.94,32.02,29.08,1.02,11.32,2.22,8
14,7,200.65,33.77,25.26,0.02,19.2,2.5,8,19,232.1,32.06,29.08,1.01,11.32,2.22,8
15,7,201.67,33.77,25.26,0.02,19.2,2.5,8,19,233.27,32.1,29.09,1.0,11.32,2.22,8
16,7,202.69,33.77,25.26,0.02,19.2,2.5,8,19,234.44,32.14,29.1,0.99,11.32,2.22,8
17,7,203.71,33.77,25.26,0.02,19.2,2.5,8,19,235.61,32.18,29.1,0.98,11.32,2.22,8
18,7,204.73,33.78,25.26,0.02,19.2,2.5,8,19,236.77,32.21,29.11,0.97,11.32,2.22,8
19,7,205.74,33.78,25.26,0.02,19.2,2.5,8,19,237.94,32.25,29.11,0.96,11.32,2.22,8
20,7,206.75,33.78,25.26,0.02,19.2,2.5,8,19,239.11,32.29,29.12,0.95,11.32,2.22,8
21,7,207.76,33.78,25.26,0.02,19.2,2.5,8,19,240.28,32.33,29.12,0.94,11.32,2.22,8
22,7,208.77,33.78,25.26,0.02,19.2,2.5,8,19,241.45,32.36,29.13,0.93,11.32,2.22,8
23,7,209.78,33.78,25.26,0.02,19.2,2.5,8,19,242.62,32.4,29.13,0.92,11.32,2.22,8
24,7,210.79,33.78,25.26,0.01,19.2,2.5,8,19,243.78,32.43,29.14,0.91,11.32,2.22,8
25,7,211.8,33.78,25.26,0.01,19.2,2.5,8,19,244.95,32.47,29.15,0.9,11.32,2.22,8
26,7,212.81,33.78,25.26,0.01,19.2,2.5,8,19,246.12,32.51,29.15,0.89,11.32,2.22,8
27,7,213.82,33.78,25.26,0.01,19.2,2.5,8,19,247.29,32.54,29.16,0.88,11.32,2.22,8
28,7,214.83,33.78,25.26,0.01,19.2,2.5,8,19,248.45,32.57,29.16,0.87,11.32,2.22,8
29,7,215.84,33.79,25.26,0.01,19.2,2.5,8,19,249.62,32.61,29.17,0.86,11.32,2.22,8
30,7,216.86,33.79,25.27,0.01,19.2,2.5,8,19,250.78,32.64,29.17,0.85,11.32,2.22,8
31,7,217.86,33.79,25.27,0.01,19.2,2.5,8,19,251.95,32.68,29.18,0.84,11.32,2.22,8
32,7,218.88,33.79,25.27,0.01,19.2,2.5,8,19,253.12,32.71,29.18,0.83,11.32,2.22,8
33,7,219.89,33.79,25.27,0.01,19.2,2.5,8,19,254.29,32.74,29.19,0.81,11.32,2.22,8
34,7,220.9,33.79,25.27,0.0,19.2,2.5,8,19,255.46,32.78,29.19,0.8,11.32,2.22,8
35,7,221.9,33.79,25.27,0.0,19.2,2.5,8,19,256.63,32.81,29.2,0.79,11.32,2.22,8
