frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
27027,2620,398.78,3.91,-24.78,0.0,10.41,2.5,2,2613,357.62,7.89,-31.5,-0.09,4.75,1.92,3
27028,2620,397.86,3.91,-24.79,0.01,10.41,2.5,2,2613,356.35,7.88,-31.5,-0.1,4.75,1.92,3
27029,2620,396.91,3.91,-24.79,0.01,10.41,2.5,2,2613,355.09,7.88,-31.5,-0.1,4.75,1.92,3
27030,2620,395.95,3.91,-24.8,0.01,10.41,2.5,2,2613,353.83,7.87,-31.51,-0.11,4.75,1.92,3
27031,2620,394.98,3.91,-24.8,0.01,10.41,2.5,2,2613,352.57,7.87,-31.51,-0.12,4.75,1.92,3
27032,2620,394.02,3.91,-24.81,0.02,10.41,2.5,2,2613,351.31,7.86,-31.51,-0.13,4.75,1.92,3
27033,2620,393.04,3.91,-24.81,0.02,10.41,2.5,2,2613,350.06,7.86,-31.51,-0.14,4.75,1.92,3
27034,2620,392.05,3.92,-24.82,0.02,10.41,2.5,2,2613,348.8,7.85,-31.51,-0.15,4.75,1.92,3
27035,2620,391.06,3.92,-24.82,0.02,10.41,2.5,2,2613,347.55,7.85,-31.51,-0.16,4.75,1.92,3
27036,2620,390.07,3.92,-24.83,0.03,10.41,2.5,2,2613,346.29,7.84,-31.51,-0.16,4.75,1.92,3
27037,2620,389.07,3.92,-24.84,0.03,10.41,2.5,2,2613,345.02,7.83,-31.51,-0.17,4.75,1.92,3
27038,2620,388.06,3.92,-24.84,0.03,10.41,2.5,2,2613,343.76,7.83,-31.51,-0.18,4.75,1.92,3
27039,2620,387.06,3.92,-24.85,0.03,10.41,2.5,2,2613,342.49,7.82,-31.52,-0.19,4.75,1.92,3
27040,2620,386.05,3.93,-24.85,0.03,10.41,2.5,2,2613,341.23,7.81,-31.52,-0.2,4.75,1.92,3
27041,2620,385.04,3.93,-24.85,0.03,10.41,2.5,2,2613,339.96,7.8,-31.52,-0.21,4.75,1.92,3
27042,2620,384.04,3.93,-24.86,0.03,10.41,2.5,2,2613,338.7,7.79,-31.52,-0.22,4.75,1.92,3
27043,2620,383.05,3.93,-24.86,0.04,10.41,2.5,2,2613,337.44,7.78,-31.52,-0.23,4.75,1.92,3
27044,2620,382.05,3.94,-24.87,0.04,10.41,2.5,2,2613,336.19,7.78,-31.52,-0.24,4.75,1.92,3
27045,2620,381.05,3.94,-24.87,0.04,10.41,2.5,2,2613,334.93,7.77,-31.52,-0.25,4.75,1.92,3
