frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
2081,263,206.12,33.25,24.47,-0.09,7.98,2.5,8,266,243.71,29.76,33.06,0.13,5.15,2.02,7
2082,263,207.1,33.25,24.47,-0.09,7.98,2.5,8,266,245.04,29.77,33.07,0.14,5.15,2.02,7
2083,263,208.08,33.24,24.47,-0.08,7.98,2.5,8,266,246.36,29.77,33.08,0.15,5.15,2.02,7
2084,263,209.07,33.24,24.47,-0.08,7.98,2.5,8,266,247.69,29.78,33.09,0.16,5.15,2.02,7
2085,263,210.06,33.24,24.48,-0.08,7.98,2.5,8,266,249.01,29.78,33.1,0.17,5.15,2.02,7
2086,263,211.03,33.23,24.48,-0.08,7.98,2.5,8,266,250.33,29.79,33.11,0.18,5.15,2.02,7
2087,263,212.01,33.23,24.48,-0.08,7.98,2.5,8,266,251.65,29.8,33.12,0.19,5.15,2.02,7
2088,263,212.98,33.23,24.48,-0.08,7.98,2.5,8,266,252.98,29.81,33.13,0.21,5.15,2.02,7
2089,263,213.96,33.22,24.49,-0.07,7.98,2.5,8,266,254.31,29.81,33.14,0.22,5.15,2.02,7
2090,263,214.94,33.22,24.49,-0.07,7.98,2.5,8,266,255.64,29.82,33.15,0.23,5.15,2.02,7
2091,263,215.92,33.22,24.49,-0.07,7.98,2.5,8,266,256.97,29.83,33.16,0.25,5.15,2.02,7
2092,263,216.91,33.22,24.5,-0.07,7.98,2.5,8,266,258.3,29.84,33.16,0.26,5.15,2.02,7
2093,263,217.89,33.21,24.5,-0.07,7.98,2.5,8,266,259.63,29.85,33.17,0.28,5.15,2.02,7
2094,263,218.87,33.21,24.5,-0.06,7.98,2.5,8,266,260.96,29.86,33.18,0.29,5.15,2.02,7
2095,263,219.85,33.21,24.51,-0.06,7.98,2.5,8,266,262.29,29.87,33.19,0.31,5.15,2.02,7
2096,263,220.83,33.21,24.51,-0.06,7.98,2.5,8,266,263.61,29.89,33.19,0.32,5.15,2.02,7
2097,263,221.8,33.2,24.51,-0.06,7.98,2.5,8,266,264.94,29.9,33.2,0.34,5.15,2.02,7
2098,263,222.78,33.2,24.52,-0.06,7.98,2.5,8,266,266.27,29.91,33.21,0.35,5.15,2.02,7
2099,263,223.76,33.2,24.52,-0.05,7.98,2.5,8,266,267.59,29.93,33.21,0.37,5.15,2.02,7
