frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
9220,505,120.34,25.06,22.55,-0.02,12.43,2.5,6,507,91.05,21.67,35.75,-0.23,4.24,1.82,5
9221,505,121.25,25.06,22.55,-0.02,12.43,2.5,6,507,92.49,21.66,35.75,-0.23,4.24,1.82,5
9222,505,122.15,25.06,22.56,-0.02,12.43,2.5,6,507,93.92,21.65,35.76,-0.23,4.24,1.82,5
9223,505,123.05,25.06,22.56,-0.02,12.43,2.5,6,507,95.35,21.64,35.77,-0.23,4.24,1.82,5
9224,505,123.94,25.05,22.56,-0.02,12.43,2.5,6,507,96.78,21.63,35.77,-0.22,4.24,1.82,5
9225,505,124.85,25.05,22.57,-0.02,12.43,2.5,6,507,98.22,21.62,35.78,-0.22,4.24,1.82,5
9226,505,125.77,25.05,22.57,-0.02,12.43,2.5,6,507,99.65,21.62,35.78,-0.22,4.24,1.82,5
9227,505,126.67,25.05,22.58,-0.02,12.43,2.5,6,507,101.08,21.61,35.79,-0.22,4.24,1.82,5
9228,505,127.58,25.05,22.58,-0.02,12.43,2.5,6,507,102.5,21.6,35.79,-0.22,4.24,1.82,5
9229,505,128.48,25.05,22.58,-0.02,12.43,2.5,6,507,103.94,21.59,35.8,-0.22,4.24,1.82,5
9230,505,129.37,25.05,22.59,-0.02,12.43,2.5,6,507,105.37,21.58,35.8,-0.22,4.24,1.82,5
9231,505,130.28,25.05,22.59,-0.02,12.43,2.5,6,507,106.8,21.57,35.8,-0.22,4.24,1.82,5
9232,505,131.18,25.05,22.6,-0.02,12.43,2.5,6,507,108.23,21.56,35.81,-0.21,4.24,1.82,5
9233,505,132.08,25.05,22.6,-0.01,12.43,2.5,6,507,109.66,21.55,35.81,-0.21,4.24,1.82,5
9234,505,132.99,25.05,22.6,-0.01,12.43,2.5,6,507,111.1,21.55,35.82,-0.21,4.24,1.82,5
9235,505,133.89,25.04,22.61,-0.01,12.43,2.5,6,507,112.53,21.54,35.82,-0.21,4.24,1.82,5
9236,505,134.8,25.04,22.61,-0.01,12.43,2.5,6,507,113.96,21.53,35.82,-0.2,4.24,1.82,5
9237,505,135.71,25.04,22.62,-0.01,12.43,2.5,6,507,115.39,21.52,35.83,-0.2,4.24,1.82,5
9238,505,136.61,25.04,22.62,-0.01,12.43,2.5,6,507,116.83,21.51,35.83,-0.2,4.24,1.82,5
9239,505,137.51,25.04,22.63,-0.01,12.43,2.5,6,507,118.26,21.5,35.83,-0.2,4.24,1.82,5
9240,505,138.41,25.04,22.63,-0.01,12.43,2.5,6,507,119.7,21.49,35.83,-0.19,4.24,1.82,5
9241,505,139.3,25.04,22.63,-0.01,12.43,2.5,6,507,121.13,21.49,35.84,-0.19,4.24,1.82,5
9242,505,140.19,25.04,22.64,-0.0,12.43,2.5,6,507,122.57,21.48,35.84,-0.19,4.24,1.82,5
9243,505,141.09,25.04,22.64,-0.0,12.43,2.5,6,507,124.0,21.47,35.84,-0.18,4.24,1.82,5
9244,505,142.02,25.04,22.65,-0.0,12.43,2.5,6,507,125.43,21.46,35.84,-0.18,4.24,1.82,5
9245,505,142.94,25.04,22.65,0.0,12.43,2.5,6,507,126.86,21.46,35.85,-0.17,4.24,1.82,5
9246,505,143.85,25.04,22.66,0.0,12.43,2.5,6,507,128.29,21.45,35.85,-0.17,4.24,1.82,5
9247,505,144.76,25.04,22.66,0.0,12.43,2.5,6,507,129.72,21.44,35.85,-0.16,4.24,1.82,5
9248,505,145.67,25.04,22.67,0.01,12.43,2.5,6,507,131.15,21.44,35.85,-0.16,4.24,1.82,5
9249,505,146.59,25.04,22.67,0.01,12.43,2.5,6,507,132.59,21.43,35.85,-0.16,4.24,1.82,5
9250,505,147.5,25.04,22.67,0.01,12.43,2.5,6,507,134.02,21.42,35.85,-0.15,4.24,1.82,5
9251,505,148.41,25.04,22.68,0.01,12.43,2.5,6,507,135.46,21.42,35.85,-0.15,4.24,1.82,5
9252,505,149.31,25.04,22.68,0.02,12.43,2.5,6,507,136.9,21.41,35.85,-0.14,4.24,1.82,5
9253,505,150.22,25.04,22.69,0.02,12.43,2.5,6,507,138.34,21.41,35.85,-0.14,4.24,1.82,5
9254,505,151.13,25.04,22.69,0.02,12.43,2.5,6,507,139.78,21.4,35.85,-0.13,4.24,1.82,5
9255,505,152.03,25.04,22.69,0.02,12.43,2.5,6,507,141.22,21.4,35.85,-0.13,4.24,1.82,5
9256,505,152.93,25.04,22.7,0.02,12.43,2.5,6,507,142.65,21.39,35.85,-0.13,4.24,1.82,5
9257,505,153.84,25.05,22.7,0.02,12.43,2.5,6,507,144.09,21.39,35.85,-0.12,4.24,1.82,5
9258,505,154.75,25.05,22.71,0.03,12.43,2.5,6,507,145.52,21.38,35.85,-0.12,4.24,1.82,5
9259,505,155.66,25.05,22.71,0.03,12.43,2.5,6,507,146.96,21.38,35.85,-0.11,4.24,1.82,5
