frame,ego_id,ego_x,ego_y,ego_vx,ego_vy,ego_width,ego_height,ego_laneId,target_id,target_x,target_y,target_vx,target_vy,target_width,target_height,target_laneId
7298,338,3.82,25.18,23.74,-0.17,17.08,2.5,6,332,190.78,22.05,34.27,0.57,4.45,2.02,5
7299,338,4.68,25.18,23.74,-0.17,17.08,2.5,6,332,192.15,22.08,34.28,0.58,4.45,2.02,5
7300,338,5.58,25.17,23.74,-0.17,17.08,2.5,6,332,193.51,22.1,34.29,0.59,4.45,2.02,5
7301,338,6.5,25.16,23.74,-0.16,17.08,2.5,6,332,194.89,22.12,34.3,0.6,4.45,2.02,5
7302,338,7.43,25.16,23.74,-0.16,17.08,2.5,6,332,196.26,22.15,34.31,0.61,4.45,2.02,5
7303,338,8.37,25.15,23.75,-0.15,17.08,2.5,6,332,197.63,22.17,34.33,0.63,4.45,2.02,5
7304,338,9.32,25.14,23.75,-0.15,17.08,2.5,6,332,199.0,22.2,34.34,0.64,4.45,2.02,5
7305,338,10.26,25.14,23.75,-0.14,17.08,2.5,6,332,200.38,22.22,34.35,0.65,4.45,2.02,5
7306,338,11.21,25.13,23.75,-0.13,17.08,2.5,6,332,201.76,22.25,34.36,0.66,4.45,2.02,5
7307,338,12.16,25.13,23.75,-0.13,17.08,2.5,6,332,203.13,22.27,34.38,0.67,4.45,2.02,5
7308,338,13.1,25.12,23.76,-0.12,17.08,2.5,6,332,204.5,22.3,34.39,0.69,4.45,2.02,5
7309,338,14.06,25.12,23.76,-0.12,17.08,2.5,6,332,205.88,22.33,34.4,0.7,4.45,2.02,5
7310,338,15.02,25.12,23.76,-0.11,17.08,2.5,6,332,207.25,22.36,34.41,0.71,4.45,2.02,5
7311,338,15.98,25.11,23.76,-0.11,17.08,2.5,6,332,208.63,22.39,34.43,0.72,4.45,2.02,5
7312,338,16.94,25.11,23.77,-0.1,17.08,2.5,6,332,210.0,22.42,34.44,0.73,4.45,2.02,5
7313,338,17.9,25.11,23.77,-0.09,17.08,2.5,6,332,211.37,22.45,34.45,0.74,4.45,2.02,5
7314,338,18.85,25.1,23.77,-0.09,17.08,2.5,6,332,212.75,22.48,34.47,0.75,4.45,2.02,5
7315,338,19.81,25.1,23.78,-0.08,17.08,2.5,6,332,214.12,22.51,34.48,0.76,4.45,2.02,5
7316,338,20.76,25.1,23.78,-0.08,17.08,2.5,6,332,215.5,22.54,34.49,0.77,4.45,2.02,5
7317,338,21.71,25.1,23.78,-0.07,17.08,2.5,6,332,216.88,22.57,34.51,0.78,4.45,2.02,5
7318,338,22.65,25.09,23.79,-0.07,17.08,2.5,6,332,218.26,22.6,34.52,0.78,4.45,2.02,5
7319,338,23.6,25.09,23.79,-0.06,17.08,2.5,6,332,219.64,22.63,34.53,0.79,4.45,2.02,5
7320,338,24.53,25.09,23.79,-0.06,17.08,2.5,6,332,221.02,22.67,34.55,0.8,4.45,2.02,5
7321,338,25.47,25.09,23.8,-0.05,17.08,2.5,6,332,222.39,22.7,34.56,0.8,4.45,2.02,5
7322,338,26.43,25.09,23.8,-0.05,17.08,2.5,6,332,223.78,22.73,34.57,0.81,4.45,2.02,5
7323,338,27.38,25.09,23.81,-0.04,17.08,2.5,6,332,225.17,22.77,34.59,0.81,4.45,2.02,5
7324,338,28.34,25.09,23.81,-0.04,17.08,2.5,6,332,226.55,22.8,34.6,0.82,4.45,2.02,5
7325,338,29.3,25.09,23.81,-0.03,17.08,2.5,6,332,227.93,22.83,34.62,0.82,4.45,2.02,5
7326,338,30.25,25.08,23.82,-0.03,17.08,2.5,6,332,229.32,22.87,34.63,0.83,4.45,2.02,5
7327,338,31.21,25.08,23.82,-0.03,17.08,2.5,6,332,230.7,22.9,34.64,0.83,4.45,2.02,5
7328,338,32.16,25.08,23.83,-0.02,17.08,2.5,6,332,232.08,22.94,34.66,0.83,4.45,2.02,5
7329,338,33.1,25.08,23.83,-0.02,17.08,2.5,6,332,233.47,22.97,34.67,0.83,4.45,2.02,5
7330,338,34.06,25.08,23.84,-0.01,17.08,2.5,6,332,234.86,23.0,34.69,0.83,4.45,2.02,5
7331,338,35.02,25.08,23.84,-0.01,17.08,2.5,6,332,236.26,23.04,34.7,0.83,4.45,2.02,5
7332,338,35.97,25.08,23.85,-0.01,17.08,2.5,6,332,237.65,23.07,34.71,0.83,4.45,2.02,5
7333,338,36.93,25.08,23.85,-0.0,17.08,2.5,6,332,239.04,23.11,34.73,0.83,4.45,2.02,5
7334,338,37.89,25.08,23.86,-0.0,17.08,2.5,6,332,240.43,23.14,34.74,0.83,4.45,2.02,5
7335,338,38.84,25.08,23.86,0.0,17.08,2.5,6,332,241.82,23.18,34.75,0.83,4.45,2.02,5
7336,338,39.79,25.08,23.87,0.01,17.08,2.5,6,332,243.21,23.21,34.77,0.83,4.45,2.02,5
7337,338,40.74,25.08,23.87,0.01,17.08,2.5,6,332,244.6,23.24,34.78,0.82,4.45,2.02,5
7338,338,41.69,25.09,23.88,0.01,17.08,2.5,6,332,245.99,23.28,34.8,0.82,4.45,2.02,5
7339,338,42.64,25.09,23.88,0.02,17.08,2.5,6,332,247.38,23.31,34.81,0.82,4.45,2.02,5
7340,338,43.58,25.09,23.89,0.02,17.08,2.5,6,332,248.78,23.34,34.82,0.81,4.45,2.02,5
7341,338,44.53,25.09,23.89,0.02,17.08,2.5,6,332,250.16,23.38,34.84,0.81,4.45,2.02,5
7342,338,45.48,25.09,23.9,0.03,17.08,2.5,6,332,251.56,23.41,34.85,0.8,4.45,2.02,5
7343,338,46.44,25.09,23.91,0.03,17.08,2.5,6,332,252.95,23.44,34.86,0.8,4.45,2.02,5
7344,338,47.4,25.09,23.91,0.03,17.08,2.5,6,332,254.35,23.47,34.88,0.79,4.45,2.02,5
7345,338,48.37,25.09,23.92,0.04,17.08,2.5,6,332,255.75,23.5,34.89,0.78,4.45,2.02,6
7346,338,49.34,25.09,23.92,0.04,17.08,2.5,6,332,257.14,23.54,34.9,0.78,4.45,2.02,6
7347,338,50.31,25.09,23.93,0.04,17.08,2.5,6,332,258.54,23.57,34.92,0.77,4.45,2.02,6
7348,338,51.27,25.09,23.94,0.05,17.08,2.5,6,332,259.93,23.6,34.93,0.76,4.45,2.02,6
7349,338,52.22,25.1,23.94,0.05,17.08,2.5,6,332,261.33,23.63,34.94,0.76,4.45,2.02,6
7350,338,53.17,25.1,23.95,0.06,17.08,2.5,6,332,262.73,23.66,34.96,0.75,4.45,2.02,6
7351,338,54.12,25.1,23.95,0.06,17.08,2.5,6,332,264.12,23.69,34.97,0.74,4.45,2.02,6
7352,338,55.09,25.1,23.96,0.07,17.08,2.5,6,332,265.53,23.72,34.98,0.73,4.45,2.02,6
7353,338,56.05,25.1,23.96,0.07,17.08,2.5,6,332,266.94,23.75,34.99,0.73,4.45,2.02,6
7354,338,57.01,25.11,23.97,0.07,17.08,2.5,6,332,268.34,23.78,35.01,0.72,4.45,2.02,6
7355,338,57.97,25.11,23.98,0.08,17.08,2.5,6,332,269.74,23.8,35.02,0.71,4.45,2.02,6
7356,338,58.92,25.11,23.98,0.08,17.08,2.5,6,332,271.15,23.83,35.03,0.7,4.45,2.02,6
7357,338,59.88,25.12,23.99,0.09,17.08,2.5,6,332,272.55,23.86,35.04,0.69,4.45,2.02,6
7358,338,60.84,25.12,23.99,0.09,17.08,2.5,6,332,273.96,23.89,35.06,0.68,4.45,2.02,6
